session,participant,part_label,clicked_button,market_bonus,forecast_bonus,risk_bonus,quiz_bonus,total_bonus,showup,total_payment
jtf9f20p,7oiph2zk,gx902xbi_43Y,1,3.81,0.03,0.85,1.0,5.69,12.0,17.69
jtf9f20p,pc6qort4,663a245615539171d9a3611a,1,3.86,0.0,1.05,1.0,5.91,12.0,17.91
jtf9f20p,kfyoz2ff,5e3cddaa64dfd70d85a5ef3f,1,3.45,0.0,0.93,0.5,4.88,12.0,16.88
jtf9f20p,a92t9tp6,66954bb22fc80f82444064e6,1,3.39,0.01,0.18,0.25,3.83,12.0,15.83
jtf9f20p,puuvucg3,gx902xbi_74L,1,3.51,0.0,0.13,1.25,4.89,12.0,16.89
jtf9f20p,ojlsj7iv,gx902xbi_99Q,1,3.55,0.0,1.98,1.0,6.53,12.0,18.53
jtf9f20p,8mjo8li0,634656bd2603b4db42ae94e1,1,3.05,0.03,0.1,0.25,3.43,12.0,15.43
jtf9f20p,akprt375,655f8d03e234484afb1c3d51,1,3.3,0.04,0.72,0.5,4.56,12.0,16.56
jtf9f20p,lpzyjf1x,65639c2f102822f13aa7531c,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
jtf9f20p,yrqo17xi,gx902xbi_45P,1,3.99,0.03,1.05,1.0,6.07,12.0,18.07
jtf9f20p,dakc6dp6,gx902xbi_92B,1,3.82,0.03,1.02,1.25,6.12,12.0,18.12
jtf9f20p,ic8nq5td,6334d869011b16ac13de3546,1,2.72,0.0,0.05,0.5,3.27,12.0,15.27
jtf9f20p,ljvxi7fc,663cf0e4b9eb2114fece7f64,1,3.04,0.05,1.73,0.5,5.32,12.0,17.32
jtf9f20p,xoxsepjr,6633adcd500f96fcde309792,1,2.58,0.04,0.83,0.25,3.7,12.0,15.7
jtf9f20p,rnpem8ba,6690e9725bf6099f625fe053,1,3.22,0.06,0.18,0.25,3.71,12.0,15.71
jtf9f20p,6do79ah2,654455ad0b76675379c66db4,1,3.48,0.01,0.18,0.5,4.17,12.0,16.17
jtf9f20p,fl7tw6v1,jtf9f20p_45C,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
jtf9f20p,9xocvce3,jtf9f20p_65Q,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
jtf9f20p,bb3vz4q5,jtf9f20p_04I,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
jtf9f20p,wqb76ln5,jtf9f20p_01S,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
jtf9f20p,2nqcg6b5,jtf9f20p_13G,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
jtf9f20p,5izbtz55,jtf9f20p_87I,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
jtf9f20p,p4qjp6ij,jtf9f20p_99X,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
jtf9f20p,fm9wqhdf,jtf9f20p_51K,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
jtf9f20p,i5eb2ujv,jtf9f20p_10N,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
jtf9f20p,tzioekj6,jtf9f20p_22L,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
jtf9f20p,bnpbtbdv,jtf9f20p_20T,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
jtf9f20p,q06cwa3i,jtf9f20p_44P,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
jtf9f20p,kj1jjovr,jtf9f20p_72L,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
jtf9f20p,a7qtn73m,jtf9f20p_53W,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
