session,participant,part_label,round_number,type,quantity,price,quantity_final,original_quantity,automatic,timestamp,market_price,volume
n9slx1c3,2slk8ma1,n9slx1c3_53O,1,BUY,2,13.0,0,,0,7038,14.0,0
n9slx1c3,2slk8ma1,n9slx1c3_53O,1,SELL,1,16.0,0,,0,7041,14.0,0
n9slx1c3,3kifwb2z,n9slx1c3_62F,1,BUY,1,13.0,0,,0,7706,14.0,0
n9slx1c3,3kifwb2z,n9slx1c3_62F,1,SELL,1,15.0,0,,0,7709,14.0,0
n9slx1c3,tx2cdzch,n9slx1c3_30J,1,BUY,2,13.0,0,,0,8105,14.0,0
n9slx1c3,tx2cdzch,n9slx1c3_30J,1,SELL,1,15.0,0,,0,8108,14.0,0
n9slx1c3,l25qvrng,n9slx1c3_39I,1,BUY,1,13.0,0,,0,8400,14.0,0
n9slx1c3,l25qvrng,n9slx1c3_39I,1,SELL,1,16.0,0,,0,8402,14.0,0
n9slx1c3,6t0vcv3d,n9slx1c3_17J,1,BUY,2,13.0,0,,0,8656,14.0,0
n9slx1c3,6t0vcv3d,n9slx1c3_17J,1,SELL,2,18.0,0,,0,8659,14.0,0
n9slx1c3,lnkqdowe,n9slx1c3_69Z,1,BUY,1,13.0,0,,0,9817,14.0,0
n9slx1c3,lnkqdowe,n9slx1c3_69Z,1,SELL,1,16.0,0,,0,9820,14.0,0
n9slx1c3,iy7zp4kb,n9slx1c3_82D,1,BUY,1,13.0,0,,0,6641,14.0,0
n9slx1c3,iy7zp4kb,n9slx1c3_82D,1,SELL,1,16.0,0,,0,6644,14.0,0
n9slx1c3,ynnpfehe,n9slx1c3_06Q,1,BUY,2,13.0,0,,0,6616,14.0,0
n9slx1c3,ynnpfehe,n9slx1c3_06Q,1,SELL,2,15.0,0,,0,6619,14.0,0
n9slx1c3,pjrzzpo0,n9slx1c3_22G,1,BUY,1,12.0,0,,0,6759,14.0,0
n9slx1c3,pjrzzpo0,n9slx1c3_22G,1,SELL,1,16.0,0,,0,6762,14.0,0
n9slx1c3,2slk8ma1,n9slx1c3_53O,2,BUY,2,14.0,0,,0,7672,14.5,0
n9slx1c3,2slk8ma1,n9slx1c3_53O,2,SELL,1,15.0,0,,0,7675,14.5,0
n9slx1c3,k70jlcxk,n9slx1c3_32X,2,BUY,2,12.0,0,,0,4782,14.5,0
n9slx1c3,k70jlcxk,n9slx1c3_32X,2,SELL,2,16.0,0,,0,4785,14.5,0
n9slx1c3,3kifwb2z,n9slx1c3_62F,2,BUY,1,13.0,0,,0,11618,14.5,0
n9slx1c3,3kifwb2z,n9slx1c3_62F,2,SELL,1,15.0,0,,0,11621,14.5,0
n9slx1c3,tx2cdzch,n9slx1c3_30J,2,BUY,2,13.0,0,,0,8607,14.5,0
n9slx1c3,tx2cdzch,n9slx1c3_30J,2,SELL,1,15.0,0,,0,8610,14.5,0
n9slx1c3,tx2cdzch,n9slx1c3_30J,2,SELL,2,16.0,0,,0,8613,14.5,0
