participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.cash,player.shares,player.periods_until_auto_buy,player.periods_until_auto_sell,player.shares_transacted,player.trans_cost,player.cash_after_trade,player.interest_earned,player.dividend_earned,player.cash_result,player.shares_result,player.f0,player.f1,player.f2,player.f3,player.fcast_rnd_0,player.fcast_rnd_1,player.fcast_rnd_2,player.fcast_rnd_3,player.forecast_error,player.forecast_reward,player.forecast_bonus_data,player.risk,player.risk_1,player.risk_2,player.risk_3,player.risk_4,player.risk_rh,player.risk_rl,player.risk_sh,player.risk_sl,player.risk_phi_1,player.risk_phi_2,player.risk_phi_3,player.risk_phi_4,player.risk_reward,player.dr,player.dmu,player.dose_r,player.dose_mu,group.id_in_subsession,group.price,group.volume,group.dividend,group.float,group.short,group.is_practice,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,o3405et3,6661b87b5697324373d69e5a,0,367,368,payment,FinalResultsPage,2024-07-19 18:10:18.450161,1,,,883.5,1,,0.0,100.0,4,-99,-99,-2,30.0,130.0,6.5,2.0,138.5,2,14,15,17,14,1,3,6,11,1.0,2.5,,,0,1,0,0,19.25,0.5,10.0,8.0,35.0,57.0,46.0,60.0,,,,0.24430764785695816,3.211539223886089,1,15.0,8,1.0,72,0,1,1,ea9wnj36,2024-07-19,,,Market Experiment,0
2,wuxfdrkf,6692e6d4b97500a3b6f6efec,0,367,368,payment,FinalResultsPage,2024-07-19 18:10:19.339372,1,,,931.23,2,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,15,15,14,13,1,3,6,11,0.0,2.5,,,0,1,0,1,19.25,0.5,10.0,8.0,35.0,57.0,46.0,60.0,,,,0.745893505205101,2.2803499913889307,1,15.0,8,1.0,72,0,1,1,ea9wnj36,2024-07-19,,,Market Experiment,0
3,5qekr1th,647616c1a39c1d76b201296d,0,367,368,payment,FinalResultsPage,2024-07-19 18:10:20.073229,1,,,1063.23,3,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,7,9,9,12,1,3,6,11,8.0,0.0,,,,0,0,0,19.25,0.5,10.0,8.0,35.0,35.0,57.0,73.0,,,,0.6970666428742626,3.1903756360130906,1,15.0,8,1.0,72,0,1,1,ea9wnj36,2024-07-19,,,Market Experiment,0
4,ah5374c1,666b44ed662a3864dc13b118,0,367,368,payment,FinalResultsPage,2024-07-19 18:10:20.208041,1,,,867.34,4,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,2,3,6,10,1,3,6,11,13.0,0.0,,,,,0,1,19.25,0.5,10.0,8.0,35.0,35.0,35.0,57.0,,,,0.9015438159098879,3.3564840610749846,1,15.0,8,1.0,72,0,1,1,ea9wnj36,2024-07-19,,,Market Experiment,0
5,p3uj8uwc,xdyp9mrg_01J,0,367,368,payment,FinalResultsPage,2024-07-19 18:10:20.306231,1,,,1029.04,5,,0.0,100.0,4,-99,-99,-1,15.0,115.0,5.75,3.0,123.75,3,14,15,19,22,1,3,6,11,1.0,2.5,,,0,0,,0,19.25,0.5,10.0,8.0,35.0,57.0,73.0,73.0,,,,0.6970666428742626,3.1903756360130906,1,15.0,8,1.0,72,0,1,1,ea9wnj36,2024-07-19,,,Market Experiment,0
6,70nwfvc6,665e680164927b18554b66ec,0,367,368,payment,FinalResultsPage,2024-07-19 18:10:21.294431,1,,,1042.63,6,,0.0,100.0,4,-99,-99,2,-30.0,70.0,3.5,6.0,79.5,6,14,15,20,28,1,3,6,11,1.0,2.5,,,0,0,0,0,19.25,0.5,10.0,8.0,35.0,57.0,73.0,84.0,,,,0.9887234909914421,3.4685248251977425,1,15.0,8,1.0,72,0,1,1,ea9wnj36,2024-07-19,,,Market Experiment,0
7,2ltt21en,63bc6b49a80cc5496df4c897,0,367,368,payment,FinalResultsPage,2024-07-19 18:10:21.663768,1,,,1118.26,7,,0.0,100.0,4,-99,-99,3,-45.0,55.0,2.75,7.0,64.75,7,14,11,21,35,1,3,6,11,1.0,2.5,,,,,,,19.25,0.5,10.0,8.0,35.0,35.0,35.0,35.0,,,,,,1,15.0,8,1.0,72,0,1,1,ea9wnj36,2024-07-19,,,Market Experiment,0
8,7x5mmrvu,660460162a2b3e5c554cf140,0,367,368,payment,FinalResultsPage,2024-07-19 18:10:21.923253,1,,,1161.69,8,,0.0,100.0,4,-99,-99,1,-15.0,85.0,4.25,5.0,94.25,5,15,17,20,23,1,3,6,11,0.0,2.5,,,,0,0,1,19.25,0.5,10.0,8.0,35.0,35.0,57.0,73.0,,,,1.0809865917837622,3.5022556229888924,1,15.0,8,1.0,72,0,1,1,ea9wnj36,2024-07-19,,,Market Experiment,0
9,7dmy6sip,xdyp9mrg_67P,0,367,368,payment,FinalResultsPage,2024-07-19 18:10:22.714462,1,,,431.43,9,,0.0,100.0,4,-99,-99,-1,15.0,115.0,5.75,3.0,123.75,3,10,10,15,15,1,3,6,11,5.0,0.0,,,,,,,19.25,0.5,10.0,8.0,35.0,35.0,35.0,35.0,,,,,,1,15.0,8,1.0,72,0,1,1,ea9wnj36,2024-07-19,,,Market Experiment,0
10,ei4a825c,xdyp9mrg_34B,0,367,368,payment,FinalResultsPage,2024-07-19 18:10:23.024611,1,,,1596.82,10,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,12,18,27,27,1,3,6,11,3.0,0.0,,,,0,,,19.25,0.5,10.0,8.0,35.0,35.0,57.0,57.0,,,,-0.7739963082013506,2.872568823955288,1,15.0,8,1.0,72,0,1,1,ea9wnj36,2024-07-19,,,Market Experiment,0
