part_label,page,round,ton_mean,ton_median,ton_std,ton_range,ton_iqr,ton_peak_cnt,ton_auc,ton_skewness,ton_kurtosis,ton_variance,ton_peaks_avg,pha_mean,pha_median,pha_std,pha_range,pha_iqr,pha_peak_cnt,pha_auc,pha_skewness,pha_kurtosis,pha_variance,pha_peaks_avg
47R_2024-04-03,RiskPage,17,-0.03731615115388576,-0.01095817588380215,0.06689316278401702,0.2448216431015711,0.03565796539974193,2,-3.2838213015419466,-1.6716744720149328,1.476831216939269,0.004474695227249001,0.0050341414058915,-0.0005653130803891164,-0.0090942477719318,0.02856364809263566,0.1042609096385927,0.051150253254219596,11,-0.04974755107424224,0.6420161647187685,-0.8082488293098322,0.0008158819923599288,0.02034220933191603
47R_2024-04-03,RiskPage,18,-0.17602922496470033,-0.1731605826572163,0.05234780756567841,0.161327705288705,0.10440657154866587,2,-15.49057179689363,-0.21949862773226883,-1.386533019072832,0.002740292956933298,-0.14114608774312604,0.001966629685036255,-0.00231172552262035,0.05268779984571411,0.21384284202549309,0.07251580282051442,13,0.17306341228319042,-0.5226903764335405,-0.28872841164049934,0.0027760042525820316,0.0313436965195303
47R_2024-04-03,RiskPage,19,0.04405041069751225,0.0386548710852813,0.017527273161972935,0.05455849493310011,0.030408887806216752,1,3.8764361413810775,0.5536757131286204,-1.089779162698395,0.00030720530449441667,0.0762652553885158,-0.001838904638819494,0.00259931570535485,0.026689694656505086,0.1057221189007792,0.030982337348905577,9,-0.16182360821611547,0.2689459777653597,-0.09176523558231908,0.0007123398008574762,0.012379644830095033
47R_2024-04-03,RiskPage,20,0.2515720092109592,0.2528661063584259,0.00848706433898194,0.027773181995711937,0.012776477994920987,1,21.13204877372057,-0.21887723356693345,-1.0277937078359627,7.203026109401896e-05,0.2645817969996018,-0.0005274531203759527,0.00167729443213075,0.028892191324344722,0.0977323569267624,0.046166621983145,8,-0.04430606211158003,-0.3119784858090785,-1.0431903658599673,0.0008347587195225404,0.024439327876784524
47R_2024-04-03,RiskPage,21,0.3849802378287877,0.3838336599622997,0.01687681123383545,0.06511125436546839,0.02691940525710812,2,32.33833997761817,0.11033496732459634,-0.8476510491269833,0.00028482675742251437,0.3928646347220024,0.0005088376267676427,-0.00046571987303019996,0.033242067628932365,0.12460609641769249,0.05332678440172265,7,0.04274236064848199,-0.14262760190540685,-1.0778425264279814,0.001105035060246513,0.0276324441351364
47R_2024-04-03,RiskPage,22,0.16343891477486885,0.16546559399642435,0.013900805035361424,0.04266502977337372,0.025841938816536042,2,13.728868841088984,-0.05659820194122241,-1.6460975582658461,0.00019323238063112953,0.16547478244240793,0.0010388464699302988,-0.00849682472414445,0.030412458415685684,0.1264202742266577,0.03825941796735223,10,0.0872631034741451,0.5371915144116503,-0.03081199727205597,0.0009249176268858109,0.027907626814722496
47R_2024-04-03,RiskPage,23,0.3109853085360016,0.31214668443489857,0.01057818593749847,0.031107390221376707,0.02015242244641352,2,26.122765917024132,-0.18178052847548745,-1.3619573288220876,0.00011189801772829038,0.3193279481286454,-0.00021450013725927533,-0.006787148822472449,0.018090369971563578,0.0711835579769527,0.0187796741104216,7,-0.018018011529779127,1.118180888334685,0.14240976463519406,0.00032726148570804927,0.020269631834744815
47R_2024-04-03,RiskPage,24,0.47211718601960845,0.4654387842742283,0.01700360968185484,0.049743714698791186,0.034435949413625044,2,39.65784362564711,0.0753102018371154,-1.5733671534266074,0.0002891227422128676,0.478497319509228,0.0018731377982022905,-0.0009301621060859,0.026466973658657578,0.113141621096649,0.0195982507175812,12,0.1573435750489924,0.5728997200166955,0.1745714296986116,0.0007005006946480741,0.02004026163921342
47R_2024-04-03,RiskPage,25,0.3312983939980276,0.3328298174230112,0.019801677764539293,0.0688627539423769,0.03200638829751212,1,27.829065095834316,-0.4049294525877077,-0.8925092588954748,0.0003921064422906498,0.3573404251254528,0.0012350164567174501,-0.00345556329825355,0.019897639397358304,0.0999528377068367,0.017076692039111524,4,0.10374138236426582,1.3204780328501182,2.5237035342095426,0.0003959160535873053,0.032787950410899554
47R_2024-04-03,RiskPage,26,0.1992328815268027,0.19608620593539816,0.014818877039443002,0.047877490501824216,0.02638674379706879,0,17.53249357435864,0.02787193055746963,-1.4450213253755317,0.000219599116710131,0,0.0003947794022551986,-0.0077423746212617,0.022598758157712496,0.0884955825790751,0.0340434889426293,6,0.03474058739845748,0.06369079759470765,-1.0926539668334412,0.000510703870270777,0.023316152544038234
47R_2024-04-03,RiskPage,27,0.30510038650619903,0.3023788856697562,0.01775234668951698,0.05861716942094247,0.01717357312378387,2,26.848834012545513,0.6583823957037638,-0.5151722512312,0.0003151458129848045,0.3249730204678607,0.0007023935435874032,0.00172239157688425,0.0177969657133396,0.0761052264334473,0.021444534455408698,10,0.061810631835691486,-0.01721293556137779,-0.18966727617504553,0.00031673198860178534,0.0169702096465035
47R_2024-04-03,RiskPage,28,0.4860002745251911,0.48833376225655,0.007773422843412924,0.027658485456578563,0.009664097033312946,2,40.824023060116055,-1.1649325977498166,0.4370623891974157,6.042610270249387e-05,0.49375774125063565,-0.0008868429886971451,-4.8367008707249995e-05,0.023683190182516283,0.12150060723587969,0.008985594683308925,6,-0.07449481105056019,1.2073249668410369,3.851367262054561,0.0005608934972212357,0.031436005821386316
47R_2024-04-03,RiskPage,29,0.3707327418017551,0.37505283299360803,0.02285181016721194,0.0730535188090467,0.04259363944482342,1,31.141550311347427,-0.10290946719052234,-1.5055682988764696,0.0005222052279182909,0.3895925501851301,-0.0009611011630192417,0.008524571328046501,0.032275330034305424,0.1390713031142296,0.031583873929661076,6,-0.0807324976936163,-0.9311202226862588,0.35235896411672973,0.0010416969288233376,0.0018783279851075335
47R_2024-04-03,RiskPage,30,0.5785147761136492,0.5767049012801689,0.016314539908332724,0.047385338135483956,0.031149610496273628,2,48.595241193546535,-0.08736251143139823,-1.4329746191437776,0.0002661642124205812,0.5888235349283524,0.0009032636951093537,0.010235851506435651,0.024025703067076756,0.0871019689308759,0.038719563125570844,8,0.07587415038918571,-0.3458341540605065,-0.9585289453768073,0.0005772344078673415,0.019580949293574675
