participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.timeout,player.consent_given,player.quiz_1,player.quiz_2,player.quiz_3,player.quiz_4,player.quiz_5,player.quiz_1_init,player.quiz_2_init,player.quiz_3_init,player.quiz_4_init,player.quiz_5_init,player.quiz_grade,player.quiz_attempt,player.quiz_failed,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,jfp8tusy,8w4eyts6_76K,0,8,8,landingct,NoConsent,2024-07-12 17:27:27.601349,1,,,0.0,1,,0.0,0.0,1,2,2,210,110,14,1,2,210,110,29,3,2,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
2,xfncb8wy,8w4eyts6_76S,0,8,8,landingct,NoConsent,2024-07-12 17:28:18.102630,1,,,0.0,2,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,14,5,1,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
3,gjtoeis9,62728f0c68b9ecf571a2dbd4,0,8,8,landingct,NoConsent,2024-07-12 17:28:45.934685,1,,,0.0,3,,0.0,0.0,1,2,2,210,110,14,1,1,200,110,14,2,2,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
4,grq10jtp,8w4eyts6_62K,0,8,8,landingct,NoConsent,2024-07-12 17:28:48.334625,1,,,0.0,4,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,14,5,1,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
5,3i6h2nio,6630dd23d49aad3c932af33c,0,8,8,landingct,NoConsent,2024-07-12 17:28:55.778270,1,,,0.0,5,,0.0,0.0,1,2,2,210,110,14,2,2,200,105,29,2,2,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
6,2ogduhji,663200f99991108a0c4dcb23,0,8,8,landingct,NoConsent,2024-07-12 17:28:58.182859,1,,,0.0,6,,0.0,0.0,1,2,2,210,110,14,2,2,205,110,14,4,2,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
7,xu33g171,663bb62ffe083ca847014fbb,0,8,8,landingct,NoConsent,2024-07-12 17:28:58.632296,1,,,0.0,7,,0.0,0.0,1,2,2,210,110,14,2,2,,100,14,3,2,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
8,x9j8m39a,66469125811cb4b314cd04f4,0,8,8,landingct,NoConsent,2024-07-12 17:28:58.658116,1,,,0.0,8,,0.0,0.0,1,2,2,210,110,14,2,2,200,105,14,3,2,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
9,auh51e3f,655a655f62fde845d4789149,0,8,8,landingct,NoConsent,2024-07-12 17:29:04.029743,1,,,0.0,9,,0.0,0.0,1,1,1,200,105,29,1,1,200,105,29,0,1,1,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
10,605xfquz,66743dec637dbe2f99b909cd,0,8,8,landingct,NoConsent,2024-07-12 17:29:07.197327,1,,,0.0,10,,0.0,0.0,1,2,2,210,110,14,2,2,200,110,29,3,2,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
11,jhouj9wf,6680b99725961403f1c3ee3a,0,8,8,landingct,NoConsent,2024-07-12 17:29:05.731485,1,,,0.0,11,,0.0,0.0,1,2,2,210,110,14,2,1,210,110,14,4,2,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
12,wlxpsar8,6675ebfe4ca3bfdd2a986877,0,8,8,landingct,NoConsent,2024-07-12 17:29:07.559721,1,,,0.0,12,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,29,4,2,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
13,fnsmoeat,65d563ecf8df20ade2f17888,0,8,8,landingct,NoConsent,2024-07-12 17:29:07.919546,1,,,0.0,13,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,29,4,2,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
14,9gb5aotc,66857cc20736230620552dbc,0,8,8,landingct,NoConsent,2024-07-12 17:29:07.952921,1,,,0.0,14,,0.0,0.0,1,2,2,210,110,14,2,2,210,100,29,3,2,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
15,3sy0psz8,667d74171320d730b5c3f411,0,8,8,landingct,NoConsent,2024-07-12 17:29:08.456634,1,,,0.0,15,,0.0,0.0,1,,,,,,,,,,,0,0,1,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
16,gm74xmtx,6625c9127eee9a3639d7e1af,0,8,8,landingct,NoConsent,2024-07-12 17:29:09.101536,1,,,0.0,16,,0.0,0.0,1,2,2,210,110,14,2,2,200,100,29,2,2,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
17,wkh43z11,60c12fe6ca8c4aa6d0185190,0,8,8,landingct,NoConsent,2024-07-12 17:29:10.310756,1,,,0.0,17,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,14,5,1,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
18,r8bfpfqa,666228f8860c05fcca83ab1e,0,8,8,landingct,NoConsent,2024-07-12 17:29:10.767413,1,,,0.0,18,,0.0,0.0,1,2,2,210,110,14,1,2,210,110,14,4,2,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
19,bsg8585k,5de260b9553cee28d97b058d,0,8,8,landingct,NoConsent,2024-07-12 17:29:12.743227,1,,,0.0,19,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,14,5,1,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
20,ybzkpppk,66478f227d798174d213c66e,0,8,8,landingct,NoConsent,2024-07-12 17:29:14.924197,1,,,0.0,20,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
21,tz7tpthr,66467f5703bc98ffca9a248c,0,8,8,landingct,NoConsent,2024-07-12 17:29:38.983701,1,,,0.0,21,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,14,5,1,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
22,uhndkklb,663ab8a4d5bff4596f9a9de7,0,8,8,landingct,NoConsent,2024-07-12 17:30:04.962086,1,,,0.0,22,,0.0,0.0,1,2,2,210,110,14,1,2,200,105,14,2,2,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
23,h7r3mmzz,667d4f099343ca5b26b2932a,0,8,8,landingct,NoConsent,2024-07-12 17:30:23.677140,1,,,0.0,23,,0.0,0.0,1,2,2,210,110,14,1,2,210,110,14,4,2,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
24,lls64qfe,8w4eyts6_80C,0,8,8,landingct,NoConsent,2024-07-12 17:30:25.340258,1,,,0.0,24,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,14,5,1,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
25,29e0t5ox,6668b7620adc0e65f62c79d5,0,8,8,landingct,NoConsent,2024-07-12 17:30:31.560393,1,,,0.0,25,,0.0,0.0,1,2,2,210,110,14,2,2,200,110,14,4,2,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
26,navfj3vn,6637c7d9fc91cd7d5c8b0d49,0,8,8,landingct,NoConsent,2024-07-12 17:30:40.406482,1,,,0.0,26,,0.0,0.0,1,2,2,210,110,14,2,2,210,105,14,4,2,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
27,muqozdwi,60c3ba02dfcf64dbe7ae0396,0,8,8,landingct,NoConsent,2024-07-12 17:34:31.280620,1,,,0.0,27,,0.0,0.0,1,2,2,210,110,14,2,1,210,105,14,3,3,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
28,is9f6a17,8w4eyts6_17C,0,8,8,landingct,NoConsent,2024-07-12 17:34:51.864014,1,,,0.0,28,,0.0,0.0,1,2,2,210,110,14,1,2,210,114,14,3,2,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
29,bda4oksi,8w4eyts6_01G,0,8,8,landingct,NoConsent,2024-07-12 17:36:00.722680,1,,,0.0,29,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
30,okpgabir,8w4eyts6_34J,0,8,8,landingct,NoConsent,2024-07-12 17:36:00.735719,1,,,0.0,30,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
31,8kbhgm79,8w4eyts6_65B,0,8,8,landingct,NoConsent,2024-07-12 17:36:00.747986,1,,,0.0,31,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
32,4iq2wvox,8w4eyts6_32T,0,8,8,landingct,NoConsent,2024-07-12 17:36:00.759846,1,,,0.0,32,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
33,8acv5zp7,8w4eyts6_26U,0,8,8,landingct,NoConsent,2024-07-12 17:36:00.771877,1,,,0.0,33,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
34,1pjwg9ym,8w4eyts6_66M,0,8,8,landingct,NoConsent,2024-07-12 17:36:00.783617,1,,,0.0,34,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
35,0ccyskdr,8w4eyts6_25S,0,8,8,landingct,NoConsent,2024-07-12 17:36:00.796463,1,,,0.0,35,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,8w4eyts6,2024-07-12,,,Landing Page,0
