EDA,Sample,Timestamp,Time,1712256987
0,0,1712256987.00,13:56:27.00,4
0.070427,1,1712256987.25,13:56:27.25,
0.111402,2,1712256987.50,13:56:27.50,
0.110122,1,1712256987.25,13:56:27.25,
0.111402,2,1712256987.50,13:56:27.50,
0.111402,3,1712256987.75,13:56:27.75,
0.111402,2,1712256987.50,13:56:27.50,
0.112682,3,1712256987.75,13:56:27.75,
0.111402,4,1712256988.00,13:56:28.00,
0.110122,3,1712256987.75,13:56:27.75,
0.110122,4,1712256988.00,13:56:28.00,
0.111402,5,1712256988.25,13:56:28.25,
0.110122,4,1712256988.00,13:56:28.00,
0.108841,5,1712256988.25,13:56:28.25,
0.110122,6,1712256988.50,13:56:28.50,
0.108841,5,1712256988.25,13:56:28.25,
0.108841,6,1712256988.50,13:56:28.50,
0.10628,7,1712256988.75,13:56:28.75,
0.10628,6,1712256988.50,13:56:28.50,
0.10628,7,1712256988.75,13:56:28.75,
0.107561,8,1712256989.00,13:56:29.00,
0.105,7,1712256988.75,13:56:28.75,
0.103719,8,1712256989.00,13:56:29.00,
0.105,9,1712256989.25,13:56:29.25,
0.103719,8,1712256989.00,13:56:29.00,
0.10628,9,1712256989.25,13:56:29.25,
0.107561,10,1712256989.50,13:56:29.50,
0.103719,9,1712256989.25,13:56:29.25,
0.102439,10,1712256989.50,13:56:29.50,
0.102439,11,1712256989.75,13:56:29.75,
0.103719,10,1712256989.50,13:56:29.50,
0.103719,11,1712256989.75,13:56:29.75,
0.102439,12,1712256990.00,13:56:30.00,
0.102439,11,1712256989.75,13:56:29.75,
0.103719,12,1712256990.00,13:56:30.00,
0.102439,13,1712256990.25,13:56:30.25,
0.102439,12,1712256990.00,13:56:30.00,
0.102439,13,1712256990.25,13:56:30.25,
0.102439,14,1712256990.50,13:56:30.50,
0.102439,13,1712256990.25,13:56:30.25,
0.101158,14,1712256990.50,13:56:30.50,
0.101158,15,1712256990.75,13:56:30.75,
0.099878,14,1712256990.50,13:56:30.50,
0.099878,15,1712256990.75,13:56:30.75,
0.102439,16,1712256991.00,13:56:31.00,
0.101158,15,1712256990.75,13:56:30.75,
0.101158,16,1712256991.00,13:56:31.00,
0.101158,17,1712256991.25,13:56:31.25,
0.107561,16,1712256991.00,13:56:31.00,
0.101158,17,1712256991.25,13:56:31.25,
0.102439,18,1712256991.50,13:56:31.50,
0.102439,17,1712256991.25,13:56:31.25,
0.101158,18,1712256991.50,13:56:31.50,
0.101158,19,1712256991.75,13:56:31.75,
0.099878,18,1712256991.50,13:56:31.50,
0.101158,19,1712256991.75,13:56:31.75,
0.102439,20,1712256992.00,13:56:32.00,
0.101158,19,1712256991.75,13:56:31.75,
0.099878,20,1712256992.00,13:56:32.00,
0.10628,21,1712256992.25,13:56:32.25,
0.102439,20,1712256992.00,13:56:32.00,
0.101158,21,1712256992.25,13:56:32.25,
0.101158,22,1712256992.50,13:56:32.50,
0.101158,21,1712256992.25,13:56:32.25,
0.102439,22,1712256992.50,13:56:32.50,
0.101158,23,1712256992.75,13:56:32.75,
0.101158,22,1712256992.50,13:56:32.50,
0.102439,23,1712256992.75,13:56:32.75,
0.102439,24,1712256993.00,13:56:33.00,
0.103719,23,1712256992.75,13:56:32.75,
0.101158,24,1712256993.00,13:56:33.00,
0.102439,25,1712256993.25,13:56:33.25,
0.102439,24,1712256993.00,13:56:33.00,
0.101158,25,1712256993.25,13:56:33.25,
0.102439,26,1712256993.50,13:56:33.50,
0.102439,25,1712256993.25,13:56:33.25,
0.099878,26,1712256993.50,13:56:33.50,
0.101158,27,1712256993.75,13:56:33.75,
0.101158,26,1712256993.50,13:56:33.50,
0.102439,27,1712256993.75,13:56:33.75,
0.102439,28,1712256994.00,13:56:34.00,
0.101158,27,1712256993.75,13:56:33.75,
0.101158,28,1712256994.00,13:56:34.00,
0.102439,29,1712256994.25,13:56:34.25,
0.099878,28,1712256994.00,13:56:34.00,
0.102439,29,1712256994.25,13:56:34.25,
0.101158,30,1712256994.50,13:56:34.50,
0.102439,29,1712256994.25,13:56:34.25,
0.102439,30,1712256994.50,13:56:34.50,
0.101158,31,1712256994.75,13:56:34.75,
0.101158,30,1712256994.50,13:56:34.50,
0.103719,31,1712256994.75,13:56:34.75,
0.102439,32,1712256995.00,13:56:35.00,
0.102439,31,1712256994.75,13:56:34.75,
0.102439,32,1712256995.00,13:56:35.00,
0.103719,33,1712256995.25,13:56:35.25,
0.102439,32,1712256995.00,13:56:35.00,
0.103719,33,1712256995.25,13:56:35.25,
0.102439,34,1712256995.50,13:56:35.50,
0.103719,33,1712256995.25,13:56:35.25,
0.102439,34,1712256995.50,13:56:35.50,
0.102439,35,1712256995.75,13:56:35.75,
0.102439,34,1712256995.50,13:56:35.50,
0.103719,35,1712256995.75,13:56:35.75,
0.103719,36,1712256996.00,13:56:36.00,
0.102439,35,1712256995.75,13:56:35.75,
0.102439,36,1712256996.00,13:56:36.00,
0.102439,37,1712256996.25,13:56:36.25,
0.102439,36,1712256996.00,13:56:36.00,
0.102439,37,1712256996.25,13:56:36.25,
0.103719,38,1712256996.50,13:56:36.50,
0.101158,37,1712256996.25,13:56:36.25,
0.101158,38,1712256996.50,13:56:36.50,
0.103719,39,1712256996.75,13:56:36.75,
0.102439,38,1712256996.50,13:56:36.50,
0.103719,39,1712256996.75,13:56:36.75,
0.102439,40,1712256997.00,13:56:37.00,
0.101158,39,1712256996.75,13:56:36.75,
0.102439,40,1712256997.00,13:56:37.00,
0.101158,41,1712256997.25,13:56:37.25,
0.101158,40,1712256997.00,13:56:37.00,
0.101158,41,1712256997.25,13:56:37.25,
0.101158,42,1712256997.50,13:56:37.50,
0.103719,41,1712256997.25,13:56:37.25,
0.102439,42,1712256997.50,13:56:37.50,
0.101158,43,1712256997.75,13:56:37.75,
0.102439,42,1712256997.50,13:56:37.50,
0.101158,43,1712256997.75,13:56:37.75,
0.102439,44,1712256998.00,13:56:38.00,
0.102439,43,1712256997.75,13:56:37.75,
0.102439,44,1712256998.00,13:56:38.00,
0.101158,45,1712256998.25,13:56:38.25,
0.101158,44,1712256998.00,13:56:38.00,
0.102439,45,1712256998.25,13:56:38.25,
0.103719,46,1712256998.50,13:56:38.50,
0.102439,45,1712256998.25,13:56:38.25,
0.103719,46,1712256998.50,13:56:38.50,
0.103719,47,1712256998.75,13:56:38.75,
0.102439,46,1712256998.50,13:56:38.50,
0.102439,47,1712256998.75,13:56:38.75,
0.102439,48,1712256999.00,13:56:39.00,
0.103719,47,1712256998.75,13:56:38.75,
0.102439,48,1712256999.00,13:56:39.00,
0.103719,49,1712256999.25,13:56:39.25,
0.103719,48,1712256999.00,13:56:39.00,
0.103719,49,1712256999.25,13:56:39.25,
0.102439,50,1712256999.50,13:56:39.50,
0.103719,49,1712256999.25,13:56:39.25,
0.103719,50,1712256999.50,13:56:39.50,
0.102439,51,1712256999.75,13:56:39.75,
0.101158,50,1712256999.50,13:56:39.50,
0.102439,51,1712256999.75,13:56:39.75,
0.103719,52,1712257000.00,13:56:40.00,
0.102439,51,1712256999.75,13:56:39.75,
0.103719,52,1712257000.00,13:56:40.00,
0.105,53,1712257000.25,13:56:40.25,
0.102439,52,1712257000.00,13:56:40.00,
0.103719,53,1712257000.25,13:56:40.25,
0.103719,54,1712257000.50,13:56:40.50,
0.103719,53,1712257000.25,13:56:40.25,
0.103719,54,1712257000.50,13:56:40.50,
0.103719,55,1712257000.75,13:56:40.75,
0.103719,54,1712257000.50,13:56:40.50,
0.102439,55,1712257000.75,13:56:40.75,
0.105,56,1712257001.00,13:56:41.00,
0.103719,55,1712257000.75,13:56:40.75,
0.103719,56,1712257001.00,13:56:41.00,
0.103719,57,1712257001.25,13:56:41.25,
0.103719,56,1712257001.00,13:56:41.00,
0.103719,57,1712257001.25,13:56:41.25,
0.103719,58,1712257001.50,13:56:41.50,
0.105,57,1712257001.25,13:56:41.25,
0.105,58,1712257001.50,13:56:41.50,
0.103719,59,1712257001.75,13:56:41.75,
0.105,58,1712257001.50,13:56:41.50,
0.105,59,1712257001.75,13:56:41.75,
0.103719,60,1712257002.00,13:56:42.00,
0.103719,59,1712257001.75,13:56:41.75,
0.103719,60,1712257002.00,13:56:42.00,
0.105,61,1712257002.25,13:56:42.25,
0.107561,60,1712257002.00,13:56:42.00,
0.105,61,1712257002.25,13:56:42.25,
0.105,62,1712257002.50,13:56:42.50,
0.103719,61,1712257002.25,13:56:42.25,
0.103719,62,1712257002.50,13:56:42.50,
0.105,63,1712257002.75,13:56:42.75,
0.102439,62,1712257002.50,13:56:42.50,
0.102439,63,1712257002.75,13:56:42.75,
0.103719,64,1712257003.00,13:56:43.00,
0.103719,63,1712257002.75,13:56:42.75,
0.105,64,1712257003.00,13:56:43.00,
0.103719,65,1712257003.25,13:56:43.25,
0.102439,64,1712257003.00,13:56:43.00,
0.103719,65,1712257003.25,13:56:43.25,
0.102439,66,1712257003.50,13:56:43.50,
0.103719,65,1712257003.25,13:56:43.25,
0.103719,66,1712257003.50,13:56:43.50,
0.105,67,1712257003.75,13:56:43.75,
0.103719,66,1712257003.50,13:56:43.50,
0.102439,67,1712257003.75,13:56:43.75,
0.103719,68,1712257004.00,13:56:44.00,
0.105,67,1712257003.75,13:56:43.75,
0.102439,68,1712257004.00,13:56:44.00,
0.102439,69,1712257004.25,13:56:44.25,
0.102439,68,1712257004.00,13:56:44.00,
0.102439,69,1712257004.25,13:56:44.25,
0.103719,70,1712257004.50,13:56:44.50,
0.105,69,1712257004.25,13:56:44.25,
0.105,70,1712257004.50,13:56:44.50,
0.103719,71,1712257004.75,13:56:44.75,
0.105,70,1712257004.50,13:56:44.50,
0.103719,71,1712257004.75,13:56:44.75,
0.105,72,1712257005.00,13:56:45.00,
0.103719,71,1712257004.75,13:56:44.75,
0.105,72,1712257005.00,13:56:45.00,
0.105,73,1712257005.25,13:56:45.25,
0.105,72,1712257005.00,13:56:45.00,
0.103719,73,1712257005.25,13:56:45.25,
0.105,74,1712257005.50,13:56:45.50,
0.103719,73,1712257005.25,13:56:45.25,
0.103719,74,1712257005.50,13:56:45.50,
0.103719,75,1712257005.75,13:56:45.75,
0.103719,74,1712257005.50,13:56:45.50,
0.10628,75,1712257005.75,13:56:45.75,
0.103719,76,1712257006.00,13:56:46.00,
0.103719,75,1712257005.75,13:56:45.75,
0.105,76,1712257006.00,13:56:46.00,
0.103719,77,1712257006.25,13:56:46.25,
0.103719,76,1712257006.00,13:56:46.00,
0.105,77,1712257006.25,13:56:46.25,
0.103719,78,1712257006.50,13:56:46.50,
0.105,77,1712257006.25,13:56:46.25,
0.103719,78,1712257006.50,13:56:46.50,
0.105,79,1712257006.75,13:56:46.75,
0.105,78,1712257006.50,13:56:46.50,
0.103719,79,1712257006.75,13:56:46.75,
0.105,80,1712257007.00,13:56:47.00,
0.103719,79,1712257006.75,13:56:46.75,
0.103719,80,1712257007.00,13:56:47.00,
0.103719,81,1712257007.25,13:56:47.25,
0.105,80,1712257007.00,13:56:47.00,
0.105,81,1712257007.25,13:56:47.25,
0.103719,82,1712257007.50,13:56:47.50,
0.102439,81,1712257007.25,13:56:47.25,
0.102439,82,1712257007.50,13:56:47.50,
0.105,83,1712257007.75,13:56:47.75,
0.103719,82,1712257007.50,13:56:47.50,
0.105,83,1712257007.75,13:56:47.75,
0.105,84,1712257008.00,13:56:48.00,
0.105,83,1712257007.75,13:56:47.75,
0.103719,84,1712257008.00,13:56:48.00,
0.103719,85,1712257008.25,13:56:48.25,
0.105,84,1712257008.00,13:56:48.00,
0.103719,85,1712257008.25,13:56:48.25,
0.103719,86,1712257008.50,13:56:48.50,
0.105,85,1712257008.25,13:56:48.25,
0.105,86,1712257008.50,13:56:48.50,
0.10628,87,1712257008.75,13:56:48.75,
0.105,86,1712257008.50,13:56:48.50,
0.105,87,1712257008.75,13:56:48.75,
0.10628,88,1712257009.00,13:56:49.00,
0.105,87,1712257008.75,13:56:48.75,
0.10628,88,1712257009.00,13:56:49.00,
0.105,89,1712257009.25,13:56:49.25,
0.105,88,1712257009.00,13:56:49.00,
0.10628,89,1712257009.25,13:56:49.25,
0.105,90,1712257009.50,13:56:49.50,
0.105,89,1712257009.25,13:56:49.25,
0.10628,90,1712257009.50,13:56:49.50,
0.105,91,1712257009.75,13:56:49.75,
0.105,90,1712257009.50,13:56:49.50,
0.105,91,1712257009.75,13:56:49.75,
0.105,92,1712257010.00,13:56:50.00,
0.10628,91,1712257009.75,13:56:49.75,
0.103719,92,1712257010.00,13:56:50.00,
0.10628,93,1712257010.25,13:56:50.25,
0.10628,92,1712257010.00,13:56:50.00,
0.105,93,1712257010.25,13:56:50.25,
0.105,94,1712257010.50,13:56:50.50,
0.10628,93,1712257010.25,13:56:50.25,
0.10628,94,1712257010.50,13:56:50.50,
0.10628,95,1712257010.75,13:56:50.75,
0.10628,94,1712257010.50,13:56:50.50,
0.105,95,1712257010.75,13:56:50.75,
0.105,96,1712257011.00,13:56:51.00,
0.107561,95,1712257010.75,13:56:50.75,
0.107561,96,1712257011.00,13:56:51.00,
0.105,97,1712257011.25,13:56:51.25,
0.105,96,1712257011.00,13:56:51.00,
0.10628,97,1712257011.25,13:56:51.25,
0.10628,98,1712257011.50,13:56:51.50,
0.10628,97,1712257011.25,13:56:51.25,
0.103719,98,1712257011.50,13:56:51.50,
0.10628,99,1712257011.75,13:56:51.75,
0.105,98,1712257011.50,13:56:51.50,
0.105,99,1712257011.75,13:56:51.75,
0.10628,100,1712257012.00,13:56:52.00,
0.107561,99,1712257011.75,13:56:51.75,
0.10628,100,1712257012.00,13:56:52.00,
0.107561,101,1712257012.25,13:56:52.25,
0.107561,100,1712257012.00,13:56:52.00,
0.105,101,1712257012.25,13:56:52.25,
0.10628,102,1712257012.50,13:56:52.50,
0.10628,101,1712257012.25,13:56:52.25,
0.105,102,1712257012.50,13:56:52.50,
0.10628,103,1712257012.75,13:56:52.75,
0.107561,102,1712257012.50,13:56:52.50,
0.105,103,1712257012.75,13:56:52.75,
0.10628,104,1712257013.00,13:56:53.00,
0.107561,103,1712257012.75,13:56:52.75,
0.105,104,1712257013.00,13:56:53.00,
0.10628,105,1712257013.25,13:56:53.25,
0.10628,104,1712257013.00,13:56:53.00,
0.10628,105,1712257013.25,13:56:53.25,
0.105,106,1712257013.50,13:56:53.50,
0.105,105,1712257013.25,13:56:53.25,
0.10628,106,1712257013.50,13:56:53.50,
0.107561,107,1712257013.75,13:56:53.75,
0.10628,106,1712257013.50,13:56:53.50,
0.105,107,1712257013.75,13:56:53.75,
0.103719,108,1712257014.00,13:56:54.00,
0.105,107,1712257013.75,13:56:53.75,
0.10628,108,1712257014.00,13:56:54.00,
0.10628,109,1712257014.25,13:56:54.25,
0.105,108,1712257014.00,13:56:54.00,
0.10628,109,1712257014.25,13:56:54.25,
0.107561,110,1712257014.50,13:56:54.50,
0.10628,109,1712257014.25,13:56:54.25,
0.10628,110,1712257014.50,13:56:54.50,
