participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.timeout,player.consent_given,player.quiz_1,player.quiz_2,player.quiz_3,player.quiz_4,player.quiz_5,player.quiz_1_init,player.quiz_2_init,player.quiz_3_init,player.quiz_4_init,player.quiz_5_init,player.quiz_grade,player.quiz_attempt,player.quiz_failed,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,lvbas7hr,d01q58pi_87O,0,8,8,landingct,NoConsent,2024-07-10 17:22:00.427577,1,,,0.0,1,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,d01q58pi,2024-07-10,,,Landing Page,0
2,faf0un1o,d01q58pi_34H,0,8,8,landingct,NoConsent,2024-07-10 17:23:50.311564,1,,,0.0,2,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,1,4,2,0,1,1,d01q58pi,2024-07-10,,,Landing Page,0
3,0oi15uir,d01q58pi_91C,0,8,8,landingct,NoConsent,2024-07-10 17:30:16.366276,1,,,0.0,3,,0.0,0.0,1,2,2,210,110,14,2,1,210,110,14,4,2,0,1,1,d01q58pi,2024-07-10,,,Landing Page,0
4,z9b5c209,d01q58pi_79F,0,8,8,landingct,NoConsent,2024-07-10 17:31:00.662814,1,,,0.0,4,,0.0,0.0,1,2,2,210,110,14,2,5,200,100,14,2,3,0,1,1,d01q58pi,2024-07-10,,,Landing Page,0
5,el9ele82,666dbb1357a8cfb6025951df,0,8,8,landingct,NoConsent,2024-07-10 17:31:32.215833,1,,,0.0,5,,0.0,0.0,1,2,2,210,110,14,1,1,210,105,14,2,2,0,1,1,d01q58pi,2024-07-10,,,Landing Page,0
6,p5g69c8m,6674d3e9992c153b1f2f0632,0,8,8,landingct,NoConsent,2024-07-10 17:31:36.836164,1,,,0.0,6,,0.0,0.0,1,,,,,,,,,,,0,0,1,1,1,d01q58pi,2024-07-10,,,Landing Page,0
7,rkgtr7po,668a2372b4438a45e1040399,0,8,8,landingct,NoConsent,2024-07-10 17:32:11.747205,1,,,0.0,7,,0.0,0.0,1,2,2,210,110,14,2,1,210,110,14,4,2,0,1,1,d01q58pi,2024-07-10,,,Landing Page,0
8,lkrhekp2,5b9c2c816f92f30001ecce7a,0,8,8,landingct,NoConsent,2024-07-10 17:32:12.879315,1,,,0.0,8,,0.0,0.0,1,2,2,210,110,14,1,2,200,100,14,2,2,0,1,1,d01q58pi,2024-07-10,,,Landing Page,0
9,iq6a9fa9,66613916abcfcbe01b57b32a,0,8,8,landingct,NoConsent,2024-07-10 17:32:21.806564,1,,,0.0,9,,0.0,0.0,1,2,2,210,110,14,2,2,200,100,1,2,2,0,1,1,d01q58pi,2024-07-10,,,Landing Page,0
10,erub9iiz,6634c1d8631a52e31f7bbfd1,0,8,8,landingct,NoConsent,2024-07-10 17:32:23.714518,1,,,0.0,10,,0.0,0.0,1,2,2,210,110,14,1,2,210,105,14,3,2,0,1,1,d01q58pi,2024-07-10,,,Landing Page,0
11,qzcgqd9i,66799662d6513151e840c6af,0,8,8,landingct,NoConsent,2024-07-10 17:32:24.193101,1,,,0.0,11,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,14,5,1,0,1,1,d01q58pi,2024-07-10,,,Landing Page,0
12,zp5txlj3,6018a5c0e1600b187ccb8693,0,8,8,landingct,NoConsent,2024-07-10 17:32:24.713146,1,,,0.0,12,,0.0,0.0,1,2,2,210,110,14,1,2,200,105,29,1,6,0,1,1,d01q58pi,2024-07-10,,,Landing Page,0
13,akh9kjw6,5b07b71c68eff50001d1c859,0,8,8,landingct,NoConsent,2024-07-10 17:32:31.522426,1,,,0.0,13,,0.0,0.0,1,2,2,210,110,14,2,1,210,110,14,4,2,0,1,1,d01q58pi,2024-07-10,,,Landing Page,0
14,q5pfmm5d,5cf5ea4dea7a80000156520e,0,8,8,landingct,NoConsent,2024-07-10 17:32:34.061709,1,,,0.0,14,,0.0,0.0,1,2,2,210,110,14,1,2,210,110,14,4,3,0,1,1,d01q58pi,2024-07-10,,,Landing Page,0
15,o2r9q250,6674967028c3e0b548772c94,0,8,8,landingct,NoConsent,2024-07-10 17:32:36.977230,1,,,0.0,15,,0.0,0.0,1,2,2,210,110,14,2,4,,105,29,1,5,0,1,1,d01q58pi,2024-07-10,,,Landing Page,0
