session,participant,part_label,clicked_button,market_bonus,forecast_bonus,risk_bonus,quiz_bonus,total_bonus,showup,total_payment
m48xf7cp,0vxl0bej,6634c1d8631a52e31f7bbfd1,1,5.25,0.04,1.02,0.75,7.06,12.0,19.06
m48xf7cp,spvmyc82,5f2a12f5837dd81e5881b7cc,1,0.0,0.0,0.0,0.0,0.0,12.0,12.0
m48xf7cp,9hh43y0z,6018a5c0e1600b187ccb8693,1,1.93,0.04,1.82,0.25,4.04,12.0,16.04
m48xf7cp,hn631rka,66613916abcfcbe01b57b32a,1,2.4,0.0,0.7,0.5,3.6,12.0,15.6
m48xf7cp,47e0nueo,66413412d9d93d6b67936792,1,1.15,0.01,0.13,0.5,1.79,12.0,13.79
m48xf7cp,279zz30o,6679e88eb948e8a4b08a39fb,1,4.88,0.0,0.7,1.0,6.58,12.0,18.58
m48xf7cp,dt1g0dpm,666dbb1357a8cfb6025951df,1,3.79,0.01,0.93,0.5,5.23,12.0,17.23
m48xf7cp,wq7nith2,66799662d6513151e840c6af,1,4.37,0.01,0.83,1.25,6.46,12.0,18.46
m48xf7cp,5ikkt0nq,5b07b71c68eff50001d1c859,1,2.25,0.0,1.9,1.0,5.15,12.0,17.15
m48xf7cp,3u9kzp9m,668a2372b4438a45e1040399,1,7.08,0.03,0.95,1.0,9.06,12.0,21.06
m48xf7cp,p3hv4xe2,62a0b34cbcc5987a8fa73c39,1,4.77,0.04,0.72,1.0,6.53,12.0,18.53
m48xf7cp,ykegn3dq,666b01e50f90e4a24a5b5ea3,1,4.9,0.01,1.75,0.75,7.41,12.0,19.41
m48xf7cp,5k4zvadr,5b9c2c816f92f30001ecce7a,1,3.32,0.01,1.05,0.5,4.88,12.0,16.88
m48xf7cp,kn4hr3wv,662f93c33fe9ba41a6319363,1,0.0,0.0,0.0,0.0,0.0,12.0,12.0
m48xf7cp,08wuj9yp,d01q58pi_79F,1,3.71,0.01,1.1,0.5,5.32,12.0,17.32
m48xf7cp,tczpocyu,d01q58pi_28S,1,1.46,0.06,0.72,0.5,2.74,12.0,14.74
m48xf7cp,82cjfk8s,5cf5ea4dea7a80000156520e,1,1.64,0.01,0.83,1.0,3.48,12.0,15.48
m48xf7cp,fc7uqw0r,5fb5ef0ab61b9e02d5752768,1,2.41,0.0,0.13,0.25,2.79,12.0,14.79
m48xf7cp,918ynme0,65e85fa344091288e6f10cd7,1,3.52,0.0,0.7,0.75,4.97,12.0,16.97
m48xf7cp,wtt5nhxa,d01q58pi_34H,1,3.38,0.03,0.95,1.0,5.36,12.0,17.36
m48xf7cp,0c5d8uz8,d01q58pi_91C,1,0.0,0.0,0.0,0.0,0.0,12.0,12.0
m48xf7cp,vmtij6qz,6674967028c3e0b548772c94,1,0.0,0.0,0.0,0.0,0.0,12.0,12.0
m48xf7cp,ia0myt66,590eb4006d77630001d3a28a,1,1.31,0.0,0.15,0.25,1.71,12.0,13.71
m48xf7cp,0impsgas,m48xf7cp_14I,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
m48xf7cp,6bz6ubpi,m48xf7cp_71Q,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
m48xf7cp,8r6q564i,m48xf7cp_37J,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
m48xf7cp,c56jm8cp,m48xf7cp_20Y,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
m48xf7cp,9btjtq9a,m48xf7cp_15V,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
m48xf7cp,bf2q4ut0,m48xf7cp_11J,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
m48xf7cp,ifsltk1j,m48xf7cp_71S,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
