participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.cash,player.shares,player.periods_until_auto_buy,player.periods_until_auto_sell,player.shares_transacted,player.trans_cost,player.cash_after_trade,player.interest_earned,player.dividend_earned,player.cash_result,player.shares_result,player.f0,player.f1,player.f2,player.f3,player.forecast_error,player.forecast_reward,player.risk,player.risk_1,player.risk_2,player.risk_3,player.risk_4,group.id_in_subsession,group.price,group.volume,group.dividend,group.float,group.short,group.is_practice,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,ul125qb1,86T,0,568,569,payment,FinalResultsPage,2023-11-30 22:32:38.236041,1,,,900.0,1,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,15,16,17,18,1.0,5.0,0,,0,1,0,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
2,vvh5zace,04R,0,568,569,payment,FinalResultsPage,2023-11-30 22:35:13.691747,1,,,1100.0,2,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,18,20,29,19,4.0,0.0,1,0,0,0,1,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
3,olfsersm,75K,0,568,569,payment,FinalResultsPage,2023-11-30 22:36:59.706822,1,,,700.0,3,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
4,ra4b7tia,14L,0,568,569,payment,FinalResultsPage,2023-11-30 22:47:52.834356,1,,,900.0,4,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,14,14,14,14,0.0,5.0,0,,0,1,0,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
5,rp6hi2rs,61K,0,568,569,payment,FinalResultsPage,2023-11-30 22:48:34.830382,1,,,400.0,5,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,15,18,18,,1.0,5.0,1,,,0,1,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
6,o6s6ayqu,30G,0,568,569,payment,FinalResultsPage,2023-11-30 22:48:45.211953,1,,,400.0,6,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,20,32,40,30,6.0,0.0,,,0,0,,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
7,s2q0vx6j,81K,0,568,569,payment,FinalResultsPage,2023-11-30 22:50:05.698983,1,,,1000.0,7,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,16,23,28,32,2.0,5.0,0,,,,0,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
8,oftgfyb8,85E,0,569,569,payment,NonParticipantPage,2023-11-30 22:51:19.562214,1,,,0.0,8,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
9,kcyc8zd3,25C,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.385168,1,,,0.0,9,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
10,wrwz0jvk,22E,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.393336,1,,,0.0,10,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
11,8g1at9po,75Q,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.399807,1,,,0.0,11,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
12,x8369xmh,68X,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.407535,1,,,0.0,12,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
13,vefpzsbo,28Q,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.413875,1,,,0.0,13,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
14,j4qgnvj9,59H,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.419738,1,,,0.0,14,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
15,5plzzqu9,91A,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.425749,1,,,0.0,15,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
16,em4tq056,30F,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.431578,1,,,0.0,16,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
17,qvyjpdow,78P,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.438770,1,,,0.0,17,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
18,0oggfqet,83Z,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.445441,1,,,0.0,18,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
19,uh4043bl,77H,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.451345,1,,,0.0,19,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
20,2k0xpy93,99Z,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.457299,1,,,0.0,20,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,1,bt6k6rqp,Pilot 11/30,,,,0
1,ul125qb1,86T,0,568,569,payment,FinalResultsPage,2023-11-30 22:32:38.236041,1,,,900.0,1,,0.0,109.0,4,-99,-99,0,0.0,109.0,5.45,4.0,118.45,4,13,14,14,14,1.0,5.0,1,0,0,1,1,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
2,vvh5zace,04R,0,568,569,payment,FinalResultsPage,2023-11-30 22:35:13.691747,1,,,1100.0,2,,0.0,109.0,4,-99,-99,0,0.0,109.0,5.45,4.0,118.45,4,9,17,24,11,5.0,0.0,1,0,0,1,1,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
3,olfsersm,75K,0,568,569,payment,FinalResultsPage,2023-11-30 22:36:59.706822,1,,,700.0,3,,0.0,109.0,4,-99,-99,0,0.0,109.0,5.45,4.0,118.45,4,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
4,ra4b7tia,14L,0,568,569,payment,FinalResultsPage,2023-11-30 22:47:52.834356,1,,,900.0,4,,0.0,109.0,4,-99,-99,0,0.0,109.0,5.45,4.0,118.45,4,14,14,,,0.0,5.0,0,,1,,0,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
5,rp6hi2rs,61K,0,568,569,payment,FinalResultsPage,2023-11-30 22:48:34.830382,1,,,400.0,5,,0.0,109.0,4,-99,-99,0,0.0,109.0,5.45,4.0,118.45,4,,18,19,16,,0.0,1,0,1,1,1,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
6,o6s6ayqu,30G,0,568,569,payment,FinalResultsPage,2023-11-30 22:48:45.211953,1,,,400.0,6,,0.0,109.0,4,-99,-99,0,0.0,109.0,5.45,4.0,118.45,4,20,23,24,19,6.0,0.0,1,,0,0,1,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
7,s2q0vx6j,81K,0,568,569,payment,FinalResultsPage,2023-11-30 22:50:05.698983,1,,,1000.0,7,,0.0,109.0,4,-99,-99,0,0.0,109.0,5.45,4.0,118.45,4,16,18,21,21,2.0,5.0,,,0,0,,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
8,oftgfyb8,85E,0,569,569,payment,NonParticipantPage,2023-11-30 22:51:19.562214,1,,,0.0,8,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
9,kcyc8zd3,25C,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.385168,1,,,0.0,9,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
10,wrwz0jvk,22E,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.393336,1,,,0.0,10,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
11,8g1at9po,75Q,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.399807,1,,,0.0,11,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
12,x8369xmh,68X,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.407535,1,,,0.0,12,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
13,vefpzsbo,28Q,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.413875,1,,,0.0,13,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
14,j4qgnvj9,59H,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.419738,1,,,0.0,14,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
15,5plzzqu9,91A,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.425749,1,,,0.0,15,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
16,em4tq056,30F,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.431578,1,,,0.0,16,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
17,qvyjpdow,78P,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.438770,1,,,0.0,17,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
18,0oggfqet,83Z,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.445441,1,,,0.0,18,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
19,uh4043bl,77H,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.451345,1,,,0.0,19,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
20,2k0xpy93,99Z,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.457299,1,,,0.0,20,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,14.0,0,1.0,28,0,1,2,bt6k6rqp,Pilot 11/30,,,,0
1,ul125qb1,86T,0,568,569,payment,FinalResultsPage,2023-11-30 22:32:38.236041,1,,,900.0,1,,0.0,118.45,4,-99,-99,0,0.0,118.45,5.92,4.0,128.37,4,14,15,15,15,2.0,5.0,1,0,0,0,1,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
2,vvh5zace,04R,0,568,569,payment,FinalResultsPage,2023-11-30 22:35:13.691747,1,,,1100.0,2,,0.0,118.45,4,-99,-99,0,0.0,118.45,5.92,4.0,128.37,4,14,15,12,16,2.0,5.0,1,0,0,0,1,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
3,olfsersm,75K,0,568,569,payment,FinalResultsPage,2023-11-30 22:36:59.706822,1,,,700.0,3,,0.0,118.45,4,-99,-99,0,0.0,118.45,5.92,4.0,128.37,4,,,,,,0.0,,,,,,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
4,ra4b7tia,14L,0,568,569,payment,FinalResultsPage,2023-11-30 22:47:52.834356,1,,,900.0,4,,0.0,118.45,4,-99,-99,-1,16.0,134.45,6.72,3.0,144.17,3,,,,,,0.0,0,,,1,0,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
5,rp6hi2rs,61K,0,568,569,payment,FinalResultsPage,2023-11-30 22:48:34.830382,1,,,400.0,5,,0.0,118.45,4,-99,-99,0,0.0,118.45,5.92,4.0,128.37,4,,18,30,36,,0.0,,,0,1,,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
6,o6s6ayqu,30G,0,568,569,payment,FinalResultsPage,2023-11-30 22:48:45.211953,1,,,400.0,6,,0.0,118.45,4,-99,-99,1,-16.0,102.45,5.12,5.0,112.57,5,15,17,21,21,1.0,5.0,1,0,0,0,1,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
7,s2q0vx6j,81K,0,568,569,payment,FinalResultsPage,2023-11-30 22:50:05.698983,1,,,1000.0,7,,0.0,118.45,4,-99,-99,0,0.0,118.45,5.92,4.0,128.37,4,,17,17,,,0.0,,0,0,0,,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
8,oftgfyb8,85E,0,569,569,payment,NonParticipantPage,2023-11-30 22:51:19.562214,1,,,0.0,8,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
9,kcyc8zd3,25C,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.385168,1,,,0.0,9,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
10,wrwz0jvk,22E,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.393336,1,,,0.0,10,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
11,8g1at9po,75Q,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.399807,1,,,0.0,11,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
12,x8369xmh,68X,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.407535,1,,,0.0,12,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
13,vefpzsbo,28Q,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.413875,1,,,0.0,13,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
14,j4qgnvj9,59H,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.419738,1,,,0.0,14,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
15,5plzzqu9,91A,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.425749,1,,,0.0,15,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
16,em4tq056,30F,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.431578,1,,,0.0,16,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
17,qvyjpdow,78P,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.438770,1,,,0.0,17,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
18,0oggfqet,83Z,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.445441,1,,,0.0,18,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
19,uh4043bl,77H,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.451345,1,,,0.0,19,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
20,2k0xpy93,99Z,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.457299,1,,,0.0,20,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,16.0,1,1.0,28,0,1,3,bt6k6rqp,Pilot 11/30,,,,0
1,ul125qb1,86T,0,568,569,payment,FinalResultsPage,2023-11-30 22:32:38.236041,1,,,900.0,1,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,15,15,16,17,2.0,5.0,1,0,0,1,1,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
2,vvh5zace,04R,0,568,569,payment,FinalResultsPage,2023-11-30 22:35:13.691747,1,,,1100.0,2,,0.0,100.0,4,-99,-99,2,-34.0,66.0,3.3,6.0,75.3,6,14,17,15,18,3.0,0.0,1,0,0,1,1,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
3,olfsersm,75K,0,568,569,payment,FinalResultsPage,2023-11-30 22:36:59.706822,1,,,700.0,3,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,,,,,,0.0,,,,,,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
4,ra4b7tia,14L,0,568,569,payment,FinalResultsPage,2023-11-30 22:47:52.834356,1,,,900.0,4,,0.0,100.0,4,-99,-99,-1,17.0,117.0,5.85,3.0,125.85,3,,,,,,0.0,1,0,1,0,1,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
5,rp6hi2rs,61K,0,568,569,payment,FinalResultsPage,2023-11-30 22:48:34.830382,1,,,400.0,5,,0.0,100.0,4,-99,-99,-1,17.0,117.0,5.85,3.0,125.85,3,15,18,19,20,2.0,5.0,1,,0,,1,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
6,o6s6ayqu,30G,0,568,569,payment,FinalResultsPage,2023-11-30 22:48:45.211953,1,,,400.0,6,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,17,22,23,24,0.0,5.0,1,0,0,1,1,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
7,s2q0vx6j,81K,0,568,569,payment,FinalResultsPage,2023-11-30 22:50:05.698983,1,,,1000.0,7,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,,16,18,19,,0.0,0,0,0,0,0,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
8,oftgfyb8,85E,0,569,569,payment,NonParticipantPage,2023-11-30 22:51:19.562214,1,,,0.0,8,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
9,kcyc8zd3,25C,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.385168,1,,,0.0,9,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
10,wrwz0jvk,22E,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.393336,1,,,0.0,10,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
11,8g1at9po,75Q,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.399807,1,,,0.0,11,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
12,x8369xmh,68X,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.407535,1,,,0.0,12,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
13,vefpzsbo,28Q,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.413875,1,,,0.0,13,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
14,j4qgnvj9,59H,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.419738,1,,,0.0,14,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
15,5plzzqu9,91A,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.425749,1,,,0.0,15,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
16,em4tq056,30F,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.431578,1,,,0.0,16,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
17,qvyjpdow,78P,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.438770,1,,,0.0,17,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
18,0oggfqet,83Z,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.445441,1,,,0.0,18,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
19,uh4043bl,77H,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.451345,1,,,0.0,19,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
20,2k0xpy93,99Z,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.457299,1,,,0.0,20,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,2,1.0,28,0,0,4,bt6k6rqp,Pilot 11/30,,,,0
1,ul125qb1,86T,0,568,569,payment,FinalResultsPage,2023-11-30 22:32:38.236041,1,,,900.0,1,,0.0,109.0,4,-99,-99,0,0.0,109.0,5.45,1.6,116.05,4,19,19,20,20,2.0,5.0,1,0,0,1,1,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
2,vvh5zace,04R,0,568,569,payment,FinalResultsPage,2023-11-30 22:35:13.691747,1,,,1100.0,2,,0.0,75.3,6,-99,-99,0,0.0,75.3,3.77,2.4,81.47,6,17,17,19,17,0.0,5.0,1,0,0,1,1,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
3,olfsersm,75K,0,568,569,payment,FinalResultsPage,2023-11-30 22:36:59.706822,1,,,700.0,3,,0.0,109.0,4,-99,-99,0,0.0,109.0,5.45,1.6,116.05,4,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
4,ra4b7tia,14L,0,568,569,payment,FinalResultsPage,2023-11-30 22:47:52.834356,1,,,900.0,4,,0.0,125.85,3,-99,-99,0,0.0,125.85,6.29,1.2,133.34,3,17,16,14,,0.0,5.0,1,,0,0,1,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
5,rp6hi2rs,61K,0,568,569,payment,FinalResultsPage,2023-11-30 22:48:34.830382,1,,,400.0,5,,0.0,125.85,3,-99,-99,0,0.0,125.85,6.29,1.2,133.34,3,18,21,24,27,1.0,5.0,1,,0,,1,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
