1710437856.000000, 1710437856.000000, 1710437856.000000
32.000000, 32.000000, 32.000000
-28,16,54
-28,16,55
-28,16,55
-28,16,54
-26,16,55
-27,16,55
-27,16,55
-26,16,55
-27,16,55
-27,16,55
-27,16,55
-27,16,55
-27,16,55
-26,16,55
-26,16,55
-26,16,55
-27,16,55
-27,16,55
-27,16,55
-27,17,55
-27,17,55
-27,17,55
-27,17,55
-27,17,55
-27,17,55
-26,17,55
-26,17,55
-27,17,55
-26,17,55
-26,17,55
-26,17,55
-26,18,55
-26,18,55
-27,17,54
-27,18,55
-27,17,55
-27,18,55
-27,17,55
-27,17,55
-26,17,55
-26,17,55
-26,17,55
-26,17,55
-26,17,55
-26,17,55
-26,17,55
-27,17,55
-26,17,55
-27,17,55
-26,17,55
-27,17,55
-27,17,55
-27,17,55
-27,17,55
-26,17,55
-26,17,55
-26,17,55
-26,17,55
-26,17,55
-26,17,55
-26,17,55
-27,17,55
-27,17,55
-27,17,55
-26,17,55
-26,17,55
-26,17,55
-27,17,55
-26,17,55
-26,17,55
-26,17,55
-26,18,55
-26,17,54
-26,17,55
-27,17,55
-26,17,55
-26,17,55
-26,18,55
-26,17,55
-26,17,55
-26,17,55
-26,17,55
-27,17,55
-27,17,55
-26,17,55
-26,17,55
-26,17,55
-26,17,55
-27,17,54
-27,17,55
-27,17,55
-27,17,55
-27,17,55
-27,17,55
-26,17,55
-26,17,55
-27,17,55
-26,17,55
-26,17,55
-27,17,55
-27,17,55
-27,17,54
-27,17,55
-27,17,54
-27,18,55
-27,18,55
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,54
-28,17,54
-28,17,54
-28,17,54
-28,17,54
-29,17,54
-29,18,54
-29,18,53
-29,18,53
-29,18,53
-29,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,54
-28,18,55
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-28,18,54
-28,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-28,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,55
-27,18,54
-27,18,54
-27,18,55
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,55
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-27,18,55
-27,18,54
-27,18,54
-27,18,54
-27,18,54
-28,18,54
-27,18,55
-28,18,55
-28,18,56
-28,19,55
-30,19,57
-29,20,58
-33,15,62
-47,10,58
-31,10,60
-35,7,51
-35,8,48
-35,6,45
-31,5,44
-35,7,51
-38,8,55
-27,8,56
-26,8,59
-23,7,58
-20,6,57
-21,7,57
-17,10,56
-15,11,56
-17,15,55
-17,15,55
-19,17,61
-18,18,61
-19,17,56
-19,13,59
-18,12,57
-15,10,56
-15,12,58
-14,13,64
-14,10,65
-14,9,62
-14,9,61
-17,10,62
-16,9,61
