session,participant,part_label,clicked_button,market_bonus,forecast_bonus,risk_bonus,quiz_bonus,total_bonus,showup,total_payment
rcnn52km,znth45q9,57c9c13079ad9b0001e416be,1,2.81,0.01,0.7,0.5,4.02,12.0,16.02
rcnn52km,83ebs3c5,66661b4ecaf28b1907679b2c,1,2.27,0.0,1.0,0.5,3.77,12.0,15.77
rcnn52km,z47n4tg8,p8bv6v5g_30X,1,2.46,0.01,0.97,1.0,4.44,12.0,16.44
rcnn52km,l371azit,668a1359a9a5254e57f85222,1,6.43,0.04,0.78,1.25,8.5,12.0,20.5
rcnn52km,1cku4rys,6634fcc04fdb39573179fb61,1,1.67,0.0,1.07,1.25,3.99,12.0,15.99
rcnn52km,pr435rbo,5fba9fdd33207faa35f61df3,1,1.29,0.03,0.7,1.0,3.02,12.0,15.02
rcnn52km,qkw8f5f8,66a52b2a16007982400ebec9,1,1.39,0.03,2.02,0.5,3.94,12.0,15.94
rcnn52km,aodll5ba,p8bv6v5g_66A,1,3.04,0.01,0.9,0.5,4.45,12.0,16.45
rcnn52km,vzetr33b,66587160f8303bc552312f66,1,4.99,0.0,2.02,1.0,8.01,12.0,20.01
rcnn52km,ws7gpie8,p8bv6v5g_32B,1,3.52,0.0,2.02,1.0,6.54,12.0,18.54
rcnn52km,9r9d2ahb,p8bv6v5g_83Z,1,5.78,0.01,0.75,1.0,7.54,12.0,19.54
rcnn52km,x617mfxz,664f721f3d867770251354f6,1,3.66,0.0,0.85,0.75,5.26,12.0,17.26
rcnn52km,40impim3,603c92ad5ed1c29cf04476ca,1,3.79,0.03,0.72,0.5,5.04,12.0,17.04
rcnn52km,y59i7q5a,rcnn52km_72W,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
rcnn52km,bfk54udq,rcnn52km_70X,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
rcnn52km,0siv5a3r,rcnn52km_56P,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
rcnn52km,eg8swrxe,rcnn52km_88V,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
rcnn52km,0u8lzycm,rcnn52km_35E,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
rcnn52km,r0lyz0lk,rcnn52km_19Q,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
rcnn52km,poz32q3x,rcnn52km_52P,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
rcnn52km,28lnym45,rcnn52km_64U,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
rcnn52km,im4m7qwz,rcnn52km_74Y,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
rcnn52km,vdvbuc67,rcnn52km_61B,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
rcnn52km,xtzxx9fl,rcnn52km_46V,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
rcnn52km,uu3bamt7,rcnn52km_67F,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
rcnn52km,g64q096e,rcnn52km_80V,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
rcnn52km,40254vo2,rcnn52km_27H,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
rcnn52km,pb5uo1ed,rcnn52km_01G,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
rcnn52km,0bc1mmt6,rcnn52km_50U,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
rcnn52km,be3ysm5u,rcnn52km_62G,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
