time,value,zscore,tonic,phasic,page,rnd
1719943268.25,29.19,0.13389103760743282,0.14268373809835458,-0.00879270049495132,ConsentWaitPage,-2
1719943268.5,29.19,0.13389103760743282,0.14243756411642816,-0.008546526513059927,ConsentWaitPage,-2
1719943268.75,29.19,0.13389103760743282,0.1421334092184162,-0.008242371615085876,ConsentWaitPage,-2
1719943269.0,29.19,0.13389103760743282,0.14177561489341345,-0.007884577290123524,ConsentWaitPage,-2
1719943269.25,29.19,0.13389103760743282,0.1413695587514338,-0.0074785211481861145,ConsentWaitPage,-2
1719943269.5,29.19,0.13389103760743282,0.1409215360671501,-0.007030498463945758,ConsentWaitPage,-2
1719943269.75,29.19,0.13389103760743282,0.1404386240851054,-0.006547586481944406,ConsentWaitPage,-2
1719943270.0,29.21,0.1503762139464214,0.1399285325524933,0.01044768138961438,ConsentWaitPage,-2
1719943270.25,29.21,0.1503762139464214,0.13939944395171028,0.010976769990358326,ConsentWaitPage,-2
1719943270.5,29.21,0.1503762139464214,0.13885984693110182,0.011516367010931988,ConsentWaitPage,-2
1719943270.75,29.21,0.1503762139464214,0.13831836651743215,0.012057847424572296,ConsentWaitPage,-2
1719943271.0,29.19,0.13389103760743282,0.13778359484055913,-0.0038925572375662926,ConsentWaitPage,-2
1719943271.25,29.19,0.13389103760743282,0.13726392627149647,-0.0033728886685196824,ConsentWaitPage,-2
1719943271.5,29.19,0.13389103760743282,0.13676740100177046,-0.002876363398802621,ConsentWaitPage,-2
1719943271.75,29.19,0.13389103760743282,0.136301561102059,-0.002410523499093164,ConsentWaitPage,-2
1719943272.0,29.19,0.13389103760743282,0.13587332293871315,-0.0019822853357424203,ConsentWaitPage,-2
1719943272.25,29.19,0.13389103760743282,0.1354888694765568,-0.0015978318735742358,ConsentWaitPage,-2
1719943272.5,29.19,0.13389103760743282,0.1351535654606436,-0.001262527857642205,ConsentWaitPage,-2
1719943272.75,29.19,0.13389103760743282,0.1348718977672112,-0.0009808601641837385,ConsentWaitPage,-2
1719943273.0,29.17,0.11740586126844424,0.13464744236634504,-0.01724158110227276,ConsentWaitPage,-2
1719943273.25,29.17,0.11740586126844424,0.13448285836636695,-0.01707699710225387,ConsentWaitPage,-2
1719943273.5,29.17,0.11740586126844424,0.13437990853659298,-0.016974047272431764,ConsentWaitPage,-2
1719943273.75,29.17,0.11740586126844424,0.13433950456972435,-0.01693364330550811,ConsentWaitPage,-2
1719943274.0,29.21,0.1503762139464214,0.13436177421527246,0.016014439726981976,ConsentWaitPage,-2
1719943274.25,29.21,0.1503762139464214,0.1344461463914099,0.0159300675509104,ConsentWaitPage,-2
1719943274.5,29.21,0.1503762139464214,0.13459144958133804,0.01578476436105131,ConsentWaitPage,-2
1719943274.75,29.21,0.1503762139464214,0.13479601833953753,0.015580195602922032,ConsentWaitPage,-2
1719943275.0,29.19,0.13389103760743282,0.13505780261440453,-0.0011667650108645022,ConsentWaitPage,-2
1719943275.25,29.19,0.13389103760743282,0.13537447480551862,-0.0014834372019130338,ConsentWaitPage,-2
1719943275.5,29.19,0.13389103760743282,0.1357435299294485,-0.0018524923257828372,ConsentWaitPage,-2
1719943275.75,29.19,0.13389103760743282,0.13616237486419214,-0.0022713372604733495,ConsentWaitPage,-2
1719943276.0,29.19,0.13389103760743282,0.13662840329560444,-0.0027373656918404255,ConsentWaitPage,-2
1719943276.25,29.19,0.13389103760743282,0.13713905365330703,-0.003248016049506075,ConsentWaitPage,-2
1719943276.5,29.19,0.13389103760743282,0.13769184798660966,-0.00380081038277987,ConsentWaitPage,-2
1719943276.75,29.19,0.13389103760743282,0.1382844104023596,-0.004393372798508144,ConsentWaitPage,-2
1719943277.0,29.21,0.1503762139464214,0.1389144643863256,0.011461749556530475,ConsentWaitPage,-2
1719943277.25,29.21,0.1503762139464214,0.13957980908199072,0.010796404860877795,ConsentWaitPage,-2
1719943277.5,29.21,0.1503762139464214,0.1402782754278687,0.010097938515010606,ConsentWaitPage,-2
1719943277.75,29.21,0.1503762139464214,0.14100766396617184,0.009368549976718338,ConsentWaitPage,-2
1719943278.0,29.21,0.1503762139464214,0.14176566711527933,0.008610546827623364,ConsentWaitPage,-2
1719943278.25,29.21,0.1503762139464214,0.14254977969741056,0.007826434245507578,ConsentWaitPage,-2
1719943278.5,29.21,0.1503762139464214,0.14335720245724354,0.007019011485693906,ConsentWaitPage,-2
1719943278.75,29.21,0.1503762139464214,0.14418474411143964,0.006191469831521355,ConsentWaitPage,-2
1719943279.0,29.19,0.13389103760743282,0.14502872804781936,-0.011137690443819096,ConsentWaitPage,-2
1719943279.25,29.19,0.13389103760743282,0.14588491006799986,-0.011993872463967643,ConsentWaitPage,-2
1719943279.5,29.19,0.13389103760743282,0.1467484134742779,-0.012857375870209953,ConsentWaitPage,-2
1719943279.75,29.19,0.13389103760743282,0.1476136873015752,-0.013722649697468073,ConsentWaitPage,-2
1719943280.0,29.19,0.13389103760743282,0.1484744925887606,-0.014583454984611048,ConsentWaitPage,-2
1719943280.25,29.19,0.13389103760743282,0.1493239203167245,-0.015432882712529268,ConsentWaitPage,-2
1719943280.5,29.19,0.13389103760743282,0.1501544430988085,-0.016263405494564242,ConsentWaitPage,-2
1719943280.75,29.19,0.13389103760743282,0.15095800100421647,-0.01706696339992023,ConsentWaitPage,-2
1719943281.0,29.23,0.16686139028541,0.15172612015295428,0.01513527012937329,ConsentWaitPage,-2
1719943281.25,29.23,0.16686139028541,0.1524500610742112,0.014411329208171647,ConsentWaitPage,-2
