1720632249.000000, 1720632249.000000, 1720632249.000000
32.000000, 32.000000, 32.000000
30,-2,54
30,-2,54
30,-2,54
30,-1,55
30,-2,54
30,-1,54
31,-2,54
30,-2,54
30,-2,54
30,-1,54
31,-2,54
30,-1,54
31,-1,54
28,-1,55
32,-1,56
31,-7,58
36,-12,61
40,-21,49
32,-28,72
26,-13,62
13,-5,52
21,-4,52
21,3,54
12,7,48
8,8,51
3,10,56
10,15,57
12,17,56
1,18,55
3,16,55
10,8,67
6,7,67
6,4,65
13,3,70
12,3,69
5,3,66
7,3,65
11,3,66
12,2,66
14,6,60
13,6,58
13,6,58
14,6,58
10,5,61
11,4,63
10,6,57
13,5,59
15,5,59
17,7,58
16,7,57
15,8,59
16,7,60
8,6,69
13,6,79
8,8,67
16,13,66
26,15,58
37,16,54
41,18,44
39,19,40
37,23,32
38,25,31
39,23,33
41,23,33
47,25,33
45,26,33
42,28,34
39,28,36
39,28,36
40,26,40
41,26,42
42,25,43
43,25,43
40,27,44
42,27,44
39,27,43
39,27,45
39,28,44
37,28,43
34,29,39
36,27,41
35,27,40
35,28,41
33,27,41
33,29,41
35,29,42
32,29,42
32,29,42
33,30,42
33,29,43
34,29,44
33,29,43
32,30,43
34,29,44
34,30,44
33,30,44
33,30,43
34,31,44
34,30,45
33,31,44
33,31,43
34,31,43
33,30,43
34,30,44
33,30,43
33,30,43
33,30,43
32,31,42
33,30,43
33,30,43
33,30,43
33,31,43
33,31,43
33,31,43
33,30,44
33,31,44
33,31,44
33,31,44
32,31,43
33,31,43
34,30,43
33,31,43
32,30,43
33,31,43
34,31,44
33,31,43
34,31,44
33,31,43
33,30,44
33,30,44
33,31,43
33,30,43
34,31,43
33,30,43
32,31,43
33,31,44
33,30,44
33,31,43
33,31,43
33,31,43
32,31,43
32,31,43
33,31,43
34,30,44
34,31,44
32,31,43
32,31,43
33,31,43
33,31,43
33,30,43
33,30,44
32,31,43
33,31,43
33,31,43
32,31,44
33,31,43
33,31,44
33,31,43
33,30,44
33,31,44
33,31,44
34,31,44
32,31,43
33,31,43
33,30,44
33,31,44
33,31,44
33,31,44
33,31,44
33,30,44
32,31,44
32,30,44
33,30,43
33,31,44
32,31,43
32,31,43
32,31,43
32,31,43
32,31,43
33,31,44
33,31,44
32,31,44
32,31,44
34,31,45
33,32,44
33,32,44
33,32,45
32,33,45
32,33,45
31,32,44
31,32,43
31,32,43
31,32,43
31,32,43
31,32,43
31,32,42
30,32,42
30,32,43
29,32,42
30,32,41
34,31,40
35,31,39
37,28,40
35,29,38
37,29,41
36,29,42
32,30,40
27,31,32
29,30,32
27,19,50
26,17,52
-3,20,41
-11,20,45
11,7,68
8,11,66
5,8,70
11,2,76
10,2,68
9,-3,72
9,-8,72
4,-8,69
13,-5,67
10,-8,65
9,-8,65
11,-3,62
6,-1,59
16,-4,66
12,-2,63
13,-1,62
18,0,62
16,0,61
15,-1,62
9,-4,59
14,-8,63
12,-4,60
15,-4,60
14,-5,60
12,-6,60
11,-6,61
12,-7,61
12,-8,61
11,-7,61
12,-6,61
12,-5,61
11,-5,61
11,-6,62
10,-6,61
12,-6,61
11,-6,60
9,-7,61
9,-7,61
11,-7,62
11,-7,61
11,-7,60
12,-7,61
10,-7,61
10,-6,60
10,-6,60
11,-6,61
12,-6,61
11,-6,61
11,-6,61
11,-6,61
11,-6,61
11,-6,61
11,-6,61
11,-6,61
10,-6,61
11,-7,61
12,-7,61
11,-6,61
11,-6,61
11,-7,61
12,-7,61
12,-7,61
12,-6,61
11,-6,60
11,-6,61
11,-7,61
12,-6,62
11,-6,61
11,-6,61
12,-6,62
12,-6,61
12,-6,60
11,-6,61
11,-7,61
11,-6,61
11,-6,60
12,-6,61
12,-6,61
12,-6,61
12,-6,61
12,-6,61
11,-6,61
12,-6,61
11,-6,61
12,-6,62
11,-6,60
12,-6,61
12,-6,61
12,-5,61
11,-5,61
13,-6,61
12,-6,61
12,-6,62
12,-6,62
12,-6,62
12,-5,61
12,-6,61
12,-5,60
11,-5,61
12,-5,61
12,-5,61
12,-5,61
12,-5,61
11,-5,61
11,-5,62
11,-5,61
11,-5,62
10,-5,61
11,-6,62
11,-5,61
11,-5,61
11,-5,61
11,-5,61
11,-4,61
11,-5,61
11,-4,61
11,-5,61
11,-5,61
11,-5,61
11,-4,61
11,-4,61
12,-4,61
12,-4,61
10,-5,61
11,-5,62
11,-5,62
11,-5,61
11,-4,62
11,-4,62
11,-4,61
11,-4,62
11,-4,62
10,-3,62
11,-2,62
14,-3,67
15,-3,68
6,-1,66
9,-2,67
5,0,66
4,0,67
3,3,64
4,4,63
7,5,62
6,7,59
15,7,54
18,9,53
26,10,54
31,15,51
32,17,49
33,19,47
35,19,45
34,20,45
36,20,46
34,21,46
35,21,46
31,21,43
32,22,44
35,20,45
35,20,45
36,21,45
35,21,46
38,20,48
37,21,47
37,22,46
36,22,46
38,21,47
37,21,48
35,21,48
35,22,46
35,22,46
35,22,48
33,22,47
34,22,45
35,22,45
38,22,45
37,23,44
36,23,46
37,22,47
36,22,46
36,22,46
37,21,47
35,22,45
36,21,44
40,19,46
38,18,46
35,13,45
38,10,45
27,13,43
23,11,49
31,13,48
14,14,43
5,11,52
9,11,56
-6,9,57
-1,6,66
3,2,72
8,-1,75
12,0,76
17,-3,72
18,-3,69
16,-3,64
18,-4,64
9,-6,60
8,-7,60
11,-8,61
12,-9,61
15,-8,60
15,-7,61
14,-8,60
15,-8,61
13,-8,60
14,-8,61
13,-7,60
14,-7,61
14,-6,60
14,-7,61
14,-7,61
14,-8,61
15,-8,61
15,-7,60
14,-7,60
12,-7,60
13,-8,61
14,-7,61
14,-7,60
15,-7,60
14,-7,60
13,-7,60
13,-7,61
14,-6,60
14,-6,60
14,-6,61
14,-6,61
14,-6,61
14,-6,62
14,-6,61
13,-6,60
13,-6,61
14,-6,61
13,-6,60
13,-6,61
13,-6,61
14,-6,61
13,-6,61
13,-6,61
13,-6,61
13,-6,60
13,-5,61
13,-5,61
13,-5,61
13,-6,61
13,-5,61
13,-5,60
14,-6,61
13,-5,60
13,-6,60
13,-6,60
14,-6,61
13,-6,61
13,-6,61
13,-5,61
13,-6,61
13,-6,62
13,-6,61
13,-6,60
13,-6,61
13,-6,60
13,-6,60
14,-5,60
13,-5,60
13,-6,60
13,-6,60
13,-6,60
13,-6,61
13,-6,61
13,-6,61
14,-6,61
13,-6,61
13,-6,61
13,-6,61
13,-6,60
13,-6,61
13,-5,61
14,-6,61
13,-6,61
13,-6,61
14,-6,61
13,-6,61
14,-6,61
13,-6,60
13,-6,60
14,-6,61
13,-6,60
13,-6,60
13,-6,61
14,-6,61
13,-6,61
14,-6,61
13,-6,60
13,-6,60
14,-6,61
13,-6,61
14,-6,60
13,-6,61
13,-6,61
13,-6,61
14,-6,61
13,-6,60
13,-6,61
13,-6,61
13,-6,60
13,-6,60
14,-6,61
13,-6,61
14,-6,61
13,-6,61
14,-6,61
13,-6,61
13,-6,61
14,-6,61
13,-5,60
13,-5,60
14,-5,61
13,-5,60
13,-6,60
13,-6,61
13,-6,61
13,-6,61
12,-6,61
12,-5,61
13,-6,61
12,-6,61
13,-5,61
14,-5,61
14,-5,60
13,-5,61
14,-6,61
12,-5,60
13,-6,60
12,-6,61
11,-6,61
12,-6,61
13,-6,62
13,-6,62
12,-6,61
13,-6,61
13,-6,61
13,-6,61
13,-6,61
12,-6,60
12,-6,61
13,-6,61
12,-6,61
13,-6,61
13,-6,61
12,-6,62
12,-6,62
16,-7,68
9,-6,67
12,-7,72
10,-6,74
7,-1,69
0,1,66
6,1,67
5,5,65
13,6,62
17,11,56
18,13,52
21,17,46
25,17,46
32,17,46
28,19,45
31,18,47
29,19,47
25,21,47
28,20,51
26,21,51
25,21,52
26,22,54
27,22,54
23,24,52
26,24,51
26,23,53
25,23,52
23,24,51
25,24,50
27,24,51
25,23,53
23,24,52
23,24,50
24,24,52
26,23,54
24,24,53
24,24,52
26,24,52
25,24,53
25,23,53
23,24,52
26,24,53
25,24,52
24,24,52
24,24,51
25,23,53
25,23,52
25,24,53
25,24,52
24,24,53
24,24,53
25,24,52
26,24,52
24,24,51
24,24,52
24,24,52
23,25,52
25,24,52
24,24,52
25,24,52
24,24,52
25,24,52
24,24,51
24,25,52
24,25,52
24,25,52
25,25,52
24,25,52
24,24,52
23,25,51
25,24,52
25,25,52
24,24,52
23,25,52
25,25,51
24,25,52
23,25,52
23,25,52
24,25,52
24,25,53
23,25,53
23,26,51
24,26,51
24,25,51
23,25,51
23,26,51
23,26,51
24,26,51
23,26,52
23,26,52
24,25,52
23,26,53
23,26,52
23,26,52
24,26,52
23,27,52
24,27,51
23,27,51
24,27,51
24,27,50
23,27,50
23,26,51
23,27,51
22,27,51
23,27,51
23,27,52
23,27,52
23,27,52
24,27,52
23,27,51
23,27,51
23,27,51
23,27,51
23,27,51
22,27,51
23,27,51
23,27,51
23,27,51
23,27,52
23,27,52
23,27,52
24,27,52
23,27,52
22,27,52
23,27,52
23,27,51
23,26,51
23,27,51
24,27,51
23,27,51
23,27,51
23,27,51
23,27,51
24,27,52
22,27,52
22,27,52
23,27,52
24,27,52
23,27,53
23,27,52
22,28,51
23,27,52
22,28,51
23,28,50
24,27,50
23,27,50
23,26,50
23,26,52
23,27,52
22,28,52
23,27,52
23,27,53
23,27,53
23,27,52
23,27,52
22,28,51
22,27,51
23,27,51
23,27,51
23,28,50
23,28,51
22,28,50
23,27,52
22,27,52
23,27,52
23,27,51
22,27,51
23,27,52
22,27,51
23,27,52
21,28,51
22,28,51
23,27,52
23,27,52
23,28,51
23,27,51
22,27,51
22,27,52
23,27,52
22,27,52
23,27,51
22,27,52
22,28,52
22,27,51
23,27,51
23,27,52
22,27,51
22,27,51
23,27,51
23,27,51
23,27,52
22,27,52
23,27,52
22,27,51
23,27,52
23,27,52
23,27,52
23,27,51
22,27,52
22,27,51
23,27,51
23,27,51
22,27,51
23,27,51
22,27,51
22,27,51
23,27,52
23,27,51
22,27,51
22,27,51
23,27,52
22,28,51
23,27,52
22,27,51
22,27,51
24,27,52
23,27,51
23,27,52
22,27,51
23,27,52
22,27,52
22,27,52
22,28,51
24,27,51
23,27,51
22,27,51
23,27,52
23,28,52
23,28,51
22,27,51
22,27,52
23,27,52
22,27,51
22,27,51
23,28,51
22,27,51
22,28,52
22,27,52
22,28,52
22,28,52
22,28,52
22,28,53
23,28,52
22,28,51
22,28,50
22,28,50
22,28,50
22,28,51
21,28,51
22,28,51
22,28,51
22,28,51
23,28,51
22,28,52
22,27,51
22,28,51
22,28,51
21,28,51
21,28,52
23,28,52
22,28,51
21,28,52
22,28,52
22,28,51
22,28,51
22,28,51
22,28,51
21,28,51
22,28,51
22,28,51
23,28,51
22,28,52
22,28,51
21,28,51
22,28,51
22,28,51
22,28,51
23,28,51
22,28,51
23,28,51
21,29,51
22,28,51
22,28,52
22,28,52
22,28,52
23,28,52
22,28,51
22,28,51
22,28,51
22,28,51
22,28,51
21,28,51
22,28,52
23,28,51
22,28,51
22,28,51
23,28,51
22,28,51
22,28,51
22,28,51
22,28,52
21,29,51
22,28,51
23,28,51
23,28,51
22,28,51
22,28,51
22,28,51
22,28,51
21,28,51
22,28,51
22,28,51
22,28,51
22,28,51
22,28,52
22,28,52
21,28,51
22,28,52
22,28,52
23,28,51
22,28,51
21,28,51
22,29,51
22,28,51
21,28,51
22,28,51
22,28,51
22,28,51
22,28,51
21,28,51
22,28,52
22,28,51
22,28,51
21,28,51
22,28,51
22,28,51
22,28,51
21,28,51
21,28,51
22,28,52
22,28,51
21,28,51
22,28,51
21,28,51
22,28,51
22,28,51
22,28,52
21,28,51
22,28,52
21,28,52
21,28,51
22,28,52
22,29,52
21,29,51
22,29,51
22,29,51
22,28,51
21,28,50
22,28,51
22,28,51
22,28,51
22,28,52
22,28,52
22,29,51
21,29,51
22,29,52
22,28,52
21,28,51
22,28,51
22,28,51
21,28,51
22,28,51
22,28,51
21,28,50
22,28,51
22,28,52
22,28,52
22,28,51
22,28,51
22,28,51
21,28,51
22,28,51
22,28,51
22,28,51
22,28,51
22,28,51
22,28,52
22,29,51
23,28,52
21,28,51
22,28,52
21,28,52
22,28,51
22,29,51
22,28,51
22,28,51
22,29,51
22,29,51
22,29,51
22,28,52
22,28,52
22,29,51
22,28,51
22,28,51
22,28,51
22,28,51
21,29,51
21,28,51
22,29,52
22,29,51
22,29,51
21,29,51
21,29,51
22,28,51
21,29,51
21,28,51
22,28,51
22,29,51
23,28,51
21,28,51
22,29,51
22,28,52
21,28,52
21,28,51
21,28,51
22,29,51
22,28,51
21,28,52
21,29,51
22,28,51
22,28,51
21,28,51
22,29,52
21,28,51
21,28,51
21,28,51
22,28,51
23,28,52
21,28,51
21,29,51
22,29,52
22,28,52
21,28,51
21,29,52
22,28,51
20,29,51
22,28,51
22,29,51
22,29,51
22,29,52
21,29,51
22,28,51
22,28,51
21,28,51
22,28,51
22,28,51
21,28,51
21,28,51
22,29,51
22,28,51
21,29,51
21,28,51
22,28,51
22,29,51
22,28,51
22,28,51
22,28,51
22,28,51
21,28,51
22,28,52
22,28,52
22,28,52
21,29,51
21,28,51
22,28,52
22,28,51
22,28,51
22,28,52
21,29,51
21,29,51
22,29,51
21,29,50
21,29,51
21,29,51
22,29,51
21,29,51
22,28,52
22,28,52
21,29,52
22,28,52
21,29,52
22,28,51
22,28,52
22,29,51
21,29,51
21,29,50
22,29,51
22,29,50
21,28,51
21,28,52
21,28,52
22,28,52
21,29,52
21,28,52
21,29,52
21,29,51
22,29,51
21,29,51
22,29,51
22,29,51
21,29,50
22,29,51
21,29,51
21,28,51
21,29,51
21,29,51
21,29,51
21,29,51
21,29,51
21,28,50
20,29,50
21,29,50
21,29,51
21,29,51
21,29,51
21,29,52
22,29,52
21,29,52
22,28,52
21,29,51
21,28,51
21,28,51
21,28,51
22,29,51
21,28,51
21,29,52
21,29,52
21,29,51
21,29,51
22,28,51
21,28,51
21,28,51
21,29,50
21,28,50
22,28,51
22,28,52
21,29,51
22,28,52
21,29,51
21,29,51
22,28,51
22,28,51
22,28,51
21,28,52
22,28,52
22,28,51
22,29,51
22,28,52
22,28,52
21,28,52
22,28,52
22,29,51
21,28,51
22,28,52
22,27,52
22,28,51
22,28,51
22,28,51
22,28,52
22,28,52
22,29,51
22,29,51
22,28,52
23,28,52
21,28,52
22,28,52
21,28,51
21,28,50
22,28,51
22,28,51
22,28,51
22,28,51
21,28,52
21,29,51
22,28,52
22,28,52
21,28,51
22,28,51
21,28,51
21,28,52
22,28,52
21,28,51
22,28,51
22,28,52
22,28,52
21,28,52
21,28,52
21,28,52
21,28,52
23,28,52
22,28,51
21,28,51
22,28,51
22,28,51
22,28,51
22,27,52
20,28,51
20,28,51
22,28,51
22,28,52
21,28,52
21,28,52
22,28,52
21,28,52
22,28,52
22,28,51
21,28,51
22,28,52
21,28,51
21,28,52
22,28,50
22,28,51
22,28,51
21,28,52
22,28,52
21,28,51
22,28,51
22,28,52
22,28,52
22,28,51
22,28,51
22,28,51
22,28,52
22,27,52
22,28,52
22,28,52
21,28,51
22,27,51
22,27,52
22,27,52
21,27,52
21,27,52
23,27,52
23,28,51
22,28,51
22,28,52
22,28,51
22,28,52
22,28,51
21,28,51
22,28,52
21,28,51
23,27,52
23,28,52
22,28,51
22,28,52
22,28,52
22,28,52
22,28,52
21,28,51
22,28,51
22,28,51
22,27,51
22,27,51
21,28,51
22,28,52
22,28,51
22,28,52
22,28,52
22,28,52
21,28,52
22,28,52
21,28,51
22,28,51
21,28,51
21,28,51
22,28,51
22,28,51
22,28,51
21,28,51
21,28,51
21,28,51
21,28,51
21,28,51
22,28,51
22,27,51
21,28,51
22,29,51
22,28,52
21,28,52
21,28,52
22,28,52
22,28,52
21,28,51
21,28,51
22,28,51
22,28,51
22,28,51
22,28,51
21,28,52
21,28,52
22,28,51
22,28,52
22,28,52
22,27,52
22,27,51
22,28,51
22,27,52
21,28,52
22,28,52
22,28,51
22,28,51
22,27,52
21,27,52
22,28,52
22,27,52
21,27,51
21,28,51
23,27,52
22,28,52
21,28,51
22,27,51
23,27,52
22,28,52
22,27,52
22,27,52
21,28,52
23,27,52
23,27,52
21,27,51
22,27,52
22,28,52
23,27,52
23,27,53
22,27,53
22,27,52
22,27,52
22,28,51
22,28,51
22,28,51
22,27,51
22,27,51
21,27,51
22,27,52
22,28,52
22,28,52
22,28,52
22,28,52
22,28,52
22,28,51
21,28,51
21,28,51
22,28,52
22,28,52
22,28,51
22,28,52
21,28,52
22,28,52
22,28,52
20,28,51
21,28,51
21,28,51
21,28,51
22,28,51
22,28,52
21,28,51
22,28,52
20,28,52
20,28,52
22,27,52
22,28,51
22,27,51
21,28,52
22,28,51
22,28,52
21,28,52
20,28,52
22,28,52
22,27,52
22,27,52
21,28,52
22,28,52
22,28,51
22,28,51
22,28,52
22,28,52
22,28,52
22,28,51
22,27,52
22,28,52
22,27,52
22,28,52
22,27,52
21,27,52
21,27,52
22,27,52
22,28,52
21,27,52
21,28,52
22,28,51
22,28,51
22,28,52
21,28,52
22,28,51
22,28,51
22,28,51
22,27,51
22,27,51
22,27,52
22,27,51
21,28,52
22,27,52
22,27,52
22,28,52
22,28,51
22,28,51
22,27,52
21,28,52
22,28,51
22,28,51
22,27,52
21,28,52
22,28,53
22,28,52
22,27,52
21,28,51
22,27,51
22,28,51
21,28,51
22,28,52
22,28,52
21,28,52
22,28,52
21,28,52
22,28,52
22,28,51
22,28,51
21,28,51
21,28,52
21,28,52
21,28,52
21,28,51
21,28,51
21,28,52
22,28,52
22,28,52
21,28,52
20,28,51
22,28,51
23,27,52
21,28,51
21,28,51
21,28,50
21,28,51
20,28,52
21,27,53
22,27,53
21,28,52
20,28,50
22,28,51
22,27,51
21,28,51
22,27,52
21,27,52
21,28,52
22,27,52
22,28,52
21,27,52
21,28,52
22,27,51
22,27,51
22,27,52
22,27,52
23,26,52
22,27,51
22,27,51
23,26,51
24,25,52
22,25,52
22,25,52
22,26,51
23,25,51
23,24,51
21,24,52
23,22,53
23,22,53
25,22,53
25,22,54
23,23,51
24,23,51
27,22,53
25,21,53
22,21,55
23,22,53
23,23,52
24,23,54
23,23,55
20,22,57
20,21,58
24,21,57
25,21,57
24,22,55
24,22,54
24,23,52
24,23,52
24,22,51
23,22,51
24,22,52
23,23,51
23,24,51
26,23,53
28,25,53
27,25,53
28,25,53
28,24,51
26,24,49
27,24,48
28,22,50
24,23,51
25,22,52
25,24,52
26,24,53
27,23,53
28,23,52
28,24,52
26,24,51
27,23,52
26,24,52
26,23,53
25,23,53
25,22,53
24,23,52
22,23,52
25,24,51
25,24,51
23,24,52
22,25,54
23,24,54
21,25,52
19,25,54
20,24,55
21,26,52
20,25,53
18,26,52
19,24,58
14,22,61
13,26,53
10,24,54
11,23,59
10,23,58
4,25,54
6,23,53
11,21,59
12,20,62
15,22,57
12,24,52
11,23,59
14,24,59
-1,24,55
5,24,58
-3,24,60
-4,17,64
1,21,66
13,22,61
17,24,59
15,22,58
25,25,53
23,25,55
22,27,49
25,27,45
29,26,47
32,25,48
32,26,45
26,27,46
26,28,45
25,26,50
24,29,50
23,32,47
26,29,49
28,31,48
27,31,49
25,30,49
29,30,48
28,31,47
26,29,48
26,29,48
26,29,49
25,30,48
25,30,47
26,29,49
24,29,49
24,29,49
25,30,49
26,30,50
25,30,49
25,30,48
26,30,49
26,30,48
25,31,48
25,30,48
25,31,48
26,30,48
26,30,48
26,30,48
25,30,48
27,29,50
27,29,49
26,30,48
25,31,48
25,30,47
27,30,48
28,30,48
26,30,48
25,30,48
25,30,48
25,30,47
27,30,48
27,31,48
26,32,46
27,33,46
28,32,47
27,31,48
25,28,50
24,28,50
24,28,50
24,28,49
23,28,50
21,28,48
23,28,49
23,27,51
26,26,52
25,27,51
25,28,50
25,28,50
25,28,50
25,29,50
24,30,50
27,29,49
25,30,49
23,29,50
24,28,50
25,27,52
21,29,51
21,28,51
23,29,52
22,29,51
22,30,50
21,30,49
20,28,50
22,28,49
21,28,50
22,28,50
21,29,50
21,29,50
22,30,52
22,30,52
22,30,51
23,30,51
21,30,51
22,29,51
22,30,51
22,29,51
23,29,51
21,29,50
20,30,50
22,29,51
22,29,51
21,30,50
22,30,50
22,30,51
21,30,51
21,30,50
22,30,50
20,29,51
20,30,51
23,29,52
22,29,51
19,30,50
23,29,51
23,30,51
21,30,51
20,29,51
21,29,51
20,29,51
22,30,50
23,30,51
22,29,51
21,30,51
21,29,51
20,30,50
23,29,50
23,29,50
20,29,50
20,30,50
23,29,52
26,29,52
25,30,50
25,31,49
24,30,50
25,30,49
23,29,49
21,29,49
25,29,50
24,30,49
23,30,49
23,30,49
24,30,50
24,30,50
23,30,50
23,30,49
25,30,50
24,31,49
24,30,50
24,30,50
24,30,49
24,30,49
24,30,50
24,30,49
24,30,49
25,30,49
24,30,49
24,30,49
24,30,49
23,30,49
23,30,49
23,30,49
24,30,49
24,30,50
24,30,50
24,30,50
24,30,50
23,30,49
24,30,50
24,30,50
24,30,49
23,30,49
24,30,50
23,30,50
23,30,49
24,30,49
24,30,50
23,30,49
23,30,49
24,30,50
23,30,50
22,30,49
24,30,51
24,30,51
22,30,49
23,30,49
24,29,50
23,30,50
23,30,50
24,30,50
23,30,50
22,30,49
23,29,50
23,30,50
22,30,50
24,30,50
22,30,50
22,30,50
23,30,50
22,30,50
23,30,50
22,30,50
23,30,50
22,30,50
22,30,50
23,30,50
22,30,50
22,30,50
22,30,50
23,30,50
22,30,51
22,30,51
22,30,50
21,30,50
21,30,49
23,30,50
22,30,50
22,30,51
23,29,51
24,30,51
21,29,50
21,29,50
23,29,50
23,29,50
22,30,50
22,30,50
23,30,49
23,30,49
23,28,50
23,29,50
23,29,50
24,29,50
25,30,51
23,30,50
23,30,50
24,29,50
24,29,50
23,29,50
23,29,50
23,28,50
23,28,50
25,29,50
24,29,50
24,29,50
24,29,50
24,29,50
25,29,50
24,29,49
24,29,49
25,28,51
23,29,49
23,29,49
25,29,51
24,28,51
24,29,49
24,30,49
23,29,49
24,29,50
24,29,50
24,29,50
23,29,50
23,28,51
24,28,51
24,28,51
24,28,50
23,29,50
23,29,50
24,29,50
24,29,50
24,29,50
23,29,50
24,29,50
24,29,50
23,29,50
24,29,50
24,29,50
24,29,50
23,29,50
24,29,50
24,29,50
24,29,50
22,29,50
23,29,50
25,29,50
23,29,50
23,29,50
24,29,50
24,29,49
24,29,49
23,29,50
23,29,50
24,29,50
24,28,50
23,29,50
23,29,50
24,28,50
24,29,50
24,29,50
24,29,50
23,29,50
23,29,49
24,28,49
25,29,49
24,28,49
24,28,49
24,29,50
24,29,50
23,29,50
23,29,50
24,29,50
23,29,49
25,28,50
24,28,51
24,28,51
24,28,51
23,28,50
24,28,49
26,27,49
25,27,51
23,27,50
25,27,50
25,27,51
24,27,50
23,27,50
23,27,52
24,26,52
23,26,52
23,26,52
24,24,54
26,24,54
25,24,53
25,24,53
25,24,52
25,24,52
24,24,52
24,24,52
24,24,52
25,24,52
25,24,52
25,24,52
24,24,52
24,24,52
24,24,52
24,24,52
24,24,52
24,25,52
25,24,52
24,24,52
25,24,52
25,24,52
24,24,52
24,24,52
24,24,52
25,24,52
25,24,52
24,24,52
25,23,52
