timestamp_unix,timestamp_iso,participant_full_id,activity_counts,missing_value_reason
1721177220000,2024-07-17T00:47:00Z,1211-1-1-0717,,device_not_recording
1721177280000,2024-07-17T00:48:00Z,1211-1-1-0717,,device_not_recording
1721177340000,2024-07-17T00:49:00Z,1211-1-1-0717,,device_not_recording
1721177400000,2024-07-17T00:50:00Z,1211-1-1-0717,,device_not_recording
1721177460000,2024-07-17T00:51:00Z,1211-1-1-0717,,device_not_recording
1721177520000,2024-07-17T00:52:00Z,1211-1-1-0717,,device_not_recording
1721177580000,2024-07-17T00:53:00Z,1211-1-1-0717,,device_not_recording
1721177640000,2024-07-17T00:54:00Z,1211-1-1-0717,,device_not_recording
1721177700000,2024-07-17T00:55:00Z,1211-1-1-0717,,device_not_recording
1721177760000,2024-07-17T00:56:00Z,1211-1-1-0717,,device_not_recording
1721177820000,2024-07-17T00:57:00Z,1211-1-1-0717,,device_not_recording
1721177880000,2024-07-17T00:58:00Z,1211-1-1-0717,,device_not_recording
1721177940000,2024-07-17T00:59:00Z,1211-1-1-0717,,device_not_recording
1721178000000,2024-07-17T01:00:00Z,1211-1-1-0717,,device_not_recording
1721178060000,2024-07-17T01:01:00Z,1211-1-1-0717,,device_not_recording
1721178120000,2024-07-17T01:02:00Z,1211-1-1-0717,,device_not_recording
1721178180000,2024-07-17T01:03:00Z,1211-1-1-0717,,device_not_recording
1721178240000,2024-07-17T01:04:00Z,1211-1-1-0717,,device_not_recording
1721178300000,2024-07-17T01:05:00Z,1211-1-1-0717,,device_not_recording
1721178360000,2024-07-17T01:06:00Z,1211-1-1-0717,,device_not_recording
1721178420000,2024-07-17T01:07:00Z,1211-1-1-0717,,device_not_recording
1721178480000,2024-07-17T01:08:00Z,1211-1-1-0717,,device_not_recording
1721178540000,2024-07-17T01:09:00Z,1211-1-1-0717,,device_not_recording
1721178600000,2024-07-17T01:10:00Z,1211-1-1-0717,,device_not_recording
1721178660000,2024-07-17T01:11:00Z,1211-1-1-0717,,device_not_recording
1721178720000,2024-07-17T01:12:00Z,1211-1-1-0717,,device_not_recording
1721178780000,2024-07-17T01:13:00Z,1211-1-1-0717,,device_not_recording
1721178840000,2024-07-17T01:14:00Z,1211-1-1-0717,,device_not_recording
1721178900000,2024-07-17T01:15:00Z,1211-1-1-0717,,device_not_recording
1721178960000,2024-07-17T01:16:00Z,1211-1-1-0717,,device_not_recording
1721179020000,2024-07-17T01:17:00Z,1211-1-1-0717,,device_not_recording
1721179080000,2024-07-17T01:18:00Z,1211-1-1-0717,,device_not_recording
1721179140000,2024-07-17T01:19:00Z,1211-1-1-0717,,device_not_recording
1721179200000,2024-07-17T01:20:00Z,1211-1-1-0717,,device_not_recording
1721179260000,2024-07-17T01:21:00Z,1211-1-1-0717,,device_not_recording
1721179320000,2024-07-17T01:22:00Z,1211-1-1-0717,,device_not_recording
1721179380000,2024-07-17T01:23:00Z,1211-1-1-0717,,device_not_recording
1721179440000,2024-07-17T01:24:00Z,1211-1-1-0717,,device_not_recording
1721179500000,2024-07-17T01:25:00Z,1211-1-1-0717,,device_not_recording
1721179560000,2024-07-17T01:26:00Z,1211-1-1-0717,,device_not_recording
1721179620000,2024-07-17T01:27:00Z,1211-1-1-0717,,device_not_recording
1721179680000,2024-07-17T01:28:00Z,1211-1-1-0717,,device_not_recording
1721179740000,2024-07-17T01:29:00Z,1211-1-1-0717,,device_not_recording
1721179800000,2024-07-17T01:30:00Z,1211-1-1-0717,,device_not_recording
1721179860000,2024-07-17T01:31:00Z,1211-1-1-0717,,device_not_recording
1721179920000,2024-07-17T01:32:00Z,1211-1-1-0717,,device_not_recording
1721179980000,2024-07-17T01:33:00Z,1211-1-1-0717,,device_not_recording
1721180040000,2024-07-17T01:34:00Z,1211-1-1-0717,,device_not_recording
1721180100000,2024-07-17T01:35:00Z,1211-1-1-0717,,device_not_recording
1721180160000,2024-07-17T01:36:00Z,1211-1-1-0717,,device_not_recording
1721180220000,2024-07-17T01:37:00Z,1211-1-1-0717,,device_not_recording
1721180280000,2024-07-17T01:38:00Z,1211-1-1-0717,,device_not_recording
1721180340000,2024-07-17T01:39:00Z,1211-1-1-0717,,device_not_recording
1721180400000,2024-07-17T01:40:00Z,1211-1-1-0717,,device_not_recording
1721180460000,2024-07-17T01:41:00Z,1211-1-1-0717,,device_not_recording
1721180520000,2024-07-17T01:42:00Z,1211-1-1-0717,,device_not_recording
1721180580000,2024-07-17T01:43:00Z,1211-1-1-0717,,device_not_recording
1721180640000,2024-07-17T01:44:00Z,1211-1-1-0717,,device_not_recording
1721180700000,2024-07-17T01:45:00Z,1211-1-1-0717,,device_not_recording
1721180760000,2024-07-17T01:46:00Z,1211-1-1-0717,,device_not_recording
1721180820000,2024-07-17T01:47:00Z,1211-1-1-0717,,device_not_recording
1721180880000,2024-07-17T01:48:00Z,1211-1-1-0717,,device_not_recording
1721180940000,2024-07-17T01:49:00Z,1211-1-1-0717,,device_not_recording
1721181000000,2024-07-17T01:50:00Z,1211-1-1-0717,,device_not_recording
1721181060000,2024-07-17T01:51:00Z,1211-1-1-0717,,device_not_recording
1721181120000,2024-07-17T01:52:00Z,1211-1-1-0717,,device_not_recording
1721181180000,2024-07-17T01:53:00Z,1211-1-1-0717,,device_not_recording
1721181240000,2024-07-17T01:54:00Z,1211-1-1-0717,,device_not_recording
1721181300000,2024-07-17T01:55:00Z,1211-1-1-0717,,device_not_recording
1721181360000,2024-07-17T01:56:00Z,1211-1-1-0717,,device_not_recording
1721181420000,2024-07-17T01:57:00Z,1211-1-1-0717,,device_not_recording
1721181480000,2024-07-17T01:58:00Z,1211-1-1-0717,,device_not_recording
1721181540000,2024-07-17T01:59:00Z,1211-1-1-0717,,device_not_recording
1721181600000,2024-07-17T02:00:00Z,1211-1-1-0717,,device_not_recording
1721181660000,2024-07-17T02:01:00Z,1211-1-1-0717,,device_not_recording
1721181720000,2024-07-17T02:02:00Z,1211-1-1-0717,,device_not_recording
1721181780000,2024-07-17T02:03:00Z,1211-1-1-0717,,device_not_recording
1721181840000,2024-07-17T02:04:00Z,1211-1-1-0717,,device_not_recording
1721181900000,2024-07-17T02:05:00Z,1211-1-1-0717,,device_not_recording
1721181960000,2024-07-17T02:06:00Z,1211-1-1-0717,,device_not_recording
1721182020000,2024-07-17T02:07:00Z,1211-1-1-0717,,device_not_recording
1721182080000,2024-07-17T02:08:00Z,1211-1-1-0717,,device_not_recording
1721182140000,2024-07-17T02:09:00Z,1211-1-1-0717,,device_not_recording
1721182200000,2024-07-17T02:10:00Z,1211-1-1-0717,,device_not_recording
1721182260000,2024-07-17T02:11:00Z,1211-1-1-0717,,device_not_recording
1721182320000,2024-07-17T02:12:00Z,1211-1-1-0717,,device_not_recording
1721182380000,2024-07-17T02:13:00Z,1211-1-1-0717,,device_not_recording
1721182440000,2024-07-17T02:14:00Z,1211-1-1-0717,,device_not_recording
1721182500000,2024-07-17T02:15:00Z,1211-1-1-0717,,device_not_recording
1721182560000,2024-07-17T02:16:00Z,1211-1-1-0717,,device_not_recording
1721182620000,2024-07-17T02:17:00Z,1211-1-1-0717,,device_not_recording
1721182680000,2024-07-17T02:18:00Z,1211-1-1-0717,,device_not_recording
1721182740000,2024-07-17T02:19:00Z,1211-1-1-0717,,device_not_recording
1721182800000,2024-07-17T02:20:00Z,1211-1-1-0717,,device_not_recording
1721182860000,2024-07-17T02:21:00Z,1211-1-1-0717,,device_not_recording
1721182920000,2024-07-17T02:22:00Z,1211-1-1-0717,,device_not_recording
1721182980000,2024-07-17T02:23:00Z,1211-1-1-0717,,device_not_recording
1721183040000,2024-07-17T02:24:00Z,1211-1-1-0717,,device_not_recording
1721183100000,2024-07-17T02:25:00Z,1211-1-1-0717,,device_not_recording
1721183160000,2024-07-17T02:26:00Z,1211-1-1-0717,,device_not_recording
1721183220000,2024-07-17T02:27:00Z,1211-1-1-0717,,device_not_recording
1721183280000,2024-07-17T02:28:00Z,1211-1-1-0717,,device_not_recording
1721183340000,2024-07-17T02:29:00Z,1211-1-1-0717,,device_not_recording
1721183400000,2024-07-17T02:30:00Z,1211-1-1-0717,,device_not_recording
1721183460000,2024-07-17T02:31:00Z,1211-1-1-0717,,device_not_recording
1721183520000,2024-07-17T02:32:00Z,1211-1-1-0717,,device_not_recording
1721183580000,2024-07-17T02:33:00Z,1211-1-1-0717,,device_not_recording
1721183640000,2024-07-17T02:34:00Z,1211-1-1-0717,,device_not_recording
1721183700000,2024-07-17T02:35:00Z,1211-1-1-0717,,device_not_recording
1721183760000,2024-07-17T02:36:00Z,1211-1-1-0717,,device_not_recording
1721183820000,2024-07-17T02:37:00Z,1211-1-1-0717,,device_not_recording
1721183880000,2024-07-17T02:38:00Z,1211-1-1-0717,,device_not_recording
1721183940000,2024-07-17T02:39:00Z,1211-1-1-0717,,device_not_recording
1721184000000,2024-07-17T02:40:00Z,1211-1-1-0717,,device_not_recording
1721184060000,2024-07-17T02:41:00Z,1211-1-1-0717,,device_not_recording
1721184120000,2024-07-17T02:42:00Z,1211-1-1-0717,,device_not_recording
1721184180000,2024-07-17T02:43:00Z,1211-1-1-0717,,device_not_recording
1721184240000,2024-07-17T02:44:00Z,1211-1-1-0717,,device_not_recording
1721184300000,2024-07-17T02:45:00Z,1211-1-1-0717,,device_not_recording
1721184360000,2024-07-17T02:46:00Z,1211-1-1-0717,,device_not_recording
1721184420000,2024-07-17T02:47:00Z,1211-1-1-0717,,device_not_recording
1721184480000,2024-07-17T02:48:00Z,1211-1-1-0717,,device_not_recording
1721184540000,2024-07-17T02:49:00Z,1211-1-1-0717,,device_not_recording
1721184600000,2024-07-17T02:50:00Z,1211-1-1-0717,,device_not_recording
1721184660000,2024-07-17T02:51:00Z,1211-1-1-0717,,device_not_recording
1721184720000,2024-07-17T02:52:00Z,1211-1-1-0717,,device_not_recording
1721184780000,2024-07-17T02:53:00Z,1211-1-1-0717,,device_not_recording
1721184840000,2024-07-17T02:54:00Z,1211-1-1-0717,,device_not_recording
1721184900000,2024-07-17T02:55:00Z,1211-1-1-0717,,device_not_recording
1721184960000,2024-07-17T02:56:00Z,1211-1-1-0717,,device_not_recording
1721185020000,2024-07-17T02:57:00Z,1211-1-1-0717,,device_not_recording
1721185080000,2024-07-17T02:58:00Z,1211-1-1-0717,,device_not_recording
1721185140000,2024-07-17T02:59:00Z,1211-1-1-0717,,device_not_recording
1721185200000,2024-07-17T03:00:00Z,1211-1-1-0717,,device_not_recording
1721185260000,2024-07-17T03:01:00Z,1211-1-1-0717,,device_not_recording
1721185320000,2024-07-17T03:02:00Z,1211-1-1-0717,,device_not_recording
1721185380000,2024-07-17T03:03:00Z,1211-1-1-0717,,device_not_recording
1721185440000,2024-07-17T03:04:00Z,1211-1-1-0717,,device_not_recording
1721185500000,2024-07-17T03:05:00Z,1211-1-1-0717,,device_not_recording
1721185560000,2024-07-17T03:06:00Z,1211-1-1-0717,,device_not_recording
1721185620000,2024-07-17T03:07:00Z,1211-1-1-0717,,device_not_recording
1721185680000,2024-07-17T03:08:00Z,1211-1-1-0717,,device_not_recording
1721185740000,2024-07-17T03:09:00Z,1211-1-1-0717,,device_not_recording
1721185800000,2024-07-17T03:10:00Z,1211-1-1-0717,,device_not_recording
1721185860000,2024-07-17T03:11:00Z,1211-1-1-0717,,device_not_recording
1721185920000,2024-07-17T03:12:00Z,1211-1-1-0717,,device_not_recording
1721185980000,2024-07-17T03:13:00Z,1211-1-1-0717,,device_not_recording
1721186040000,2024-07-17T03:14:00Z,1211-1-1-0717,,device_not_recording
1721186100000,2024-07-17T03:15:00Z,1211-1-1-0717,,device_not_recording
1721186160000,2024-07-17T03:16:00Z,1211-1-1-0717,,device_not_recording
1721186220000,2024-07-17T03:17:00Z,1211-1-1-0717,,device_not_recording
1721186280000,2024-07-17T03:18:00Z,1211-1-1-0717,,device_not_recording
1721186340000,2024-07-17T03:19:00Z,1211-1-1-0717,,device_not_recording
1721186400000,2024-07-17T03:20:00Z,1211-1-1-0717,,device_not_recording
1721186460000,2024-07-17T03:21:00Z,1211-1-1-0717,,device_not_recording
1721186520000,2024-07-17T03:22:00Z,1211-1-1-0717,,device_not_recording
1721186580000,2024-07-17T03:23:00Z,1211-1-1-0717,,device_not_recording
1721186640000,2024-07-17T03:24:00Z,1211-1-1-0717,,device_not_recording
1721186700000,2024-07-17T03:25:00Z,1211-1-1-0717,,device_not_recording
1721186760000,2024-07-17T03:26:00Z,1211-1-1-0717,,device_not_recording
1721186820000,2024-07-17T03:27:00Z,1211-1-1-0717,,device_not_recording
1721186880000,2024-07-17T03:28:00Z,1211-1-1-0717,,device_not_recording
1721186940000,2024-07-17T03:29:00Z,1211-1-1-0717,,device_not_recording
1721187000000,2024-07-17T03:30:00Z,1211-1-1-0717,,device_not_recording
1721187060000,2024-07-17T03:31:00Z,1211-1-1-0717,,device_not_recording
1721187120000,2024-07-17T03:32:00Z,1211-1-1-0717,,device_not_recording
1721187180000,2024-07-17T03:33:00Z,1211-1-1-0717,,device_not_recording
1721187240000,2024-07-17T03:34:00Z,1211-1-1-0717,,device_not_recording
1721187300000,2024-07-17T03:35:00Z,1211-1-1-0717,,device_not_recording
1721187360000,2024-07-17T03:36:00Z,1211-1-1-0717,,device_not_recording
1721187420000,2024-07-17T03:37:00Z,1211-1-1-0717,,device_not_recording
1721187480000,2024-07-17T03:38:00Z,1211-1-1-0717,,device_not_recording
1721187540000,2024-07-17T03:39:00Z,1211-1-1-0717,,device_not_recording
1721187600000,2024-07-17T03:40:00Z,1211-1-1-0717,,device_not_recording
1721187660000,2024-07-17T03:41:00Z,1211-1-1-0717,,device_not_recording
1721187720000,2024-07-17T03:42:00Z,1211-1-1-0717,,device_not_recording
1721187780000,2024-07-17T03:43:00Z,1211-1-1-0717,,device_not_recording
1721187840000,2024-07-17T03:44:00Z,1211-1-1-0717,,device_not_recording
1721187900000,2024-07-17T03:45:00Z,1211-1-1-0717,,device_not_recording
1721187960000,2024-07-17T03:46:00Z,1211-1-1-0717,,device_not_recording
1721188020000,2024-07-17T03:47:00Z,1211-1-1-0717,,device_not_recording
1721188080000,2024-07-17T03:48:00Z,1211-1-1-0717,,device_not_recording
1721188140000,2024-07-17T03:49:00Z,1211-1-1-0717,,device_not_recording
1721188200000,2024-07-17T03:50:00Z,1211-1-1-0717,,device_not_recording
1721188260000,2024-07-17T03:51:00Z,1211-1-1-0717,,device_not_recording
1721188320000,2024-07-17T03:52:00Z,1211-1-1-0717,,device_not_recording
1721188380000,2024-07-17T03:53:00Z,1211-1-1-0717,,device_not_recording
1721188440000,2024-07-17T03:54:00Z,1211-1-1-0717,,device_not_recording
1721188500000,2024-07-17T03:55:00Z,1211-1-1-0717,,device_not_recording
1721188560000,2024-07-17T03:56:00Z,1211-1-1-0717,,device_not_recording
1721188620000,2024-07-17T03:57:00Z,1211-1-1-0717,,device_not_recording
1721188680000,2024-07-17T03:58:00Z,1211-1-1-0717,,device_not_recording
1721188740000,2024-07-17T03:59:00Z,1211-1-1-0717,,device_not_recording
1721188800000,2024-07-17T04:00:00Z,1211-1-1-0717,,device_not_recording
1721188860000,2024-07-17T04:01:00Z,1211-1-1-0717,,device_not_recording
1721188920000,2024-07-17T04:02:00Z,1211-1-1-0717,,device_not_recording
1721188980000,2024-07-17T04:03:00Z,1211-1-1-0717,,device_not_recording
1721189040000,2024-07-17T04:04:00Z,1211-1-1-0717,,device_not_recording
1721189100000,2024-07-17T04:05:00Z,1211-1-1-0717,,device_not_recording
1721189160000,2024-07-17T04:06:00Z,1211-1-1-0717,,device_not_recording
1721189220000,2024-07-17T04:07:00Z,1211-1-1-0717,,device_not_recording
1721189280000,2024-07-17T04:08:00Z,1211-1-1-0717,,device_not_recording
1721189340000,2024-07-17T04:09:00Z,1211-1-1-0717,,device_not_recording
1721189400000,2024-07-17T04:10:00Z,1211-1-1-0717,,device_not_recording
1721189460000,2024-07-17T04:11:00Z,1211-1-1-0717,,device_not_recording
1721189520000,2024-07-17T04:12:00Z,1211-1-1-0717,,device_not_recording
1721189580000,2024-07-17T04:13:00Z,1211-1-1-0717,,device_not_recording
1721189640000,2024-07-17T04:14:00Z,1211-1-1-0717,,device_not_recording
1721189700000,2024-07-17T04:15:00Z,1211-1-1-0717,,device_not_recording
1721189760000,2024-07-17T04:16:00Z,1211-1-1-0717,,device_not_recording
1721189820000,2024-07-17T04:17:00Z,1211-1-1-0717,,device_not_recording
1721189880000,2024-07-17T04:18:00Z,1211-1-1-0717,,device_not_recording
1721189940000,2024-07-17T04:19:00Z,1211-1-1-0717,,device_not_recording
1721190000000,2024-07-17T04:20:00Z,1211-1-1-0717,,device_not_recording
1721190060000,2024-07-17T04:21:00Z,1211-1-1-0717,,device_not_recording
1721190120000,2024-07-17T04:22:00Z,1211-1-1-0717,,device_not_recording
1721190180000,2024-07-17T04:23:00Z,1211-1-1-0717,,device_not_recording
1721190240000,2024-07-17T04:24:00Z,1211-1-1-0717,,device_not_recording
1721190300000,2024-07-17T04:25:00Z,1211-1-1-0717,,device_not_recording
1721190360000,2024-07-17T04:26:00Z,1211-1-1-0717,,device_not_recording
1721190420000,2024-07-17T04:27:00Z,1211-1-1-0717,,device_not_recording
1721190480000,2024-07-17T04:28:00Z,1211-1-1-0717,,device_not_recording
1721190540000,2024-07-17T04:29:00Z,1211-1-1-0717,,device_not_recording
1721190600000,2024-07-17T04:30:00Z,1211-1-1-0717,,device_not_recording
1721190660000,2024-07-17T04:31:00Z,1211-1-1-0717,,device_not_recording
1721190720000,2024-07-17T04:32:00Z,1211-1-1-0717,,device_not_recording
1721190780000,2024-07-17T04:33:00Z,1211-1-1-0717,,device_not_recording
1721190840000,2024-07-17T04:34:00Z,1211-1-1-0717,,device_not_recording
1721190900000,2024-07-17T04:35:00Z,1211-1-1-0717,,device_not_recording
1721190960000,2024-07-17T04:36:00Z,1211-1-1-0717,,device_not_recording
1721191020000,2024-07-17T04:37:00Z,1211-1-1-0717,,device_not_recording
1721191080000,2024-07-17T04:38:00Z,1211-1-1-0717,,device_not_recording
1721191140000,2024-07-17T04:39:00Z,1211-1-1-0717,,device_not_recording
1721191200000,2024-07-17T04:40:00Z,1211-1-1-0717,,device_not_recording
1721191260000,2024-07-17T04:41:00Z,1211-1-1-0717,,device_not_recording
1721191320000,2024-07-17T04:42:00Z,1211-1-1-0717,,device_not_recording
1721191380000,2024-07-17T04:43:00Z,1211-1-1-0717,,device_not_recording
1721191440000,2024-07-17T04:44:00Z,1211-1-1-0717,,device_not_recording
1721191500000,2024-07-17T04:45:00Z,1211-1-1-0717,,device_not_recording
1721191560000,2024-07-17T04:46:00Z,1211-1-1-0717,,device_not_recording
1721191620000,2024-07-17T04:47:00Z,1211-1-1-0717,,device_not_recording
1721191680000,2024-07-17T04:48:00Z,1211-1-1-0717,,device_not_recording
1721191740000,2024-07-17T04:49:00Z,1211-1-1-0717,,device_not_recording
1721191800000,2024-07-17T04:50:00Z,1211-1-1-0717,,device_not_recording
1721191860000,2024-07-17T04:51:00Z,1211-1-1-0717,,device_not_recording
1721191920000,2024-07-17T04:52:00Z,1211-1-1-0717,,device_not_recording
1721191980000,2024-07-17T04:53:00Z,1211-1-1-0717,,device_not_recording
1721192040000,2024-07-17T04:54:00Z,1211-1-1-0717,,device_not_recording
1721192100000,2024-07-17T04:55:00Z,1211-1-1-0717,,device_not_recording
1721192160000,2024-07-17T04:56:00Z,1211-1-1-0717,,device_not_recording
1721192220000,2024-07-17T04:57:00Z,1211-1-1-0717,,device_not_recording
1721192280000,2024-07-17T04:58:00Z,1211-1-1-0717,,device_not_recording
1721192340000,2024-07-17T04:59:00Z,1211-1-1-0717,,device_not_recording
1721192400000,2024-07-17T05:00:00Z,1211-1-1-0717,,device_not_recording
1721192460000,2024-07-17T05:01:00Z,1211-1-1-0717,,device_not_recording
1721192520000,2024-07-17T05:02:00Z,1211-1-1-0717,,device_not_recording
1721192580000,2024-07-17T05:03:00Z,1211-1-1-0717,,device_not_recording
1721192640000,2024-07-17T05:04:00Z,1211-1-1-0717,,device_not_recording
1721192700000,2024-07-17T05:05:00Z,1211-1-1-0717,,device_not_recording
1721192760000,2024-07-17T05:06:00Z,1211-1-1-0717,,device_not_recording
1721192820000,2024-07-17T05:07:00Z,1211-1-1-0717,,device_not_recording
1721192880000,2024-07-17T05:08:00Z,1211-1-1-0717,,device_not_recording
1721192940000,2024-07-17T05:09:00Z,1211-1-1-0717,,device_not_recording
1721193000000,2024-07-17T05:10:00Z,1211-1-1-0717,,device_not_recording
1721193060000,2024-07-17T05:11:00Z,1211-1-1-0717,,device_not_recording
1721193120000,2024-07-17T05:12:00Z,1211-1-1-0717,,device_not_recording
1721193180000,2024-07-17T05:13:00Z,1211-1-1-0717,,device_not_recording
1721193240000,2024-07-17T05:14:00Z,1211-1-1-0717,,device_not_recording
1721193300000,2024-07-17T05:15:00Z,1211-1-1-0717,,device_not_recording
1721193360000,2024-07-17T05:16:00Z,1211-1-1-0717,,device_not_recording
1721193420000,2024-07-17T05:17:00Z,1211-1-1-0717,,device_not_recording
1721193480000,2024-07-17T05:18:00Z,1211-1-1-0717,,device_not_recording
1721193540000,2024-07-17T05:19:00Z,1211-1-1-0717,,device_not_recording
1721193600000,2024-07-17T05:20:00Z,1211-1-1-0717,,device_not_recording
1721193660000,2024-07-17T05:21:00Z,1211-1-1-0717,,device_not_recording
1721193720000,2024-07-17T05:22:00Z,1211-1-1-0717,,device_not_recording
1721193780000,2024-07-17T05:23:00Z,1211-1-1-0717,,device_not_recording
1721193840000,2024-07-17T05:24:00Z,1211-1-1-0717,,device_not_recording
1721193900000,2024-07-17T05:25:00Z,1211-1-1-0717,,device_not_recording
1721193960000,2024-07-17T05:26:00Z,1211-1-1-0717,,device_not_recording
1721194020000,2024-07-17T05:27:00Z,1211-1-1-0717,,device_not_recording
1721194080000,2024-07-17T05:28:00Z,1211-1-1-0717,,device_not_recording
1721194140000,2024-07-17T05:29:00Z,1211-1-1-0717,,device_not_recording
1721194200000,2024-07-17T05:30:00Z,1211-1-1-0717,,device_not_recording
1721194260000,2024-07-17T05:31:00Z,1211-1-1-0717,,device_not_recording
1721194320000,2024-07-17T05:32:00Z,1211-1-1-0717,,device_not_recording
1721194380000,2024-07-17T05:33:00Z,1211-1-1-0717,,device_not_recording
1721194440000,2024-07-17T05:34:00Z,1211-1-1-0717,,device_not_recording
1721194500000,2024-07-17T05:35:00Z,1211-1-1-0717,,device_not_recording
1721194560000,2024-07-17T05:36:00Z,1211-1-1-0717,,device_not_recording
1721194620000,2024-07-17T05:37:00Z,1211-1-1-0717,,device_not_recording
1721194680000,2024-07-17T05:38:00Z,1211-1-1-0717,,device_not_recording
1721194740000,2024-07-17T05:39:00Z,1211-1-1-0717,,device_not_recording
1721194800000,2024-07-17T05:40:00Z,1211-1-1-0717,,device_not_recording
1721194860000,2024-07-17T05:41:00Z,1211-1-1-0717,,device_not_recording
1721194920000,2024-07-17T05:42:00Z,1211-1-1-0717,,device_not_recording
1721194980000,2024-07-17T05:43:00Z,1211-1-1-0717,,device_not_recording
1721195040000,2024-07-17T05:44:00Z,1211-1-1-0717,,device_not_recording
1721195100000,2024-07-17T05:45:00Z,1211-1-1-0717,,device_not_recording
1721195160000,2024-07-17T05:46:00Z,1211-1-1-0717,,device_not_recording
1721195220000,2024-07-17T05:47:00Z,1211-1-1-0717,,device_not_recording
1721195280000,2024-07-17T05:48:00Z,1211-1-1-0717,,device_not_recording
1721195340000,2024-07-17T05:49:00Z,1211-1-1-0717,,device_not_recording
1721195400000,2024-07-17T05:50:00Z,1211-1-1-0717,,device_not_recording
1721195460000,2024-07-17T05:51:00Z,1211-1-1-0717,,device_not_recording
1721195520000,2024-07-17T05:52:00Z,1211-1-1-0717,,device_not_recording
1721195580000,2024-07-17T05:53:00Z,1211-1-1-0717,,device_not_recording
1721195640000,2024-07-17T05:54:00Z,1211-1-1-0717,,device_not_recording
1721195700000,2024-07-17T05:55:00Z,1211-1-1-0717,,device_not_recording
1721195760000,2024-07-17T05:56:00Z,1211-1-1-0717,,device_not_recording
