participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.consent_given,player.button_clicked,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,4iyqsfyl,65ef1b4257164ebb8e1db886,0,367,368,payment,FinalResultsPage,2024-06-20 17:32:20.722328,1,,,1188.21,1,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
2,uz2flshd,632b947efa9da6a9bde31f94,0,367,368,payment,FinalResultsPage,2024-06-20 17:32:21.151045,1,,,1066.81,2,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
3,pelnggmx,612962f44f151ddfd0298c52,0,367,368,payment,FinalResultsPage,2024-06-20 17:32:21.567435,1,,,938.38,3,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
4,az5lo3mq,4vs1ljv7_89Z,0,367,368,payment,FinalResultsPage,2024-06-20 17:32:22.128771,1,,,1297.4,4,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
5,g23zaokb,653703627539f3a8b2ed4af3,0,367,368,payment,FinalResultsPage,2024-06-20 17:32:22.351192,1,,,846.09,5,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
6,72yz3eik,4vs1ljv7_33S,0,367,368,payment,FinalResultsPage,2024-06-20 17:32:22.366472,1,,,1056.24,6,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
7,ttaw67eh,4vs1ljv7_09T,0,367,368,payment,FinalResultsPage,2024-06-20 17:32:22.829517,1,,,936.75,7,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
8,ltsdih4y,5d19281012e152001920227f,0,367,368,payment,FinalResultsPage,2024-06-20 17:32:23.321994,1,,,829.83,8,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
9,sl456vtl,5dce29700ad506063969a4a5,0,367,368,payment,FinalResultsPage,2024-06-20 17:32:23.406827,1,,,1245.4,9,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
10,56xk58pt,59894fbbda239a0001fb8e16,0,368,368,payment,NonParticipantPage,2024-06-20 17:32:23.615580,1,,,0.0,10,,0.0,0,0,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
11,rfkvqo4c,5f504fd2cc049d1cbf29c40d,0,367,368,payment,FinalResultsPage,2024-06-20 17:32:25.725330,1,,,729.86,11,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
12,4t1ee9xg,651c4484ba17050f6b716614,0,367,368,payment,FinalResultsPage,2024-06-20 17:32:26.471365,1,,,1191.69,12,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
13,ul71j1bt,4vs1ljv7_03Q,0,367,368,payment,FinalResultsPage,2024-06-20 17:32:27.329565,1,,,809.14,13,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
14,b0bwe4f8,6642bc68a8130f486d2ae4b0,0,367,368,payment,FinalResultsPage,2024-06-20 17:32:26.811280,1,,,1024.5,14,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
15,p394myqt,663ed306e45b308e3a7b1f8d,0,367,368,payment,FinalResultsPage,2024-06-20 17:32:27.528637,1,,,1076.59,15,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
16,335bivem,6655e4f304ea91b8ecb46edc,0,367,368,payment,FinalResultsPage,2024-06-20 17:32:28.787581,1,,,722.87,16,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
17,tjr1wdxe,4vs1ljv7_33G,0,367,368,payment,FinalResultsPage,2024-06-20 17:32:29.681209,1,,,1158.93,17,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
18,p2corcpc,60f5f8769fc9289a9e518129,0,367,368,payment,FinalResultsPage,2024-06-20 17:32:31.390262,1,,,1102.03,18,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
19,7103fcf5,5a95a63e4eecca0001dd4cfa,0,367,368,payment,FinalResultsPage,2024-06-20 17:32:38.021574,1,,,907.62,19,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
20,4r9dfy5d,613e77b91fc96b58404a4584,0,367,368,payment,FinalResultsPage,2024-06-20 17:33:29.279569,1,,,1109.81,20,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
21,gtl2rxaw,66601438206fb7fc6c48a81f,0,367,368,payment,FinalResultsPage,2024-06-20 17:33:41.101762,1,,,1192.22,21,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
22,mq2o1nqd,6267c3d17f88988d0d787c7f,0,367,368,payment,FinalResultsPage,2024-06-20 17:33:43.293422,1,,,1026.46,22,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
23,bxi175mz,4vs1ljv7_69G,0,367,368,payment,FinalResultsPage,2024-06-20 17:35:30.287469,1,,,903.75,23,,0.0,1,1,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
24,nrpgulcb,lrx4o1bb_59B,0,368,368,payment,NonParticipantPage,2024-06-20 17:36:12.613431,1,,,0.0,24,,0.0,0,0,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
25,1yk46j9k,lrx4o1bb_66G,0,368,368,payment,NonParticipantPage,2024-06-20 17:36:12.636268,1,,,0.0,25,,0.0,0,0,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
26,q9gwyhpy,lrx4o1bb_16Q,0,368,368,payment,NonParticipantPage,2024-06-20 17:36:12.656045,1,,,0.0,26,,0.0,0,0,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
27,mb94csji,lrx4o1bb_66M,0,368,368,payment,NonParticipantPage,2024-06-20 17:36:12.674895,1,,,0.0,27,,0.0,0,0,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
28,i7nidqof,lrx4o1bb_32R,0,368,368,payment,NonParticipantPage,2024-06-20 17:36:12.711936,1,,,0.0,28,,0.0,0,0,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
29,e838j1gm,lrx4o1bb_76J,0,368,368,payment,NonParticipantPage,2024-06-20 17:36:12.749992,1,,,0.0,29,,0.0,0,0,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
30,fy17psvq,lrx4o1bb_46V,0,368,368,payment,NonParticipantPage,2024-06-20 17:36:12.789473,1,,,0.0,30,,0.0,0,0,1,1,lrx4o1bb,2024-06-20,,,Market Experiment,0
1,wrenn9ck,6679a7429f703992d1619bdc,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:19.330943,1,,,747.05,1,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
2,t83zd10p,65a2bc0d60b1e46f4e1d3cc8,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:19.736032,1,,,1202.66,2,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
3,fcf1porn,56f9364e895094000c8f4967,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:19.947384,1,,,780.99,3,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
4,rlcm0yxf,6605c7c89ba2e71bdfa91861,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:20.033041,1,,,773.24,4,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
5,ez8jnhcj,56e8bf5a870a8e000b4a8d6e,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:20.274061,1,,,1361.18,5,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
6,q9wdr9aq,665ca5c19424301a3658f79c,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:20.664964,1,,,1334.95,6,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
7,f6jajazm,r0fz6tf4_57R,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:20.851534,1,,,692.14,7,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
8,w2xn81n6,559c3b0efdf99b32b6963e81,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:20.945283,1,,,1545.63,8,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
9,xezt3n5d,5c95493ddd325800166f838a,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:21.088912,1,,,1048.46,9,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
10,kcw88hnc,663a63f7d07fee78a65a31a6,0,368,368,payment,NonParticipantPage,2024-07-02 17:54:22.645073,1,,,0.0,10,,0.0,0,0,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
11,autf04bh,664d22bd125af12d9d859875,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:22.845155,1,,,1172.98,11,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
12,8287gzxv,6569e36fbfc7a701e7446cd7,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:24.184015,1,,,950.87,12,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
13,ixdchnwz,r0fz6tf4_03A,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:23.945054,1,,,1149.98,13,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
14,t9ize4f1,5658000ca9872d0011e1ba26,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:25.212890,1,,,1115.7,14,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
15,2u1gqjh6,660452d6f4aa3a41d687885b,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:26.180923,1,,,777.89,15,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
16,kvvm8fro,5cc5e72ce3c44e0015fdf990,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:28.643033,1,,,1207.43,16,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
17,2pk7e2gz,r0fz6tf4_25L,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:29.368873,1,,,837.67,17,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
18,h5ix3yvs,5c3e82e91580e9000122d204,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:31.136465,1,,,906.8,18,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
19,flx3m3x4,r0fz6tf4_46V,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:31.825988,1,,,953.4,19,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
20,eqfrom9v,62cd43d66c2dd7ae9ab53ae7,0,368,368,payment,NonParticipantPage,2024-07-02 17:54:33.341335,1,,,0.0,20,,0.0,0,0,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
21,cwuqo5mr,63bd81516745e78ee7f50f7f,0,367,368,payment,FinalResultsPage,2024-07-02 17:54:56.607029,1,,,1086.77,21,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
22,5za4zl5i,65cce024500351e8c8f7ff26,0,367,368,payment,FinalResultsPage,2024-07-02 17:55:30.568749,1,,,1185.87,22,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
23,ewaelmwd,r0fz6tf4_60W,0,367,368,payment,FinalResultsPage,2024-07-02 18:01:08.435246,1,,,870.99,23,,0.0,1,1,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
24,9iktay63,txyy1leq_68O,0,368,368,payment,NonParticipantPage,2024-07-02 18:01:23.498254,1,,,0.0,24,,0.0,0,0,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
25,93omgedf,txyy1leq_15S,0,368,368,payment,NonParticipantPage,2024-07-02 18:01:23.519669,1,,,0.0,25,,0.0,0,0,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
26,4r1eou85,txyy1leq_42O,0,368,368,payment,NonParticipantPage,2024-07-02 18:01:23.539202,1,,,0.0,26,,0.0,0,0,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
27,05edw60k,txyy1leq_03P,0,368,368,payment,NonParticipantPage,2024-07-02 18:01:23.560028,1,,,0.0,27,,0.0,0,0,1,1,txyy1leq,2024-07-02,,,Market Experiment,0
