session,participant,part_label,round_number,type,quantity,price,quantity_final,original_quantity,automatic,timestamp,market_price,volume
j9yi8qx8,po07dezz,65a2bc0d60b1e46f4e1d3cc8,1,BUY,5,13.0,0,,0,12492,15.0,12
j9yi8qx8,6t5zkjsw,60ff7c8f4f066ccf6fe05587,1,BUY,3,15.0,3,,0,5133,15.0,12
j9yi8qx8,6t5zkjsw,60ff7c8f4f066ccf6fe05587,1,SELL,1,16.0,0,,0,15772,15.0,12
j9yi8qx8,2c2jk6i2,5f7529755aaa0e1a6e804640,1,BUY,3,14.0,0,,0,15198,15.0,12
j9yi8qx8,le0k73pf,56f9364e895094000c8f4967,1,SELL,2,15.0,2,,0,12526,15.0,12
j9yi8qx8,le0k73pf,56f9364e895094000c8f4967,1,BUY,2,14.0,0,,0,15150,15.0,12
j9yi8qx8,eqomb134,564d1fedb48dec0005b5191d,1,BUY,5,15.0,5,,0,8168,15.0,12
j9yi8qx8,jh4zquoe,600f9342e7bc5518fa9ca92a,1,BUY,2,15.0,2,,0,16800,15.0,12
j9yi8qx8,jh4zquoe,600f9342e7bc5518fa9ca92a,1,BUY,2,13.0,0,,0,19045,15.0,12
j9yi8qx8,164ihb2u,6554ea58c859388bc801973c,1,SELL,2,11.0,2,,0,14568,15.0,12
j9yi8qx8,di7fvryy,90H,1,BUY,2,13.0,0,,0,17025,15.0,12
j9yi8qx8,hek05e9p,5c3151aa0cfe9a00012f6f3f,1,BUY,2,15.0,2,,0,12643,15.0,12
j9yi8qx8,uhwxw8pp,81F,1,BUY,1,15.0,0,,0,17776,15.0,12
j9yi8qx8,6erfh0b4,44L,1,SELL,2,15.0,2,,0,11115,15.0,12
j9yi8qx8,6erfh0b4,44L,1,BUY,1,13.0,0,,0,17882,15.0,12
j9yi8qx8,y0k96lit,10Q,1,SELL,2,17.0,0,,0,11944,15.0,12
j9yi8qx8,y0k96lit,10Q,1,BUY,1,15.0,0,,0,19216,15.0,12
j9yi8qx8,wpf8xvzn,60X,1,SELL,1,16.0,0,,0,7714,15.0,12
j9yi8qx8,wpf8xvzn,60X,1,BUY,1,14.0,0,,0,18001,15.0,12
j9yi8qx8,0j7pa5ah,657322bd0c81d1e8853d38e8,1,BUY,5,12.0,0,,0,12124,15.0,12
