session,participant,part_label,round_number,type,quantity,price,quantity_final,original_quantity,automatic,timestamp,market_price,volume
lztzt0mf,7yie36v5,561487ad7ffc8a0012812266,1,BUY,3,15.0,3,,0,11099,15.0,11
lztzt0mf,7yie36v5,561487ad7ffc8a0012812266,1,SELL,3,16.0,0,,0,14134,15.0,11
lztzt0mf,n7xvxqf6,5dd2f94a238a913096c52317,1,SELL,2,15.0,0,,0,6986,15.0,11
lztzt0mf,37fxkf6n,63cff262503b56190be3eb18,1,BUY,3,16.0,3,,0,10610,15.0,11
lztzt0mf,tua9l5ic,629e241d171ec6698e05f149,1,SELL,4,13.0,4,,0,11486,15.0,11
lztzt0mf,3z5ajv7g,63254db937c17e8e9200fd54,1,BUY,4,12.0,0,,0,15159,15.0,11
lztzt0mf,5eiyjet7,5c8db07eb1f89a0016777fe0,1,BUY,2,14.0,0,,0,7399,15.0,11
lztzt0mf,5eiyjet7,5c8db07eb1f89a0016777fe0,1,BUY,2,13.0,0,,0,10451,15.0,11
lztzt0mf,5eiyjet7,5c8db07eb1f89a0016777fe0,1,SELL,1,15.0,0,,0,19096,15.0,11
lztzt0mf,xixbk2wi,5d4869cc692e5400197a980c,1,BUY,1,15.0,1,,0,15921,15.0,11
lztzt0mf,6w7zusl6,614f89a9441723072040d4de,1,BUY,1,12.0,0,,0,9212,15.0,11
lztzt0mf,6w7zusl6,614f89a9441723072040d4de,1,SELL,3,14.0,3,,0,12694,15.0,11
lztzt0mf,aq32twsx,5e5e623737be5e1762ad4418,1,SELL,2,12.0,2,,0,8709,15.0,11
lztzt0mf,aq32twsx,5e5e623737be5e1762ad4418,1,SELL,2,13.0,2,,0,10327,15.0,11
lztzt0mf,3fjd4p07,5f3d6975ef131710ed519c7a,1,BUY,3,16.0,3,,0,4108,15.0,11
lztzt0mf,3fjd4p07,5f3d6975ef131710ed519c7a,1,BUY,3,12.0,0,,0,6491,15.0,11
lztzt0mf,grvtqx2k,59d9d9cd8fd07a0001842484,1,BUY,4,12.0,0,,0,19854,15.0,11
lztzt0mf,q3eed83d,650d90ebf26334f992c31579,1,BUY,2,14.0,0,,0,18982,15.0,11
lztzt0mf,5t2lsf81,5ecc6ffce3ca77849333e83e,1,BUY,5,12.0,0,,0,18414,15.0,11
lztzt0mf,kr5aqbg4,62bdc30224534809032cf056,1,BUY,2,13.0,0,,0,9972,15.0,11
lztzt0mf,kr5aqbg4,62bdc30224534809032cf056,1,SELL,2,15.0,0,,0,12025,15.0,11
lztzt0mf,2q5u7nzm,64c0a2d8031339ab6ec5e54a,1,BUY,2,14.0,0,,0,11431,15.0,11
lztzt0mf,6mcv9x1g,59ac5e9f9fdf6c0001cba8bf,1,BUY,1,15.0,1,,0,7936,15.0,11
lztzt0mf,6mcv9x1g,59ac5e9f9fdf6c0001cba8bf,1,BUY,1,13.0,0,,0,18764,15.0,11
lztzt0mf,9rew9efn,5e2e7d79acf5fe45b62f859a,1,BUY,2,12.0,0,,0,12600,15.0,11
lztzt0mf,7yie36v5,561487ad7ffc8a0012812266,2,BUY,3,17.0,3,,0,12726,16.0,10
lztzt0mf,n7xvxqf6,5dd2f94a238a913096c52317,2,SELL,3,16.0,3,,0,11088,16.0,10
lztzt0mf,37fxkf6n,63cff262503b56190be3eb18,2,SELL,1,17.0,0,,0,13485,16.0,10
lztzt0mf,3z5ajv7g,63254db937c17e8e9200fd54,2,BUY,5,15.0,0,,0,7760,16.0,10
lztzt0mf,a053vavw,60c4e1091b936c7b812e5af4,2,SELL,3,16.0,3,,0,5940,16.0,10
lztzt0mf,a053vavw,60c4e1091b936c7b812e5af4,2,SELL,1,15.0,1,,0,9172,16.0,10
lztzt0mf,5eiyjet7,5c8db07eb1f89a0016777fe0,2,BUY,2,15.0,0,,0,7303,16.0,10
lztzt0mf,xixbk2wi,5d4869cc692e5400197a980c,2,BUY,1,15.0,0,,0,12043,16.0,10
lztzt0mf,xixbk2wi,5d4869cc692e5400197a980c,2,SELL,3,17.0,0,,0,17384,16.0,10
lztzt0mf,6w7zusl6,614f89a9441723072040d4de,2,BUY,3,14.0,0,,0,9153,16.0,10
lztzt0mf,6w7zusl6,614f89a9441723072040d4de,2,BUY,1,15.0,0,,0,15796,16.0,10
lztzt0mf,aq32twsx,5e5e623737be5e1762ad4418,2,BUY,2,16.0,2,,0,12438,16.0,10
lztzt0mf,aq32twsx,5e5e623737be5e1762ad4418,2,BUY,2,13.0,0,,0,16465,16.0,10
lztzt0mf,3fjd4p07,5f3d6975ef131710ed519c7a,2,BUY,3,17.0,3,,0,1679,16.0,10
lztzt0mf,3fjd4p07,5f3d6975ef131710ed519c7a,2,BUY,1,13.0,0,,0,19289,16.0,10
lztzt0mf,grvtqx2k,59d9d9cd8fd07a0001842484,2,BUY,5,15.0,0,,0,14468,16.0,10
lztzt0mf,q3eed83d,650d90ebf26334f992c31579,2,BUY,2,15.0,0,,0,9953,16.0,10
lztzt0mf,q3eed83d,650d90ebf26334f992c31579,2,SELL,2,16.0,2,,0,16874,16.0,10
lztzt0mf,5t2lsf81,5ecc6ffce3ca77849333e83e,2,BUY,5,13.0,0,,0,8936,16.0,10
lztzt0mf,kr5aqbg4,62bdc30224534809032cf056,2,BUY,4,15.0,0,,0,11791,16.0,10
lztzt0mf,kr5aqbg4,62bdc30224534809032cf056,2,BUY,2,15.0,0,,0,18505,16.0,10
lztzt0mf,2q5u7nzm,64c0a2d8031339ab6ec5e54a,2,SELL,1,15.0,1,,0,16452,16.0,10
lztzt0mf,6mcv9x1g,59ac5e9f9fdf6c0001cba8bf,2,BUY,2,16.0,2,,0,12806,16.0,10
lztzt0mf,7yie36v5,561487ad7ffc8a0012812266,3,SELL,4,18.0,0,,0,15650,17.0,8
lztzt0mf,n7xvxqf6,5dd2f94a238a913096c52317,3,BUY,4,15.0,0,,0,17248,17.0,8
lztzt0mf,37fxkf6n,63cff262503b56190be3eb18,3,BUY,4,14.0,0,,0,9898,17.0,8
lztzt0mf,37fxkf6n,63cff262503b56190be3eb18,3,SELL,3,16.0,3,,0,15884,17.0,8
lztzt0mf,3z5ajv7g,63254db937c17e8e9200fd54,3,BUY,5,16.0,0,,0,9042,17.0,8
lztzt0mf,a053vavw,60c4e1091b936c7b812e5af4,3,BUY,2,15.0,0,,0,11105,17.0,8
lztzt0mf,5eiyjet7,5c8db07eb1f89a0016777fe0,3,BUY,2,13.0,0,,0,9624,17.0,8
lztzt0mf,5eiyjet7,5c8db07eb1f89a0016777fe0,3,BUY,1,15.0,0,,0,13813,17.0,8
lztzt0mf,xixbk2wi,5d4869cc692e5400197a980c,3,SELL,3,17.0,0,,0,9243,17.0,8
lztzt0mf,xixbk2wi,5d4869cc692e5400197a980c,3,BUY,3,14.0,0,,0,18331,17.0,8
lztzt0mf,6w7zusl6,614f89a9441723072040d4de,3,BUY,2,16.0,0,,0,6168,17.0,8
lztzt0mf,6w7zusl6,614f89a9441723072040d4de,3,SELL,1,17.0,0,,0,14936,17.0,8
lztzt0mf,aq32twsx,5e5e623737be5e1762ad4418,3,BUY,3,13.0,0,,0,17520,17.0,8
lztzt0mf,aq32twsx,5e5e623737be5e1762ad4418,3,BUY,2,16.0,0,,0,19734,17.0,8
lztzt0mf,3fjd4p07,5f3d6975ef131710ed519c7a,3,SELL,1,13.0,1,,0,3887,17.0,8
lztzt0mf,3fjd4p07,5f3d6975ef131710ed519c7a,3,SELL,1,15.0,1,,0,4466,17.0,8
lztzt0mf,3fjd4p07,5f3d6975ef131710ed519c7a,3,SELL,3,15.0,3,,0,6157,17.0,8
lztzt0mf,grvtqx2k,59d9d9cd8fd07a0001842484,3,BUY,4,19.0,4,,0,17714,17.0,8
lztzt0mf,q3eed83d,650d90ebf26334f992c31579,3,BUY,1,16.0,0,,0,9333,17.0,8
lztzt0mf,5t2lsf81,5ecc6ffce3ca77849333e83e,3,BUY,5,13.0,0,,0,3857,17.0,8
lztzt0mf,5t2lsf81,5ecc6ffce3ca77849333e83e,3,SELL,4,17.0,0,,0,15977,17.0,8
lztzt0mf,kr5aqbg4,62bdc30224534809032cf056,3,BUY,4,17.0,4,,0,8685,17.0,8
lztzt0mf,kr5aqbg4,62bdc30224534809032cf056,3,SELL,2,18.0,0,,0,16889,17.0,8
lztzt0mf,2q5u7nzm,64c0a2d8031339ab6ec5e54a,3,BUY,4,16.0,0,,0,9400,17.0,8
lztzt0mf,6mcv9x1g,59ac5e9f9fdf6c0001cba8bf,3,BUY,1,16.0,0,,0,8436,17.0,8
lztzt0mf,6mcv9x1g,59ac5e9f9fdf6c0001cba8bf,3,SELL,3,18.0,0,,0,13773,17.0,8
lztzt0mf,6mcv9x1g,59ac5e9f9fdf6c0001cba8bf,3,SELL,2,17.0,0,,0,16437,17.0,8
lztzt0mf,9rew9efn,5e2e7d79acf5fe45b62f859a,3,BUY,2,13.0,0,,0,14702,17.0,8
lztzt0mf,7yie36v5,561487ad7ffc8a0012812266,4,BUY,4,15.0,4,,0,6243,15.0,16
lztzt0mf,7yie36v5,561487ad7ffc8a0012812266,4,SELL,4,17.0,0,,0,11982,15.0,16
lztzt0mf,n7xvxqf6,5dd2f94a238a913096c52317,4,BUY,3,14.0,0,,0,4745,15.0,16
lztzt0mf,37fxkf6n,63cff262503b56190be3eb18,4,BUY,5,13.0,0,,0,10391,15.0,16
lztzt0mf,37fxkf6n,63cff262503b56190be3eb18,4,SELL,4,15.0,4,,0,16694,15.0,16
lztzt0mf,tua9l5ic,629e241d171ec6698e05f149,4,SELL,4,13.0,4,,0,7285,15.0,16
lztzt0mf,3z5ajv7g,63254db937c17e8e9200fd54,4,BUY,5,14.0,0,,0,5556,15.0,16
lztzt0mf,3z5ajv7g,63254db937c17e8e9200fd54,4,BUY,1,15.0,1,,0,13096,15.0,16
lztzt0mf,a053vavw,60c4e1091b936c7b812e5af4,4,SELL,1,15.0,1,,0,7034,15.0,16
lztzt0mf,a053vavw,60c4e1091b936c7b812e5af4,4,SELL,2,14.0,2,,0,11930,15.0,16
lztzt0mf,5eiyjet7,5c8db07eb1f89a0016777fe0,4,BUY,2,14.0,0,,0,7382,15.0,16
lztzt0mf,5eiyjet7,5c8db07eb1f89a0016777fe0,4,BUY,2,13.0,0,,0,8704,15.0,16
lztzt0mf,5eiyjet7,5c8db07eb1f89a0016777fe0,4,BUY,2,12.0,0,,0,9520,15.0,16
lztzt0mf,5eiyjet7,5c8db07eb1f89a0016777fe0,4,SELL,2,16.0,0,,0,14768,15.0,16
lztzt0mf,xixbk2wi,5d4869cc692e5400197a980c,4,BUY,1,14.0,0,,0,5077,15.0,16
lztzt0mf,xixbk2wi,5d4869cc692e5400197a980c,4,BUY,1,14.0,0,,0,7038,15.0,16
lztzt0mf,xixbk2wi,5d4869cc692e5400197a980c,4,SELL,4,17.0,0,,0,14052,15.0,16
lztzt0mf,6w7zusl6,614f89a9441723072040d4de,4,BUY,3,14.0,0,,0,4455,15.0,16
lztzt0mf,6w7zusl6,614f89a9441723072040d4de,4,SELL,3,15.0,3,,0,15131,15.0,16
lztzt0mf,aq32twsx,5e5e623737be5e1762ad4418,4,SELL,2,15.0,2,,0,4029,15.0,16
lztzt0mf,aq32twsx,5e5e623737be5e1762ad4418,4,BUY,2,13.0,0,,0,11396,15.0,16
lztzt0mf,3fjd4p07,5f3d6975ef131710ed519c7a,4,BUY,2,16.0,2,,0,1590,15.0,16
