session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
171zeo55,1,kam9jkno,0,,InitializeParticipant,1708193380,1,0,0
129r8w2t,1,d0op17p4,0,,InitializeParticipant,1708194331,1,0,0
cff3o3ii,1,a3nt64n8,0,,InitializeParticipant,1708194561,1,0,0
cff3o3ii,2,henez664,0,,InitializeParticipant,1708194578,1,0,0
cff3o3ii,2,henez664,1,landingct,Instructions,1708194618,1,0,0
cff3o3ii,1,a3nt64n8,1,landingct,Instructions,1708194621,1,0,0
s9llw54x,1,axnqo43x,0,,InitializeParticipant,1708194878,1,0,0
s9llw54x,2,2kqxf7j8,0,,InitializeParticipant,1708194900,1,0,0
s9llw54x,2,2kqxf7j8,1,landingct,Instructions,1708194906,1,0,0
s9llw54x,1,axnqo43x,1,landingct,Instructions,1708194912,1,0,0
cff3o3ii,2,henez664,2,landingct,Survey1,1708195527,1,1,0
cff3o3ii,1,a3nt64n8,2,landingct,Survey1,1708195530,1,1,0
s9llw54x,3,rxgjtljb,0,,InitializeParticipant,1708195656,1,0,0
s9llw54x,3,rxgjtljb,1,landingct,Instructions,1708195671,1,0,0
s9llw54x,2,2kqxf7j8,2,landingct,Survey1,1708195683,1,0,0
s9llw54x,3,rxgjtljb,2,landingct,Survey1,1708195712,1,0,0
s9llw54x,3,rxgjtljb,3,landingct,WaitForPlayers,1708195713,1,0,0
s9llw54x,2,2kqxf7j8,3,landingct,WaitForPlayers,1708195714,1,0,0
dkb1582s,1,moz70s1b,0,,InitializeParticipant,1708195720,1,0,0
dkb1582s,2,7jsgawxz,0,,InitializeParticipant,1708195721,1,0,0
dkb1582s,3,3s7s9v1r,0,,InitializeParticipant,1708195746,1,0,0
dkb1582s,1,moz70s1b,1,consent,ConsentWaitPage,1708195746,1,0,1
dkb1582s,2,7jsgawxz,1,consent,ConsentWaitPage,1708195746,1,0,1
dkb1582s,3,3s7s9v1r,1,consent,ConsentWaitPage,1708195746,1,0,1
dkb1582s,2,7jsgawxz,2,consent,ConsentPage,1708195754,1,0,0
dkb1582s,1,moz70s1b,2,consent,ConsentPage,1708195755,1,0,0
dkb1582s,3,3s7s9v1r,2,consent,ConsentPage,1708195762,1,1,0
dkb1582s,1,moz70s1b,3,rounds,PreMarketWait,1708195762,1,0,1
dkb1582s,2,7jsgawxz,3,rounds,PreMarketWait,1708195762,1,0,1
dkb1582s,3,3s7s9v1r,3,rounds,PreMarketWait,1708195762,1,0,1
dkb1582s,2,7jsgawxz,4,rounds,PracticeStartPage,1708195766,1,0,0
dkb1582s,1,moz70s1b,4,rounds,PracticeStartPage,1708195771,1,0,0
dkb1582s,2,7jsgawxz,6,rounds,MarketGridChoice,1708195788,1,1,0
