session,participant,part_label,round_number,type,quantity,price,quantity_final,original_quantity,automatic,timestamp,market_price,volume
b4opeq8h,oicdy9xc,6644fd6f64ae08e1ffa4e3e4,1,BUY,2,13.0,0,,0,16027,15.0,9
b4opeq8h,r5zs00q4,5a42c80ddaea400001ac24e0,1,BUY,1,16.0,1,,0,11852,15.0,9
b4opeq8h,jic25cze,66324192b42e6c1608a6a659,1,BUY,1,15.0,0,,0,8733,15.0,9
b4opeq8h,jic25cze,66324192b42e6c1608a6a659,1,SELL,1,16.0,0,,0,15369,15.0,9
b4opeq8h,gp3yiau8,6597691b6cf046f7396fcef4,1,SELL,1,15.0,1,,0,19296,15.0,9
b4opeq8h,om7bqns4,66a292cd2a826dbe7e1d79ab,1,BUY,1,14.0,0,,0,10527,15.0,9
b4opeq8h,om7bqns4,66a292cd2a826dbe7e1d79ab,1,SELL,1,16.0,0,,0,14560,15.0,9
b4opeq8h,3mn5auju,668d655ff5755515179cd089,1,SELL,2,14.0,2,,0,12801,15.0,9
b4opeq8h,om8q3z04,xco4ckt0_38W,1,SELL,2,13.0,2,,0,14355,15.0,9
b4opeq8h,om8q3z04,xco4ckt0_38W,1,SELL,2,12.0,2,,0,17443,15.0,9
b4opeq8h,xqhnq5bu,664ce5c89fde4d6beffbd6da,1,BUY,2,12.0,0,,0,5533,15.0,9
b4opeq8h,oluajjnr,6686ebe474531e4a1975636f,1,BUY,1,15.0,0,,0,6851,15.0,9
b4opeq8h,oluajjnr,6686ebe474531e4a1975636f,1,BUY,1,15.0,0,,0,17077,15.0,9
b4opeq8h,0gr21gvy,6698155ab3119d4c4e19ce24,1,BUY,1,13.0,0,,0,16391,15.0,9
b4opeq8h,0gr21gvy,6698155ab3119d4c4e19ce24,1,SELL,2,16.0,0,,0,17410,15.0,9
b4opeq8h,0gr21gvy,6698155ab3119d4c4e19ce24,1,BUY,1,13.0,0,,0,19338,15.0,9
b4opeq8h,nvwuzsgt,64602202550aa320d8de4330,1,BUY,3,15.0,2,,0,18697,15.0,9
b4opeq8h,f3vpegp7,6674dd25a7b1b8905c751bd9,1,SELL,2,15.0,2,,0,9076,15.0,9
b4opeq8h,f3vpegp7,6674dd25a7b1b8905c751bd9,1,BUY,2,14.0,0,,0,15193,15.0,9
b4opeq8h,t94zagrq,66afb09765f525abb800e628,1,BUY,4,15.0,4,,0,10358,15.0,9
b4opeq8h,yuu3kuh0,66a170546177a232c00c656e,1,SELL,4,17.0,0,,0,10634,15.0,9
b4opeq8h,duzfwkfb,663bb9db26fcbc63b26fbee3,1,BUY,2,16.0,2,,0,7409,15.0,9
b4opeq8h,duzfwkfb,663bb9db26fcbc63b26fbee3,1,SELL,2,17.0,0,,0,15223,15.0,9
b4opeq8h,oicdy9xc,6644fd6f64ae08e1ffa4e3e4,2,BUY,2,14.0,0,,0,17128,16.0,6
b4opeq8h,r5zs00q4,5a42c80ddaea400001ac24e0,2,BUY,1,18.0,1,,0,7129,16.0,6
b4opeq8h,jic25cze,66324192b42e6c1608a6a659,2,BUY,1,15.0,0,,0,7002,16.0,6
b4opeq8h,jic25cze,66324192b42e6c1608a6a659,2,SELL,1,16.0,0,,0,9243,16.0,6
b4opeq8h,gp3yiau8,6597691b6cf046f7396fcef4,2,SELL,2,17.0,0,,0,11323,16.0,6
b4opeq8h,gp3yiau8,6597691b6cf046f7396fcef4,2,BUY,5,15.0,0,,0,16110,16.0,6
b4opeq8h,om7bqns4,66a292cd2a826dbe7e1d79ab,2,SELL,2,17.0,0,,0,9608,16.0,6
b4opeq8h,om7bqns4,66a292cd2a826dbe7e1d79ab,2,BUY,2,14.0,0,,0,15625,16.0,6
b4opeq8h,3mn5auju,668d655ff5755515179cd089,2,SELL,2,13.0,2,,0,4641,16.0,6
b4opeq8h,3mn5auju,668d655ff5755515179cd089,2,BUY,1,12.0,0,,0,13895,16.0,6
b4opeq8h,om8q3z04,xco4ckt0_38W,2,BUY,5,15.0,0,,0,16898,16.0,6
b4opeq8h,xqhnq5bu,664ce5c89fde4d6beffbd6da,2,BUY,3,14.0,0,,0,3184,16.0,6
b4opeq8h,xqhnq5bu,664ce5c89fde4d6beffbd6da,2,BUY,4,15.0,0,,0,9833,16.0,6
b4opeq8h,oluajjnr,6686ebe474531e4a1975636f,2,BUY,1,17.0,1,,0,7665,16.0,6
b4opeq8h,0gr21gvy,6698155ab3119d4c4e19ce24,2,SELL,3,16.0,0,,0,13552,16.0,6
b4opeq8h,0gr21gvy,6698155ab3119d4c4e19ce24,2,BUY,1,14.0,0,,0,14741,16.0,6
b4opeq8h,k0c3d5vr,xco4ckt0_54L,2,BUY,3,15.0,0,,0,10444,16.0,6
b4opeq8h,k0c3d5vr,xco4ckt0_54L,2,SELL,1,16.0,0,,0,18755,16.0,6
b4opeq8h,nvwuzsgt,64602202550aa320d8de4330,2,BUY,2,15.0,0,,0,19047,16.0,6
b4opeq8h,mcp84ba1,6629515d8dd4df4d04ab8885,2,BUY,5,13.0,0,,0,10958,16.0,6
b4opeq8h,f3vpegp7,6674dd25a7b1b8905c751bd9,2,BUY,3,15.0,0,,0,10850,16.0,6
b4opeq8h,t94zagrq,66afb09765f525abb800e628,2,BUY,2,17.0,2,,0,5860,16.0,6
b4opeq8h,yuu3kuh0,66a170546177a232c00c656e,2,SELL,4,13.0,4,,0,12696,16.0,6
b4opeq8h,duzfwkfb,663bb9db26fcbc63b26fbee3,2,SELL,2,17.0,0,,0,8437,16.0,6
b4opeq8h,duzfwkfb,663bb9db26fcbc63b26fbee3,2,BUY,3,14.0,0,,0,14667,16.0,6
b4opeq8h,h2wnh09i,66b02b6ca82640dbf8f7c964,2,BUY,2,16.0,2,,0,4176,16.0,6
b4opeq8h,oicdy9xc,6644fd6f64ae08e1ffa4e3e4,3,BUY,3,18.0,3,,0,14232,17.0,7
b4opeq8h,r5zs00q4,5a42c80ddaea400001ac24e0,3,BUY,1,12.0,0,,0,6152,17.0,7
b4opeq8h,r5zs00q4,5a42c80ddaea400001ac24e0,3,SELL,3,20.0,0,,0,8180,17.0,7
b4opeq8h,r5zs00q4,5a42c80ddaea400001ac24e0,3,BUY,3,12.0,0,,0,12644,17.0,7
b4opeq8h,r5zs00q4,5a42c80ddaea400001ac24e0,3,SELL,2,19.0,0,,0,17009,17.0,7
b4opeq8h,jic25cze,66324192b42e6c1608a6a659,3,BUY,1,15.0,0,,0,8041,17.0,7
b4opeq8h,jic25cze,66324192b42e6c1608a6a659,3,SELL,1,16.0,1,,0,11183,17.0,7
b4opeq8h,om7bqns4,66a292cd2a826dbe7e1d79ab,3,BUY,3,15.0,0,,0,13748,17.0,7
b4opeq8h,om7bqns4,66a292cd2a826dbe7e1d79ab,3,SELL,2,17.0,2,,0,18082,17.0,7
b4opeq8h,3mn5auju,668d655ff5755515179cd089,3,BUY,2,15.0,0,,0,13172,17.0,7
b4opeq8h,xqhnq5bu,664ce5c89fde4d6beffbd6da,3,BUY,3,13.0,0,,0,10883,17.0,7
b4opeq8h,xqhnq5bu,664ce5c89fde4d6beffbd6da,3,SELL,2,18.0,0,,0,19465,17.0,7
b4opeq8h,oluajjnr,6686ebe474531e4a1975636f,3,BUY,3,18.0,3,,0,9848,17.0,7
b4opeq8h,0gr21gvy,6698155ab3119d4c4e19ce24,3,BUY,3,17.0,0,,0,12798,17.0,7
b4opeq8h,0gr21gvy,6698155ab3119d4c4e19ce24,3,SELL,3,20.0,0,,0,16057,17.0,7
b4opeq8h,k0c3d5vr,xco4ckt0_54L,3,BUY,5,17.0,1,,0,7438,17.0,7
b4opeq8h,nvwuzsgt,64602202550aa320d8de4330,3,SELL,2,17.0,2,,0,8524,17.0,7
b4opeq8h,nvwuzsgt,64602202550aa320d8de4330,3,BUY,2,16.0,0,,0,15155,17.0,7
b4opeq8h,f3vpegp7,6674dd25a7b1b8905c751bd9,3,SELL,2,18.0,0,,0,6540,17.0,7
b4opeq8h,f3vpegp7,6674dd25a7b1b8905c751bd9,3,BUY,2,16.0,0,,0,12887,17.0,7
b4opeq8h,f3vpegp7,6674dd25a7b1b8905c751bd9,3,BUY,3,16.0,0,,0,17247,17.0,7
b4opeq8h,t94zagrq,66afb09765f525abb800e628,3,SELL,3,18.0,0,,0,15747,17.0,7
b4opeq8h,yuu3kuh0,66a170546177a232c00c656e,3,BUY,1,17.0,0,,0,12996,17.0,7
