participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.timeout,player.consent_given,player.quiz_1,player.quiz_2,player.quiz_3,player.quiz_4,player.quiz_5,player.quiz_1_init,player.quiz_2_init,player.quiz_3_init,player.quiz_4_init,player.quiz_5_init,player.quiz_grade,player.quiz_attempt,player.quiz_failed,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,6man43ww,651c4484ba17050f6b716614,0,8,8,landingct,NoConsent,2024-09-12 15:33:01.876737,1,,,0.0,1,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,14,5,1,0,1,1,z3rbuang,2024-09-12,,,Landing Page,0
2,h8llk5xd,{{%PROLIFIC_PID%}},0,8,8,landingct,NoConsent,2024-09-12 15:36:19.887764,1,,,0.0,2,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,z3rbuang,2024-09-12,,,Landing Page,0
3,gn2jtyk1,{{%PROLIFIC_PID%},0,8,8,landingct,NoConsent,2024-09-12 15:36:45.297156,1,,,0.0,3,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,z3rbuang,2024-09-12,,,Landing Page,0
4,hf4bqxes,{{65412ca42e0e2fbb27b8a7b2}},0,8,8,landingct,NoConsent,2024-09-12 15:37:21.583924,1,,,0.0,4,,0.0,0.0,1,,,,,,,,,,,0,0,1,1,1,z3rbuang,2024-09-12,,,Landing Page,0
5,6b99jr26,5658000ca9872d0011e1ba26,0,8,8,landingct,NoConsent,2024-09-12 15:39:59.901294,1,,,0.0,5,,0.0,0.0,1,2,2,210,110,14,2,3,205,110,14,3,2,0,1,1,z3rbuang,2024-09-12,,,Landing Page,0
6,g6um8xsg,6686ebe474531e4a1975636f,0,8,8,landingct,NoConsent,2024-09-12 15:40:21.665628,1,,,0.0,6,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,14,5,1,0,1,1,z3rbuang,2024-09-12,,,Landing Page,0
7,onve3px7,65412ca42e0e2fbb27b8a7b2,0,8,8,landingct,NoConsent,2024-09-12 15:40:38.133697,1,,,0.0,7,,0.0,0.0,1,2,2,210,110,14,2,2,210,105,14,4,2,0,1,1,z3rbuang,2024-09-12,,,Landing Page,0
8,y9fsujpr,6685abbd83e060274844e7f2,0,8,8,landingct,NoConsent,2024-09-12 15:40:42.290874,1,,,0.0,8,,0.0,0.0,1,2,2,210,110,14,2,1,210,105,30,2,11,0,1,1,z3rbuang,2024-09-12,,,Landing Page,0
9,5xjhytq7,5c95493ddd325800166f838a,0,8,8,landingct,NoConsent,2024-09-12 15:40:43.556095,1,,,0.0,9,,0.0,0.0,1,2,2,210,110,14,1,2,210,110,14,4,2,0,1,1,z3rbuang,2024-09-12,,,Landing Page,0
10,kxphjvtu,666303d485d352f6067b1f38,0,8,8,landingct,NoConsent,2024-09-12 15:41:04.963916,1,,,0.0,10,,0.0,0.0,1,2,2,210,110,14,2,2,200,110,29,3,2,0,1,1,z3rbuang,2024-09-12,,,Landing Page,0
11,wsyj1mva,5b9c2c816f92f30001ecce7a,0,8,8,landingct,NoConsent,2024-09-12 15:41:16.624811,1,,,0.0,11,,0.0,0.0,1,2,2,210,110,14,2,2,210,100,14,4,2,0,1,1,z3rbuang,2024-09-12,,,Landing Page,0
12,i4dzyga2,664299802cd8985e29fc6573,0,8,8,landingct,NoConsent,2024-09-12 15:41:23.674614,1,,,0.0,12,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,14,5,1,0,1,1,z3rbuang,2024-09-12,,,Landing Page,0
13,932wjevz,60f4a2d142c69dc1121b6dbf,0,8,8,landingct,NoConsent,2024-09-12 15:43:39.799513,1,,,0.0,13,,0.0,0.0,1,2,2,210,110,14,2,5,210,110,14,4,2,0,1,1,z3rbuang,2024-09-12,,,Landing Page,0
14,p9zr6v4r,666e02576e916cd782e9ae12,0,8,8,landingct,NoConsent,2024-09-12 15:44:22.864480,1,,,0.0,14,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,14,5,1,0,1,1,z3rbuang,2024-09-12,,,Landing Page,0
