session,part_label,round,cash,shares,periods_until_auto_buy,periods_until_auto_sell,shares_transacted,trans_cost,cash_after_trade,interest_earned,dividend_earned,cash_result,shares_result,f0,f1,f2,f3,fcast_rnd_0,fcast_rnd_1,fcast_rnd_2,fcast_rnd_3,fcast_err_0,fcast_err_1,fcast_err_2,fcast_err_3,risk_1,risk_2,risk_3,risk_4,risk_rh,risk_rl,risk_sh,risk_sl,risk_phi_1,risk_phi_2,risk_phi_3,risk_phi_4,risk_reward,dose_r,dose_mu,is_mv,buy_quant,sell_quant,market_price,stock_value,equity
pmyan048,6630dd23d49aad3c932af33c,8,97.36,7.0,-99,-99,0,0.0,97.36,4.87,2.8,105.03,7.0,16.0,23.0,25.0,20.0,8.0,10.0,13.0,18.0,15.0,12.0,17.0,40.0,0.0,0.0,0.0,1.0,17.5,1.25,9.25,9.0,38.0,54.0,69.0,92.0,,1.1810885839459644,3.1046145984723705,False,2,0,28.0,196.0,293.36
pmyan048,8w4eyts6_80C,8,115.55,5.0,-99,-99,-2,62.0,177.55,8.88,1.2,187.63,3.0,29.0,30.0,32.0,35.0,8.0,10.0,13.0,18.0,2.0,5.0,10.0,25.0,0.0,1.0,0.0,1.0,17.5,1.25,9.25,9.0,38.0,54.0,47.0,60.0,,0.8242351167439528,2.539472412902779,False,1,2,28.0,140.0,255.55
pmyan048,6668b7620adc0e65f62c79d5,8,252.08,0.0,-99,-99,0,0.0,252.08,12.6,0.0,264.68,0.0,33.0,40.0,39.0,45.0,8.0,10.0,13.0,18.0,-2.0,-5.0,3.0,15.0,1.0,1.0,0.0,0.0,17.5,1.25,9.25,9.0,38.0,27.0,23.0,25.0,,-1.0373840700978063,2.9627782798381714,False,4,0,28.0,0.0,252.08
pmyan048,8w4eyts6_62K,8,154.47,5.0,-99,-99,0,0.0,154.47,7.72,2.0,164.19,5.0,36.0,36.0,39.0,41.0,8.0,10.0,13.0,18.0,-5.0,-1.0,3.0,19.0,0.0,0.0,0.0,0.0,17.5,1.25,9.25,9.0,38.0,54.0,69.0,92.0,,0.9697143679401486,3.630896551474556,False,0,0,28.0,140.0,294.47
pmyan048,6637c7d9fc91cd7d5c8b0d49,8,249.99,0.0,-99,-99,0,0.0,249.99,12.5,0.0,262.49,0.0,26.0,28.0,31.0,57.0,8.0,10.0,13.0,18.0,5.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,17.5,1.25,9.25,9.0,38.0,54.0,69.0,92.0,,0.9697143679401486,3.630896551474556,False,8,0,28.0,0.0,249.99
pmyan048,8w4eyts6_76S,8,81.76,6.0,-99,-99,-1,31.0,112.76,5.64,2.0,120.4,5.0,30.0,34.0,40.0,46.0,8.0,10.0,13.0,18.0,1.0,1.0,2.0,14.0,0.0,0.0,1.0,1.0,17.5,1.25,9.25,9.0,38.0,54.0,69.0,68.0,,0.9058633331624876,3.258709254240512,False,1,1,28.0,168.0,249.76
pmyan048,60c12fe6ca8c4aa6d0185190,9,61.94,8.0,-99,-99,0,0.0,61.94,3.1,8.0,73.04,8.0,31.0,33.0,35.0,34.0,9.0,11.0,14.0,19.0,2.0,4.0,9.0,30.0,1.0,0.0,,0.0,19.25,1.75,9.5,7.25,26.0,16.0,21.0,21.0,,-0.6108318895502404,2.859402121348015,False,0,0,31.0,248.0,309.94
pmyan048,66469125811cb4b314cd04f4,9,244.87,4.0,-99,-99,5,-165.0,79.87,3.99,9.0,92.86,9.0,34.0,36.0,38.0,41.0,9.0,11.0,14.0,19.0,-1.0,1.0,6.0,23.0,0.0,0.0,1.0,1.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,57.0,,0.91010002604963,3.4186519210142805,False,5,4,31.0,124.0,368.87
pmyan048,62728f0c68b9ecf571a2dbd4,9,48.75,10.0,-99,-99,0,0.0,48.75,2.44,10.0,61.19,10.0,33.0,39.0,46.0,60.0,9.0,11.0,14.0,19.0,0.0,-2.0,-2.0,4.0,,0.0,0.0,1.0,19.25,1.75,9.5,7.25,26.0,26.0,42.0,64.0,,1.0500690377339774,3.429563387015843,False,1,0,31.0,310.0,358.75
pmyan048,66467f5703bc98ffca9a248c,9,47.1,9.0,-99,-99,-5,165.0,212.1,10.61,4.0,226.71,4.0,32.0,32.0,42.0,46.0,9.0,11.0,14.0,19.0,1.0,5.0,2.0,18.0,0.0,0.0,0.0,1.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,95.0,,1.1997816780601462,2.850214094937773,False,0,5,31.0,279.0,326.1
pmyan048,6625c9127eee9a3639d7e1af,9,62.23,9.0,-99,-99,0,0.0,62.23,3.11,9.0,74.34,9.0,33.0,39.0,50.0,60.0,9.0,11.0,14.0,19.0,0.0,-2.0,-6.0,4.0,1.0,1.0,0.0,0.0,19.25,1.75,9.5,7.25,26.0,16.0,12.0,14.0,,-1.034000984281635,2.8856956127779063,False,1,0,31.0,279.0,341.23
pmyan048,6680b99725961403f1c3ee3a,9,285.55,0.0,-99,-99,0,0.0,285.55,14.28,0.0,299.83,0.0,33.0,35.0,39.0,42.0,9.0,11.0,14.0,19.0,0.0,2.0,5.0,22.0,0.0,0.0,1.0,0.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,57.0,,0.5207506251129594,3.443054799625481,False,0,0,31.0,0.0,285.55
pmyan048,66857cc20736230620552dbc,9,237.3,0.0,-99,-99,0,0.0,237.3,11.87,0.0,249.17,0.0,16.0,23.0,37.0,50.0,9.0,11.0,14.0,19.0,17.0,14.0,7.0,14.0,0.0,0.0,0.0,1.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,95.0,,1.1997816780601462,2.850214094937773,False,3,0,31.0,0.0,237.3
pmyan048,663ab8a4d5bff4596f9a9de7,9,242.19,0.0,-99,-99,0,0.0,242.19,12.11,0.0,254.3,0.0,5.0,2.0,3.0,5.0,9.0,11.0,14.0,19.0,28.0,35.0,41.0,59.0,,0.0,0.0,1.0,19.25,1.75,9.5,7.25,26.0,26.0,42.0,64.0,,1.0500690377339774,3.429563387015843,False,5,0,31.0,0.0,242.19
pmyan048,6675ebfe4ca3bfdd2a986877,9,236.36,1.0,-99,-99,0,0.0,236.36,11.82,1.0,249.18,1.0,32.0,35.0,37.0,43.0,9.0,11.0,14.0,19.0,1.0,2.0,7.0,21.0,1.0,1.0,1.0,1.0,19.25,1.75,9.5,7.25,26.0,16.0,12.0,10.0,,-1.21801292652005,2.954187251485065,False,2,0,31.0,31.0,267.36
pmyan048,663bb62ffe083ca847014fbb,9,146.85,6.0,-99,-99,0,0.0,146.85,7.34,6.0,160.19,6.0,34.0,40.0,57.0,71.0,9.0,11.0,14.0,19.0,-1.0,-3.0,-13.0,-7.0,0.0,,0.0,,19.25,1.75,9.5,7.25,26.0,42.0,42.0,64.0,,0.1785280388437367,2.979677550831232,False,3,0,31.0,186.0,332.85
pmyan048,65d563ecf8df20ade2f17888,9,242.19,0.0,-99,-99,0,0.0,242.19,12.11,0.0,254.3,0.0,33.0,35.0,38.0,41.0,9.0,11.0,14.0,19.0,0.0,2.0,6.0,23.0,0.0,0.0,0.0,1.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,95.0,,1.1997816780601462,2.850214094937773,False,2,0,31.0,0.0,242.19
pmyan048,8w4eyts6_17C,9,147.89,3.0,-99,-99,0,0.0,147.89,7.39,3.0,158.28,3.0,36.0,42.0,56.0,54.0,9.0,11.0,14.0,19.0,-3.0,-5.0,-12.0,10.0,0.0,0.0,,0.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,64.0,,0.6627790124120133,3.4341530227477843,False,3,0,31.0,93.0,240.89
pmyan048,667d4f099343ca5b26b2932a,9,244.34,0.0,-99,-99,0,0.0,244.34,12.22,0.0,256.56,0.0,34.0,37.0,41.0,43.0,9.0,11.0,14.0,19.0,-1.0,0.0,3.0,21.0,0.0,0.0,1.0,0.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,57.0,,0.5207506251129594,3.443054799625481,False,2,0,31.0,0.0,244.34
pmyan048,8w4eyts6_76K,9,168.72,4.0,-99,-99,-3,99.0,267.72,13.39,1.0,282.11,1.0,32.0,34.0,31.0,25.0,9.0,11.0,14.0,19.0,1.0,3.0,13.0,39.0,1.0,0.0,0.0,0.0,19.25,1.75,9.5,7.25,26.0,16.0,21.0,30.0,,-0.3680577369854574,2.994093119314324,False,0,3,31.0,124.0,292.72
pmyan048,5de260b9553cee28d97b058d,9,68.85,9.0,-99,-99,0,0.0,68.85,3.44,9.0,81.29,9.0,34.0,38.0,42.0,54.0,9.0,11.0,14.0,19.0,-1.0,-1.0,2.0,10.0,0.0,0.0,1.0,0.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,57.0,,0.5207506251129594,3.443054799625481,False,2,0,31.0,279.0,347.85
pmyan048,60c3ba02dfcf64dbe7ae0396,9,254.38,0.0,-99,-99,5,-165.0,89.38,4.47,5.0,98.85,5.0,32.0,34.0,41.0,46.0,9.0,11.0,14.0,19.0,1.0,3.0,3.0,18.0,0.0,0.0,0.0,1.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,95.0,,1.1997816780601462,2.850214094937773,False,5,0,31.0,0.0,254.38
pmyan048,663200f99991108a0c4dcb23,9,36.7,9.0,-99,-99,-3,99.0,135.7,6.79,6.0,148.49,6.0,36.0,45.0,44.0,59.0,9.0,11.0,14.0,19.0,-3.0,-8.0,0.0,5.0,1.0,0.0,1.0,0.0,19.25,1.75,9.5,7.25,26.0,16.0,21.0,18.0,,-0.7380319131621167,2.8235040930894195,False,0,7,31.0,279.0,315.7
pmyan048,666228f8860c05fcca83ab1e,9,168.72,4.0,-99,-99,0,0.0,168.72,8.44,4.0,181.16,4.0,33.0,37.0,49.0,65.0,9.0,11.0,14.0,19.0,0.0,0.0,-5.0,-1.0,0.0,0.0,0.0,1.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,95.0,,1.1997816780601462,2.850214094937773,False,1,4,31.0,124.0,292.72
pmyan048,6630dd23d49aad3c932af33c,9,105.03,7.0,-99,-99,-5,165.0,270.03,13.5,2.0,285.53,2.0,5.0,15.0,28.0,35.0,9.0,11.0,14.0,19.0,28.0,22.0,16.0,29.0,0.0,1.0,0.0,1.0,19.25,1.75,9.5,7.25,26.0,42.0,35.0,49.0,,0.8425180766555606,2.6075008050416044,False,2,5,31.0,217.0,322.03
pmyan048,8w4eyts6_80C,9,187.63,3.0,-99,-99,1,-33.0,154.63,7.73,4.0,166.36,4.0,31.0,32.0,35.0,38.0,9.0,11.0,14.0,19.0,2.0,5.0,9.0,26.0,0.0,0.0,1.0,1.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,57.0,,0.91010002604963,3.4186519210142805,False,1,1,31.0,93.0,280.63
pmyan048,6668b7620adc0e65f62c79d5,9,264.68,0.0,-99,-99,2,-66.0,198.68,9.93,2.0,210.61,2.0,47.0,57.0,63.0,53.0,9.0,11.0,14.0,19.0,-14.0,-20.0,-19.0,11.0,1.0,1.0,1.0,0.0,19.25,1.75,9.5,7.25,26.0,16.0,12.0,10.0,,-1.3538365951682092,2.8599259575099083,False,5,0,31.0,0.0,264.68
pmyan048,8w4eyts6_62K,9,164.19,5.0,-99,-99,2,-66.0,98.19,4.91,7.0,110.1,7.0,30.0,22.0,23.0,21.0,9.0,11.0,14.0,19.0,3.0,15.0,21.0,43.0,1.0,1.0,,0.0,19.25,1.75,9.5,7.25,26.0,16.0,12.0,12.0,,-1.2654490657666684,2.9212666868215185,False,4,0,31.0,155.0,319.19
pmyan048,6637c7d9fc91cd7d5c8b0d49,9,262.49,0.0,-99,-99,1,-33.0,229.49,11.47,1.0,241.96,1.0,31.0,32.0,48.0,45.0,9.0,11.0,14.0,19.0,2.0,5.0,-4.0,19.0,0.0,0.0,0.0,0.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,95.0,,1.0152695790442978,3.5642283138559665,False,3,0,31.0,0.0,262.49
pmyan048,8w4eyts6_76S,9,120.4,5.0,-99,-99,0,0.0,120.4,6.02,5.0,131.42,5.0,33.0,38.0,44.0,56.0,9.0,11.0,14.0,19.0,0.0,-1.0,0.0,8.0,0.0,0.0,1.0,1.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,57.0,,0.91010002604963,3.4186519210142805,False,0,1,31.0,155.0,275.4
pmyan048,60c12fe6ca8c4aa6d0185190,10,73.04,8.0,-99,-99,0,0.0,73.04,3.65,8.0,84.69,8.0,34.0,34.0,36.0,33.0,10.0,12.0,15.0,20.0,1.0,6.0,11.0,35.0,0.0,1.0,1.0,1.0,18.75,1.25,10.25,8.5,35.0,52.0,44.0,40.0,,0.0614922034155679,2.884977235696868,False,0,0,33.0,264.0,337.04
pmyan048,66469125811cb4b314cd04f4,10,92.86,9.0,-99,-99,0,0.0,92.86,4.64,9.0,106.5,9.0,35.0,39.0,44.0,47.0,10.0,12.0,15.0,20.0,0.0,1.0,3.0,21.0,0.0,0.0,1.0,1.0,18.75,1.25,10.25,8.5,35.0,52.0,68.0,66.0,,0.8862772919985367,3.2636225622312414,False,2,0,33.0,297.0,389.86
pmyan048,62728f0c68b9ecf571a2dbd4,10,61.19,10.0,-99,-99,1,-35.0,26.19,1.31,11.0,38.5,11.0,35.0,40.0,49.0,62.0,10.0,12.0,15.0,20.0,0.0,0.0,-2.0,6.0,0.0,0.0,1.0,1.0,18.75,1.25,10.25,8.5,35.0,52.0,68.0,66.0,,0.8862772919985367,3.2636225622312414,False,1,0,33.0,330.0,391.19
pmyan048,66467f5703bc98ffca9a248c,10,226.71,4.0,-99,-99,-4,140.0,366.71,18.34,0.0,385.05,0.0,31.0,31.0,37.0,30.0,10.0,12.0,15.0,20.0,4.0,9.0,10.0,38.0,0.0,0.0,0.0,1.0,18.75,1.25,10.25,8.5,35.0,52.0,68.0,90.0,,1.176023896299089,3.217286422993482,False,0,4,33.0,132.0,358.71000000000004
pmyan048,6625c9127eee9a3639d7e1af,10,74.34,9.0,-99,-99,0,0.0,74.34,3.72,9.0,87.06,9.0,35.0,40.0,50.0,60.0,10.0,12.0,15.0,20.0,0.0,0.0,-3.0,8.0,0.0,1.0,0.0,1.0,18.75,1.25,10.25,8.5,35.0,52.0,44.0,57.0,,0.8154246268765423,2.4644080541081066,False,2,0,33.0,297.0,371.34
pmyan048,6680b99725961403f1c3ee3a,10,299.83,0.0,-99,-99,0,0.0,299.83,14.99,0.0,314.82,0.0,32.0,30.0,31.0,28.0,10.0,12.0,15.0,20.0,3.0,10.0,16.0,40.0,0.0,0.0,,0.0,18.75,1.25,10.25,8.5,35.0,52.0,68.0,68.0,,0.634712233778681,3.323118923565544,False,0,0,33.0,0.0,299.83
pmyan048,66857cc20736230620552dbc,10,249.17,0.0,-99,-99,0,0.0,249.17,12.46,0.0,261.63,0.0,14.0,15.0,24.0,36.0,10.0,12.0,15.0,20.0,21.0,25.0,23.0,32.0,0.0,0.0,0.0,1.0,18.75,1.25,10.25,8.5,35.0,52.0,68.0,90.0,,1.176023896299089,3.217286422993482,False,4,0,33.0,0.0,249.17
pmyan048,663ab8a4d5bff4596f9a9de7,10,254.3,0.0,-99,-99,0,0.0,254.3,12.72,0.0,267.02,0.0,5.0,3.0,5.0,8.0,10.0,12.0,15.0,20.0,30.0,37.0,42.0,60.0,0.0,1.0,1.0,0.0,18.75,1.25,10.25,8.5,35.0,52.0,44.0,40.0,,-0.2308111833831714,3.020005745732179,False,5,0,33.0,0.0,254.3
pmyan048,6675ebfe4ca3bfdd2a986877,10,249.18,1.0,-99,-99,0,0.0,249.18,12.46,1.0,262.64,1.0,36.0,35.0,39.0,48.0,10.0,12.0,15.0,20.0,-1.0,5.0,8.0,20.0,1.0,1.0,1.0,1.0,18.75,1.25,10.25,8.5,35.0,23.0,18.0,16.0,,-1.237066566682324,2.906401909623283,False,4,0,33.0,33.0,282.18
pmyan048,663bb62ffe083ca847014fbb,10,160.19,6.0,-99,-99,0,0.0,160.19,8.01,6.0,174.2,6.0,36.0,41.0,55.0,70.0,10.0,12.0,15.0,20.0,-1.0,-1.0,-8.0,-2.0,0.0,0.0,0.0,1.0,18.75,1.25,10.25,8.5,35.0,52.0,68.0,90.0,,1.176023896299089,3.217286422993482,False,2,0,33.0,198.0,358.19
pmyan048,65d563ecf8df20ade2f17888,10,254.3,0.0,-99,-99,0,0.0,254.3,12.72,0.0,267.02,0.0,35.0,37.0,40.0,45.0,10.0,12.0,15.0,20.0,0.0,3.0,7.0,23.0,0.0,0.0,0.0,1.0,18.75,1.25,10.25,8.5,35.0,52.0,68.0,90.0,,1.176023896299089,3.217286422993482,False,2,0,33.0,0.0,254.3
pmyan048,8w4eyts6_17C,10,158.28,3.0,-99,-99,0,0.0,158.28,7.91,3.0,169.19,3.0,32.0,39.0,44.0,35.0,10.0,12.0,15.0,20.0,3.0,1.0,3.0,33.0,0.0,,,0.0,18.75,1.25,10.25,8.5,35.0,52.0,52.0,52.0,,0.1552431556737778,2.9484798686238807,False,0,0,33.0,99.0,257.28
pmyan048,667d4f099343ca5b26b2932a,10,256.56,0.0,-99,-99,1,-35.0,221.56,11.08,1.0,233.64,1.0,35.0,33.0,35.0,41.0,10.0,12.0,15.0,20.0,0.0,7.0,12.0,27.0,,0.0,0.0,1.0,18.75,1.25,10.25,8.5,35.0,35.0,52.0,68.0,,1.015043652673384,3.5268588035031088,False,3,0,33.0,0.0,256.56
pmyan048,8w4eyts6_76K,10,282.11,1.0,-99,-99,0,0.0,282.11,14.11,1.0,297.22,1.0,34.0,33.0,30.0,27.0,10.0,12.0,15.0,20.0,1.0,7.0,17.0,41.0,0.0,1.0,1.0,1.0,18.75,1.25,10.25,8.5,35.0,52.0,44.0,40.0,,0.0614922034155679,2.884977235696868,False,0,0,33.0,33.0,315.11
pmyan048,5de260b9553cee28d97b058d,10,81.29,9.0,-99,-99,2,-70.0,11.29,0.56,11.0,22.85,11.0,35.0,40.0,50.0,55.0,10.0,12.0,15.0,20.0,0.0,0.0,-3.0,13.0,0.0,0.0,1.0,1.0,18.75,1.25,10.25,8.5,35.0,52.0,68.0,66.0,,0.8862772919985367,3.2636225622312414,False,2,0,33.0,297.0,378.29
pmyan048,60c3ba02dfcf64dbe7ae0396,10,98.85,5.0,-99,-99,2,-70.0,28.85,1.44,7.0,37.29,7.0,35.0,38.0,47.0,49.0,10.0,12.0,15.0,20.0,0.0,2.0,0.0,19.0,0.0,0.0,0.0,1.0,18.75,1.25,10.25,8.5,35.0,52.0,68.0,90.0,,1.176023896299089,3.217286422993482,False,2,0,33.0,165.0,263.85
pmyan048,663200f99991108a0c4dcb23,10,148.49,6.0,-99,-99,-2,70.0,218.49,10.92,4.0,233.41,4.0,43.0,27.0,50.0,45.0,10.0,12.0,15.0,20.0,-8.0,13.0,-3.0,23.0,1.0,1.0,0.0,0.0,18.75,1.25,10.25,8.5,35.0,23.0,18.0,20.0,,-1.0938711622245547,2.949458982972,False,3,6,33.0,198.0,346.49
pmyan048,666228f8860c05fcca83ab1e,10,181.16,4.0,-99,-99,0,0.0,181.16,9.06,4.0,194.22,4.0,34.0,40.0,45.0,50.0,10.0,12.0,15.0,20.0,1.0,0.0,2.0,18.0,0.0,0.0,0.0,1.0,18.75,1.25,10.25,8.5,35.0,52.0,68.0,90.0,,1.176023896299089,3.217286422993482,False,2,0,33.0,132.0,313.16
pmyan048,6630dd23d49aad3c932af33c,10,285.53,2.0,-99,-99,5,-175.0,110.53,5.53,7.0,123.06,7.0,7.0,8.0,13.0,15.0,10.0,12.0,15.0,20.0,28.0,32.0,34.0,53.0,1.0,0.0,0.0,0.0,18.75,1.25,10.25,8.5,35.0,23.0,28.0,38.0,,-0.4110477314103473,3.032926427363858,False,5,0,33.0,66.0,351.53
pmyan048,8w4eyts6_80C,10,166.36,4.0,-99,-99,-2,70.0,236.36,11.82,2.0,250.18,2.0,33.0,35.0,38.0,41.0,10.0,12.0,15.0,20.0,2.0,5.0,9.0,27.0,0.0,1.0,0.0,0.0,18.75,1.25,10.25,8.5,35.0,52.0,44.0,57.0,,0.1977383022876281,3.1574530114150288,False,0,2,33.0,132.0,298.36
pmyan048,6668b7620adc0e65f62c79d5,10,210.61,2.0,-99,-99,-2,70.0,280.61,14.03,0.0,294.64,0.0,57.0,56.0,67.0,77.0,10.0,12.0,15.0,20.0,-22.0,-16.0,-20.0,-9.0,1.0,1.0,0.0,0.0,18.75,1.25,10.25,8.5,35.0,23.0,18.0,20.0,,-1.0938711622245547,2.949458982972,False,4,2,33.0,66.0,276.61
pmyan048,8w4eyts6_62K,10,110.1,7.0,-99,-99,0,0.0,110.1,5.51,7.0,122.61,7.0,37.0,30.0,30.0,23.0,10.0,12.0,15.0,20.0,-2.0,10.0,17.0,45.0,0.0,0.0,0.0,0.0,18.75,1.25,10.25,8.5,35.0,52.0,68.0,90.0,,0.9601624145893972,3.632397937600072,False,2,0,33.0,231.0,341.1
pmyan048,6637c7d9fc91cd7d5c8b0d49,10,241.96,1.0,-99,-99,0,0.0,241.96,12.1,1.0,255.06,1.0,24.0,29.0,16.0,49.0,10.0,12.0,15.0,20.0,11.0,11.0,31.0,19.0,0.0,0.0,0.0,0.0,18.75,1.25,10.25,8.5,35.0,52.0,68.0,90.0,,0.9601624145893972,3.632397937600072,False,3,0,33.0,33.0,274.96000000000004
pmyan048,8w4eyts6_76S,10,131.42,5.0,-99,-99,-1,35.0,166.42,8.32,4.0,178.74,4.0,36.0,39.0,43.0,53.0,10.0,12.0,15.0,20.0,-1.0,1.0,4.0,15.0,0.0,0.0,1.0,1.0,18.75,1.25,10.25,8.5,35.0,52.0,68.0,66.0,,0.8862772919985367,3.2636225622312414,False,0,1,33.0,165.0,296.42
pmyan048,60c12fe6ca8c4aa6d0185190,11,84.69,8.0,-99,-99,0,0.0,84.69,4.23,8.0,96.92,8.0,34.0,35.0,36.0,34.0,11.0,13.0,16.0,21.0,3.0,7.0,14.0,37.0,1.0,0.0,0.0,1.0,19.0,1.5,9.5,7.0,26.0,15.0,20.0,28.0,,0.6165177026586094,1.6482908944458816,False,1,0,35.0,280.0,364.69
pmyan048,66469125811cb4b314cd04f4,11,106.5,9.0,-99,-99,2,-74.0,32.5,1.63,11.0,45.13,11.0,38.0,42.0,46.0,49.0,11.0,13.0,16.0,21.0,-1.0,0.0,4.0,22.0,0.0,0.0,,,19.0,1.5,9.5,7.0,26.0,44.0,64.0,64.0,,0.1692886239991332,2.98605175716072,False,2,0,35.0,315.0,421.5
pmyan048,62728f0c68b9ecf571a2dbd4,11,38.5,11.0,-99,-99,0,0.0,38.5,1.93,11.0,51.43,11.0,36.0,39.0,44.0,53.0,11.0,13.0,16.0,21.0,1.0,3.0,6.0,18.0,0.0,0.0,1.0,0.0,19.0,1.5,9.5,7.0,26.0,44.0,64.0,60.0,,0.5309067308033268,3.407451536817044,False,0,0,35.0,385.0,423.5
pmyan048,66467f5703bc98ffca9a248c,11,385.05,0.0,-99,-99,0,0.0,385.05,19.25,0.0,404.3,0.0,36.0,37.0,40.0,41.0,11.0,13.0,16.0,21.0,1.0,5.0,10.0,30.0,0.0,0.0,0.0,1.0,19.0,1.5,9.5,7.0,26.0,44.0,64.0,95.0,,1.2027006660128392,2.9102228216074693,False,5,0,35.0,0.0,385.05
pmyan048,6625c9127eee9a3639d7e1af,11,87.06,9.0,-99,-99,0,0.0,87.06,4.35,9.0,100.41,9.0,37.0,39.0,36.0,34.0,11.0,13.0,16.0,21.0,0.0,3.0,14.0,37.0,0.0,0.0,0.0,1.0,19.0,1.5,9.5,7.0,26.0,44.0,64.0,95.0,,1.2027006660128392,2.9102228216074693,False,1,0,35.0,315.0,402.06
pmyan048,6680b99725961403f1c3ee3a,11,314.82,0.0,-99,-99,0,0.0,314.82,15.74,0.0,330.56,0.0,37.0,37.0,39.0,41.0,11.0,13.0,16.0,21.0,0.0,5.0,11.0,30.0,0.0,0.0,1.0,0.0,19.0,1.5,9.5,7.0,26.0,44.0,64.0,60.0,,0.5309067308033268,3.407451536817044,False,1,0,35.0,0.0,314.82
pmyan048,66857cc20736230620552dbc,11,261.63,0.0,-99,-99,0,0.0,261.63,13.08,0.0,274.71,0.0,14.0,23.0,37.0,58.0,11.0,13.0,16.0,21.0,23.0,19.0,13.0,13.0,0.0,0.0,0.0,1.0,19.0,1.5,9.5,7.0,26.0,44.0,64.0,95.0,,1.2027006660128392,2.9102228216074693,False,4,0,35.0,0.0,261.63
pmyan048,663ab8a4d5bff4596f9a9de7,11,267.02,0.0,-99,-99,0,0.0,267.02,13.35,0.0,280.37,0.0,35.0,37.0,43.0,50.0,11.0,13.0,16.0,21.0,2.0,5.0,7.0,21.0,0.0,1.0,0.0,1.0,19.0,1.5,9.5,7.0,26.0,44.0,36.0,50.0,,0.8238644869560978,2.5829696728600697,False,5,0,35.0,0.0,267.02
pmyan048,6675ebfe4ca3bfdd2a986877,11,262.64,1.0,-99,-99,0,0.0,262.64,13.13,1.0,276.77,1.0,37.0,39.0,42.0,45.0,11.0,13.0,16.0,21.0,0.0,3.0,8.0,26.0,1.0,1.0,1.0,1.0,19.0,1.5,9.5,7.0,26.0,15.0,11.0,10.0,,-1.1520966820620302,2.729966551874932,False,2,0,35.0,35.0,297.64
pmyan048,663bb62ffe083ca847014fbb,11,174.2,6.0,-99,-99,0,0.0,174.2,8.71,6.0,188.91,6.0,37.0,44.0,62.0,83.0,11.0,13.0,16.0,21.0,0.0,-2.0,-12.0,-12.0,0.0,0.0,0.0,1.0,19.0,1.5,9.5,7.0,26.0,44.0,64.0,95.0,,1.2027006660128392,2.9102228216074693,False,4,0,35.0,210.0,384.2
pmyan048,65d563ecf8df20ade2f17888,11,267.02,0.0,-99,-99,0,0.0,267.02,13.35,0.0,280.37,0.0,37.0,39.0,42.0,47.0,11.0,13.0,16.0,21.0,0.0,3.0,8.0,24.0,0.0,0.0,0.0,1.0,19.0,1.5,9.5,7.0,26.0,44.0,64.0,95.0,,1.2027006660128392,2.9102228216074693,False,2,0,35.0,0.0,267.02
pmyan048,8w4eyts6_17C,11,169.19,3.0,-99,-99,-1,37.0,206.19,10.31,2.0,218.5,2.0,38.0,39.0,38.0,35.0,11.0,13.0,16.0,21.0,-1.0,3.0,12.0,36.0,,0.0,0.0,0.0,19.0,1.5,9.5,7.0,26.0,26.0,44.0,64.0,,0.6732498182226082,3.3873906702524264,False,0,1,35.0,105.0,274.19
pmyan048,667d4f099343ca5b26b2932a,11,233.64,1.0,-99,-99,0,0.0,233.64,11.68,1.0,246.32,1.0,37.0,42.0,51.0,68.0,11.0,13.0,16.0,21.0,0.0,0.0,-1.0,3.0,0.0,0.0,1.0,1.0,19.0,1.5,9.5,7.0,26.0,44.0,64.0,60.0,,0.9183914926402906,3.3528420700423256,False,3,0,35.0,35.0,268.64
pmyan048,8w4eyts6_76K,11,297.22,1.0,-99,-99,0,0.0,297.22,14.86,1.0,313.08,1.0,37.0,37.0,38.0,27.0,11.0,13.0,16.0,21.0,0.0,5.0,12.0,44.0,0.0,1.0,0.0,1.0,19.0,1.5,9.5,7.0,26.0,44.0,36.0,50.0,,0.8238644869560978,2.5829696728600697,False,0,0,35.0,35.0,332.22
pmyan048,5de260b9553cee28d97b058d,11,22.85,11.0,-99,-99,0,0.0,22.85,1.14,11.0,34.99,11.0,38.0,46.0,50.0,60.0,11.0,13.0,16.0,21.0,-1.0,-4.0,0.0,11.0,0.0,0.0,1.0,1.0,19.0,1.5,9.5,7.0,26.0,44.0,64.0,60.0,,0.9183914926402906,3.3528420700423256,False,0,0,35.0,385.0,407.85
