session,part_label,round,cash,shares,periods_until_auto_buy,periods_until_auto_sell,shares_transacted,trans_cost,cash_after_trade,interest_earned,dividend_earned,cash_result,shares_result,f0,f1,f2,f3,fcast_rnd_0,fcast_rnd_1,fcast_rnd_2,fcast_rnd_3,fcast_err_0,fcast_err_1,fcast_err_2,fcast_err_3,risk_1,risk_2,risk_3,risk_4,risk_rh,risk_rl,risk_sh,risk_sl,risk_phi_1,risk_phi_2,risk_phi_3,risk_phi_4,risk_reward,dose_r,dose_mu,is_mv,buy_quant,sell_quant,market_price,stock_value,equity
j9yi8qx8,615252fe3ac6a44f68bdc779,5,179.87,1.0,-99,-99,0,0.0,179.87,8.99,1.0,189.86,1.0,,,,,5.0,7.0,10.0,15.0,,,,,0.0,0.0,0.0,1.0,17.5,1.5,11.0,7.0,32.0,50.0,69.0,99.0,,1.1585569279871235,2.996181412507401,False,0,0,17.0,17.0,196.87
j9yi8qx8,5669ac845bd4ff0011159b4a,5,26.74,10.0,-99,-99,0,0.0,26.74,1.34,10.0,38.08,10.0,16.0,18.0,24.0,29.0,5.0,7.0,10.0,15.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,17.5,1.5,11.0,7.0,32.0,50.0,69.0,99.0,,0.943720360934855,3.629316808099459,False,0,0,17.0,170.0,196.74
j9yi8qx8,65a2bc0d60b1e46f4e1d3cc8,6,207.36,0.0,-99,-99,0,0.0,207.36,10.37,0.0,217.73,0.0,18.0,19.0,20.0,21.0,6.0,8.0,11.0,16.0,1.0,2.0,5.0,12.0,0.0,1.0,0.0,,17.25,1.0,10.5,9.0,43.0,60.0,53.0,66.0,,-0.0954145691219605,3.001893669326004,False,2,0,18.0,0.0,207.36
j9yi8qx8,60ff7c8f4f066ccf6fe05587,6,206.37,0.0,-99,-99,0,0.0,206.37,10.32,0.0,216.69,0.0,19.0,20.0,23.0,28.0,6.0,8.0,11.0,16.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,17.25,1.0,10.5,9.0,43.0,60.0,75.0,96.0,,1.1705378558247763,3.1153833366005697,False,5,0,18.0,0.0,206.37
j9yi8qx8,5f7529755aaa0e1a6e804640,6,177.32,2.0,-99,-99,0,0.0,177.32,8.87,2.0,188.19,2.0,19.0,20.0,24.0,33.0,6.0,8.0,11.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.25,1.0,10.5,9.0,43.0,60.0,75.0,96.0,,0.9655727232088478,3.631786397707086,False,5,0,18.0,36.0,213.32
j9yi8qx8,56f9364e895094000c8f4967,6,176.57,2.0,-99,-99,0,0.0,176.57,8.83,2.0,187.4,2.0,17.0,18.0,20.0,22.0,6.0,8.0,11.0,16.0,2.0,3.0,5.0,11.0,0.0,0.0,0.0,1.0,17.25,1.0,10.5,9.0,43.0,60.0,75.0,96.0,,1.1705378558247763,3.1153833366005697,False,6,1,18.0,36.0,212.57
j9yi8qx8,564d1fedb48dec0005b5191d,6,120.65,5.0,-99,-99,1,-19.0,101.65,5.08,6.0,112.73,6.0,18.0,18.0,17.0,17.0,6.0,8.0,11.0,16.0,1.0,3.0,8.0,16.0,0.0,0.0,1.0,1.0,17.25,1.0,10.5,9.0,43.0,60.0,75.0,74.0,,0.9001853407481634,3.254162566802466,False,6,0,18.0,90.0,210.65
j9yi8qx8,600f9342e7bc5518fa9ca92a,6,143.7,4.0,-99,-99,-2,38.0,181.7,9.09,2.0,192.79,2.0,27.0,25.0,27.0,33.0,6.0,8.0,11.0,16.0,-8.0,-4.0,-2.0,0.0,1.0,1.0,1.0,1.0,17.25,1.0,10.5,9.0,43.0,31.0,26.0,24.0,,-1.1447816273968636,2.738659963996249,False,0,2,18.0,72.0,215.7
j9yi8qx8,568e7e33e3ef9e000da202a7,6,168.41,3.0,-99,-99,-2,38.0,206.41,10.32,1.0,217.73,1.0,17.0,17.0,16.0,16.0,6.0,8.0,11.0,16.0,2.0,4.0,9.0,17.0,1.0,0.0,1.0,0.0,17.25,1.0,10.5,9.0,43.0,31.0,37.0,34.0,,-0.7781424069455971,2.9255203138290704,False,0,2,18.0,54.0,222.41
j9yi8qx8,6554ea58c859388bc801973c,6,208.88,0.0,-99,-99,0,0.0,208.88,10.44,0.0,219.32,0.0,15.0,10.0,10.0,10.0,6.0,8.0,11.0,16.0,4.0,11.0,15.0,23.0,0.0,0.0,1.0,1.0,17.25,1.0,10.5,9.0,43.0,60.0,75.0,74.0,,0.9001853407481634,3.254162566802466,False,1,0,18.0,0.0,208.88
j9yi8qx8,90H,6,122.18,5.0,-99,-99,0,0.0,122.18,6.11,5.0,133.29,5.0,19.0,19.0,21.0,24.0,6.0,8.0,11.0,16.0,0.0,2.0,4.0,9.0,0.0,1.0,1.0,1.0,17.25,1.0,10.5,9.0,43.0,60.0,53.0,48.0,,0.0476976792724734,3.000557297715475,False,5,4,18.0,90.0,212.18
j9yi8qx8,67V,6,176.16,2.0,-99,-99,0,0.0,176.16,8.81,2.0,186.97,2.0,19.0,20.0,21.0,26.0,6.0,8.0,11.0,16.0,0.0,1.0,4.0,7.0,0.0,0.0,,0.0,17.25,1.0,10.5,9.0,43.0,60.0,75.0,75.0,,0.6418862761043974,3.3350618538681363,False,2,0,18.0,36.0,212.16
j9yi8qx8,5c3151aa0cfe9a00012f6f3f,6,89.72,7.0,-99,-99,1,-19.0,70.72,3.54,8.0,82.26,8.0,19.0,22.0,23.0,26.0,6.0,8.0,11.0,16.0,0.0,-1.0,2.0,7.0,0.0,1.0,0.0,0.0,17.25,1.0,10.5,9.0,43.0,60.0,53.0,66.0,,0.2244347137446178,3.1251301816470622,False,1,0,18.0,126.0,215.72
j9yi8qx8,81F,6,108.69,6.0,-99,-99,1,-19.0,89.69,4.48,7.0,101.17,7.0,18.0,20.0,20.0,20.0,6.0,8.0,11.0,16.0,1.0,1.0,5.0,13.0,0.0,0.0,1.0,1.0,17.25,1.0,10.5,9.0,43.0,60.0,75.0,74.0,,0.9001853407481634,3.254162566802466,False,1,1,18.0,108.0,216.69
j9yi8qx8,65c128df79c460e6c2c07adc,6,123.04,5.0,-99,-99,2,-38.0,85.04,4.25,7.0,96.29,7.0,8.0,12.0,18.0,38.0,6.0,8.0,11.0,16.0,11.0,9.0,7.0,-5.0,0.0,1.0,1.0,0.0,17.25,1.0,10.5,9.0,43.0,60.0,53.0,48.0,,-0.239220780735662,3.003236521113844,False,2,0,18.0,90.0,213.04
j9yi8qx8,44L,6,157.19,3.0,-99,-99,0,0.0,157.19,7.86,3.0,168.05,3.0,18.0,20.0,23.0,25.0,6.0,8.0,11.0,16.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,0.0,17.25,1.0,10.5,9.0,43.0,60.0,75.0,74.0,,0.4949893812061489,3.381069972735382,False,0,2,18.0,54.0,211.19
j9yi8qx8,10Q,6,43.53,10.0,-99,-99,0,0.0,43.53,2.18,10.0,55.71,10.0,18.0,17.0,17.0,16.0,6.0,8.0,11.0,16.0,1.0,4.0,8.0,17.0,1.0,0.0,0.0,1.0,17.25,1.0,10.5,9.0,43.0,31.0,37.0,46.0,,0.584627897345274,1.5395336443175207,False,2,3,18.0,180.0,223.53
j9yi8qx8,60X,6,24.57,11.0,-99,-99,0,0.0,24.57,1.23,11.0,36.8,11.0,19.0,22.0,25.0,30.0,6.0,8.0,11.0,16.0,0.0,-1.0,0.0,3.0,0.0,0.0,0.0,1.0,17.25,1.0,10.5,9.0,43.0,60.0,75.0,96.0,,1.1705378558247763,3.1153833366005697,False,1,0,18.0,198.0,222.57
j9yi8qx8,657322bd0c81d1e8853d38e8,6,141.52,4.0,-99,-99,0,0.0,141.52,7.08,4.0,152.6,4.0,20.0,23.0,30.0,35.0,6.0,8.0,11.0,16.0,-1.0,-2.0,-5.0,-2.0,,,0.0,1.0,17.25,1.0,10.5,9.0,43.0,43.0,43.0,60.0,,0.8133715678577582,3.415799917154734,False,5,4,18.0,72.0,213.52
j9yi8qx8,646f77d9a7d75c8264dba865,6,206.58,0.0,-99,-99,0,0.0,206.58,10.33,0.0,216.91,0.0,16.0,17.0,19.0,22.0,6.0,8.0,11.0,16.0,3.0,4.0,6.0,11.0,0.0,1.0,,1.0,17.25,1.0,10.5,9.0,43.0,60.0,53.0,53.0,,0.4197447627340362,2.9210923068121435,False,5,0,18.0,0.0,206.58
j9yi8qx8,615252fe3ac6a44f68bdc779,6,189.86,1.0,-99,-99,-1,19.0,208.86,10.44,0.0,219.3,0.0,2.0,2.0,2.0,2.0,6.0,8.0,11.0,16.0,17.0,19.0,23.0,31.0,0.0,0.0,0.0,1.0,17.25,1.0,10.5,9.0,43.0,60.0,75.0,96.0,,1.1705378558247763,3.1153833366005697,False,1,1,18.0,18.0,207.86
j9yi8qx8,5669ac845bd4ff0011159b4a,6,38.08,10.0,-99,-99,0,0.0,38.08,1.9,10.0,49.98,10.0,17.0,19.0,23.0,31.0,6.0,8.0,11.0,16.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,17.25,1.0,10.5,9.0,43.0,60.0,75.0,96.0,,0.9655727232088478,3.631786397707086,False,0,0,18.0,180.0,218.08
j9yi8qx8,65a2bc0d60b1e46f4e1d3cc8,7,217.73,0.0,-99,-99,0,0.0,217.73,10.89,0.0,228.62,0.0,19.0,20.0,22.0,22.0,7.0,9.0,12.0,17.0,1.0,2.0,4.0,14.0,0.0,0.0,1.0,1.0,21.25,1.5,11.0,7.25,25.0,44.0,64.0,60.0,,0.9128615499329564,3.333846847528887,False,2,0,19.0,0.0,217.73
j9yi8qx8,60ff7c8f4f066ccf6fe05587,7,216.69,0.0,-99,-99,5,-100.0,116.69,5.83,2.0,124.52,5.0,20.0,22.0,25.0,30.0,7.0,9.0,12.0,17.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,21.25,1.5,11.0,7.25,25.0,44.0,64.0,93.0,,1.2004100224129275,3.0485185157212187,False,5,0,19.0,0.0,216.69
j9yi8qx8,5f7529755aaa0e1a6e804640,7,188.19,2.0,-99,-99,0,0.0,188.19,9.41,0.8,198.4,2.0,20.0,22.0,29.0,37.0,7.0,9.0,12.0,17.0,0.0,0.0,-3.0,-1.0,0.0,0.0,0.0,0.0,21.25,1.5,11.0,7.25,25.0,44.0,64.0,93.0,,1.0039062206320812,3.618655779157181,False,3,0,19.0,38.0,226.19
j9yi8qx8,56f9364e895094000c8f4967,7,187.4,2.0,-99,-99,-1,20.0,207.4,10.37,0.4,218.17,1.0,19.0,20.0,23.0,25.0,7.0,9.0,12.0,17.0,1.0,2.0,3.0,11.0,0.0,0.0,0.0,1.0,21.25,1.5,11.0,7.25,25.0,44.0,64.0,93.0,,1.2004100224129275,3.0485185157212187,False,2,1,19.0,38.0,225.4
j9yi8qx8,564d1fedb48dec0005b5191d,7,112.73,6.0,-99,-99,0,0.0,112.73,5.64,2.4,120.77,6.0,18.0,18.0,16.0,18.0,7.0,9.0,12.0,17.0,2.0,4.0,10.0,18.0,0.0,0.0,0.0,1.0,21.25,1.5,11.0,7.25,25.0,44.0,64.0,93.0,,1.2004100224129275,3.0485185157212187,False,5,5,19.0,114.0,226.73
j9yi8qx8,600f9342e7bc5518fa9ca92a,7,192.79,2.0,-99,-99,-1,20.0,212.79,10.64,0.4,223.83,1.0,21.0,21.0,27.0,34.0,7.0,9.0,12.0,17.0,-1.0,1.0,-1.0,2.0,1.0,1.0,1.0,1.0,21.25,1.5,11.0,7.25,25.0,14.0,11.0,9.0,,-1.1680188798868203,2.918955189856822,False,3,1,19.0,38.0,230.79
j9yi8qx8,568e7e33e3ef9e000da202a7,7,217.73,1.0,-99,-99,3,-60.0,157.73,7.89,1.6,167.22,4.0,19.0,17.0,17.0,17.0,7.0,9.0,12.0,17.0,1.0,5.0,9.0,19.0,,0.0,0.0,1.0,21.25,1.5,11.0,7.25,25.0,25.0,44.0,64.0,,1.0461831953903635,3.4959931208442363,False,6,0,19.0,19.0,236.73
j9yi8qx8,6554ea58c859388bc801973c,7,219.32,0.0,-99,-99,0,0.0,219.32,10.97,0.0,230.29,0.0,15.0,15.0,10.0,10.0,7.0,9.0,12.0,17.0,5.0,7.0,16.0,26.0,0.0,0.0,0.0,1.0,21.25,1.5,11.0,7.25,25.0,44.0,64.0,93.0,,1.2004100224129275,3.0485185157212187,False,1,0,19.0,0.0,219.32
j9yi8qx8,90H,7,133.29,5.0,-99,-99,1,-20.0,113.29,5.66,2.4,121.35,6.0,20.0,21.0,23.0,25.0,7.0,9.0,12.0,17.0,0.0,1.0,3.0,11.0,0.0,0.0,0.0,1.0,21.25,1.5,11.0,7.25,25.0,44.0,64.0,93.0,,1.2004100224129275,3.0485185157212187,False,6,5,19.0,95.0,228.29
j9yi8qx8,67V,7,186.97,2.0,-99,-99,0,0.0,186.97,9.35,0.8,197.12,2.0,19.0,21.0,24.0,27.0,7.0,9.0,12.0,17.0,1.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,21.25,1.5,11.0,7.25,25.0,44.0,64.0,93.0,,1.2004100224129275,3.0485185157212187,False,1,0,19.0,38.0,224.97
j9yi8qx8,5c3151aa0cfe9a00012f6f3f,7,82.26,8.0,-99,-99,0,0.0,82.26,4.11,3.2,89.57,8.0,19.0,21.0,23.0,28.0,7.0,9.0,12.0,17.0,1.0,1.0,3.0,8.0,,0.0,0.0,1.0,21.25,1.5,11.0,7.25,25.0,25.0,44.0,64.0,,1.0461831953903635,3.4959931208442363,False,0,0,19.0,152.0,234.26
j9yi8qx8,81F,7,101.17,7.0,-99,-99,1,-20.0,81.17,4.06,3.2,88.43,8.0,20.0,20.0,21.0,24.0,7.0,9.0,12.0,17.0,0.0,2.0,5.0,12.0,0.0,0.0,1.0,1.0,21.25,1.5,11.0,7.25,25.0,44.0,64.0,60.0,,0.9128615499329564,3.333846847528887,False,1,0,19.0,133.0,234.17
j9yi8qx8,65c128df79c460e6c2c07adc,7,96.29,7.0,-99,-99,1,-20.0,76.29,3.81,3.2,83.3,8.0,8.0,14.0,24.0,31.0,7.0,9.0,12.0,17.0,12.0,8.0,2.0,5.0,0.0,0.0,1.0,1.0,21.25,1.5,11.0,7.25,25.0,44.0,64.0,60.0,,0.9128615499329564,3.333846847528887,False,1,0,19.0,133.0,229.29
j9yi8qx8,44L,7,168.05,3.0,-99,-99,-1,20.0,188.05,9.4,0.8,198.25,2.0,19.0,22.0,25.0,27.0,7.0,9.0,12.0,17.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,21.25,1.5,11.0,7.25,25.0,44.0,64.0,93.0,,1.2004100224129275,3.0485185157212187,False,2,1,19.0,57.0,225.05
j9yi8qx8,10Q,7,55.71,10.0,-99,-99,-9,180.0,235.71,11.79,0.4,247.9,1.0,19.0,18.0,17.0,16.0,7.0,9.0,12.0,17.0,1.0,4.0,9.0,20.0,0.0,1.0,0.0,1.0,21.25,1.5,11.0,7.25,25.0,44.0,35.0,50.0,,0.8276482679536993,2.515369717129999,False,3,9,19.0,190.0,245.71
j9yi8qx8,60X,7,36.8,11.0,-99,-99,1,-20.0,16.8,0.84,4.8,22.44,12.0,20.0,22.0,28.0,33.0,7.0,9.0,12.0,17.0,0.0,0.0,-2.0,3.0,0.0,0.0,0.0,1.0,21.25,1.5,11.0,7.25,25.0,44.0,64.0,93.0,,1.2004100224129275,3.0485185157212187,False,2,0,19.0,209.0,245.8
j9yi8qx8,657322bd0c81d1e8853d38e8,7,152.6,4.0,-99,-99,0,0.0,152.6,7.63,1.6,161.83,4.0,20.0,22.0,25.0,30.0,7.0,9.0,12.0,17.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,21.25,1.5,11.0,7.25,25.0,44.0,64.0,60.0,,0.9128615499329564,3.333846847528887,False,5,4,19.0,76.0,228.6
j9yi8qx8,646f77d9a7d75c8264dba865,7,216.91,0.0,-99,-99,0,0.0,216.91,10.85,0.0,227.76,0.0,19.0,19.0,21.0,20.0,7.0,9.0,12.0,17.0,1.0,3.0,5.0,16.0,0.0,0.0,1.0,1.0,21.25,1.5,11.0,7.25,25.0,44.0,64.0,60.0,,0.9128615499329564,3.333846847528887,False,5,0,19.0,0.0,216.91
j9yi8qx8,615252fe3ac6a44f68bdc779,7,219.3,0.0,-99,-99,0,0.0,219.3,10.97,0.0,230.27,0.0,1.0,1.0,1.0,1.0,7.0,9.0,12.0,17.0,19.0,21.0,25.0,35.0,0.0,0.0,0.0,1.0,21.25,1.5,11.0,7.25,25.0,44.0,64.0,93.0,,1.2004100224129275,3.0485185157212187,False,1,0,19.0,0.0,219.3
j9yi8qx8,5669ac845bd4ff0011159b4a,7,49.98,10.0,-99,-99,0,0.0,49.98,2.5,4.0,56.48,10.0,19.0,20.0,27.0,35.0,7.0,9.0,12.0,17.0,1.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,21.25,1.5,11.0,7.25,25.0,44.0,64.0,93.0,,1.0039062206320812,3.618655779157181,False,0,0,19.0,190.0,239.98
j9yi8qx8,65a2bc0d60b1e46f4e1d3cc8,8,228.62,0.0,-99,-99,0,0.0,228.62,11.43,0.0,240.05,0.0,20.0,21.0,23.0,24.0,8.0,10.0,13.0,18.0,1.0,3.0,5.0,15.0,0.0,0.0,1.0,0.0,17.5,1.25,9.25,9.0,38.0,54.0,69.0,68.0,,0.4984754466233541,3.3905817490643373,False,1,0,20.0,0.0,228.62
j9yi8qx8,60ff7c8f4f066ccf6fe05587,8,124.52,5.0,-99,-99,3,-63.0,61.52,3.08,8.0,72.6,8.0,21.0,23.0,26.0,31.0,8.0,10.0,13.0,18.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,17.5,1.25,9.25,9.0,38.0,54.0,69.0,92.0,,1.1810885839459644,3.1046145984723705,False,3,2,20.0,100.0,224.52
j9yi8qx8,5f7529755aaa0e1a6e804640,8,198.4,2.0,-99,-99,0,0.0,198.4,9.92,2.0,210.32,2.0,21.0,23.0,30.0,38.0,8.0,10.0,13.0,18.0,0.0,1.0,-2.0,1.0,0.0,0.0,,0.0,17.5,1.25,9.25,9.0,38.0,54.0,69.0,69.0,,0.642372066194802,3.344002047392772,False,3,0,20.0,40.0,238.4
j9yi8qx8,56f9364e895094000c8f4967,8,218.17,1.0,-99,-99,0,0.0,218.17,10.91,1.0,230.08,1.0,21.0,22.0,23.0,24.0,8.0,10.0,13.0,18.0,0.0,2.0,5.0,15.0,,0.0,0.0,0.0,17.5,1.25,9.25,9.0,38.0,38.0,54.0,69.0,,0.642372066194802,3.344002047392772,False,5,1,20.0,20.0,238.17
j9yi8qx8,564d1fedb48dec0005b5191d,8,120.77,6.0,-99,-99,-5,105.0,225.77,11.29,1.0,238.06,1.0,20.0,19.0,20.0,19.0,8.0,10.0,13.0,18.0,1.0,5.0,8.0,20.0,0.0,0.0,1.0,0.0,17.5,1.25,9.25,9.0,38.0,54.0,69.0,68.0,,0.4984754466233541,3.3905817490643373,False,5,5,20.0,120.0,240.77
j9yi8qx8,600f9342e7bc5518fa9ca92a,8,223.83,1.0,-99,-99,0,0.0,223.83,11.19,1.0,236.02,1.0,25.0,28.0,32.0,39.0,8.0,10.0,13.0,18.0,-4.0,-4.0,-4.0,0.0,1.0,1.0,1.0,1.0,17.5,1.25,9.25,9.0,38.0,27.0,23.0,21.0,,-1.173542201516359,2.899235955885997,False,3,0,20.0,20.0,243.83
j9yi8qx8,568e7e33e3ef9e000da202a7,8,167.22,4.0,-99,-99,3,-63.0,104.22,5.21,7.0,116.43,7.0,18.0,17.0,17.0,18.0,8.0,10.0,13.0,18.0,3.0,7.0,11.0,21.0,0.0,0.0,1.0,0.0,17.5,1.25,9.25,9.0,38.0,54.0,69.0,68.0,,0.4984754466233541,3.3905817490643373,False,3,0,20.0,80.0,247.22
j9yi8qx8,6554ea58c859388bc801973c,8,230.29,0.0,-99,-99,0,0.0,230.29,11.51,0.0,241.8,0.0,20.0,20.0,15.0,15.0,8.0,10.0,13.0,18.0,1.0,4.0,13.0,24.0,0.0,0.0,0.0,1.0,17.5,1.25,9.25,9.0,38.0,54.0,69.0,92.0,,1.1810885839459644,3.1046145984723705,False,2,0,20.0,0.0,230.29
j9yi8qx8,90H,8,121.35,6.0,-99,-99,1,-21.0,100.35,5.02,7.0,112.37,7.0,21.0,21.0,26.0,30.0,8.0,10.0,13.0,18.0,0.0,3.0,2.0,9.0,0.0,1.0,1.0,1.0,17.5,1.25,9.25,9.0,38.0,54.0,47.0,43.0,,0.0668034926687971,2.932279761974077,False,5,6,20.0,120.0,241.35
j9yi8qx8,67V,8,197.12,2.0,-99,-99,2,-42.0,155.12,7.76,4.0,166.88,4.0,21.0,23.0,25.0,30.0,8.0,10.0,13.0,18.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,1.0,17.5,1.25,9.25,9.0,38.0,54.0,69.0,92.0,,1.1810885839459644,3.1046145984723705,False,2,1,20.0,40.0,237.12
j9yi8qx8,5c3151aa0cfe9a00012f6f3f,8,89.57,8.0,-99,-99,-3,63.0,152.57,7.63,5.0,165.2,5.0,21.0,21.0,23.0,25.0,8.0,10.0,13.0,18.0,0.0,3.0,5.0,14.0,0.0,0.0,1.0,0.0,17.5,1.25,9.25,9.0,38.0,54.0,69.0,68.0,,0.4984754466233541,3.3905817490643373,False,0,3,20.0,160.0,249.57
j9yi8qx8,81F,8,88.43,8.0,-99,-99,1,-21.0,67.43,3.37,9.0,79.8,9.0,20.0,22.0,24.0,26.0,8.0,10.0,13.0,18.0,1.0,2.0,4.0,13.0,0.0,0.0,1.0,0.0,17.5,1.25,9.25,9.0,38.0,54.0,69.0,68.0,,0.4984754466233541,3.3905817490643373,False,1,0,20.0,160.0,248.43
j9yi8qx8,65c128df79c460e6c2c07adc,8,83.3,8.0,-99,-99,0,0.0,83.3,4.17,8.0,95.47,8.0,9.0,9.0,15.0,25.0,8.0,10.0,13.0,18.0,12.0,15.0,13.0,14.0,0.0,0.0,0.0,1.0,17.5,1.25,9.25,9.0,38.0,54.0,69.0,92.0,,1.1810885839459644,3.1046145984723705,False,0,0,20.0,160.0,243.3
j9yi8qx8,44L,8,198.25,2.0,-99,-99,-1,21.0,219.25,10.96,1.0,231.21,1.0,20.0,23.0,25.0,28.0,8.0,10.0,13.0,18.0,1.0,1.0,3.0,11.0,0.0,0.0,0.0,1.0,17.5,1.25,9.25,9.0,38.0,54.0,69.0,92.0,,1.1810885839459644,3.1046145984723705,False,2,1,20.0,40.0,238.25
j9yi8qx8,10Q,8,247.9,1.0,-99,-99,-1,21.0,268.9,13.45,0.0,282.35,0.0,19.0,17.0,16.0,17.0,8.0,10.0,13.0,18.0,2.0,7.0,12.0,22.0,0.0,1.0,0.0,1.0,17.5,1.25,9.25,9.0,38.0,54.0,47.0,60.0,,0.8242351167439528,2.539472412902779,False,8,1,20.0,20.0,267.9
j9yi8qx8,60X,8,22.44,12.0,-99,-99,-1,21.0,43.44,2.17,11.0,56.61,11.0,21.0,23.0,27.0,32.0,8.0,10.0,13.0,18.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,17.5,1.25,9.25,9.0,38.0,54.0,69.0,92.0,,1.1810885839459644,3.1046145984723705,False,1,5,20.0,240.0,262.44
j9yi8qx8,657322bd0c81d1e8853d38e8,8,161.83,4.0,-99,-99,0,0.0,161.83,8.09,4.0,173.92,4.0,21.0,24.0,28.0,30.0,8.0,10.0,13.0,18.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,17.5,1.25,9.25,9.0,38.0,54.0,47.0,60.0,,0.8242351167439528,2.539472412902779,False,5,4,20.0,80.0,241.83
j9yi8qx8,646f77d9a7d75c8264dba865,8,227.76,0.0,-99,-99,0,0.0,227.76,11.39,0.0,239.15,0.0,20.0,20.0,20.0,22.0,8.0,10.0,13.0,18.0,1.0,4.0,8.0,17.0,0.0,1.0,0.0,1.0,17.5,1.25,9.25,9.0,38.0,54.0,47.0,60.0,,0.8242351167439528,2.539472412902779,False,5,0,20.0,0.0,227.76
j9yi8qx8,615252fe3ac6a44f68bdc779,8,230.27,0.0,-99,-99,1,-21.0,209.27,10.46,1.0,220.73,1.0,,,,,8.0,10.0,13.0,18.0,,,,,0.0,0.0,0.0,1.0,17.5,1.25,9.25,9.0,38.0,54.0,69.0,92.0,,1.1810885839459644,3.1046145984723705,False,1,0,20.0,0.0,230.27
j9yi8qx8,5669ac845bd4ff0011159b4a,8,56.48,10.0,-99,-99,0,0.0,56.48,2.82,10.0,69.3,10.0,19.0,20.0,27.0,37.0,8.0,10.0,13.0,18.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,17.5,1.25,9.25,9.0,38.0,54.0,69.0,92.0,,0.9697143679401486,3.630896551474556,False,0,0,20.0,200.0,256.48
j9yi8qx8,65a2bc0d60b1e46f4e1d3cc8,9,240.05,0.0,-99,-99,0,0.0,240.05,12.0,0.0,252.05,0.0,21.0,22.0,23.0,24.0,9.0,11.0,14.0,19.0,1.0,3.0,6.0,17.0,0.0,0.0,1.0,0.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,57.0,,0.5207506251129594,3.443054799625481,False,5,0,21.0,0.0,240.05
j9yi8qx8,60ff7c8f4f066ccf6fe05587,9,72.6,8.0,-99,-99,-3,66.0,138.6,6.93,5.0,150.53,5.0,22.0,23.0,38.0,41.0,9.0,11.0,14.0,19.0,0.0,2.0,-9.0,0.0,0.0,0.0,0.0,1.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,95.0,,1.1997816780601462,2.850214094937773,False,2,3,21.0,168.0,240.6
j9yi8qx8,5f7529755aaa0e1a6e804640,9,210.32,2.0,-99,-99,0,0.0,210.32,10.52,2.0,222.84,2.0,23.0,25.0,30.0,38.0,9.0,11.0,14.0,19.0,-1.0,0.0,-1.0,3.0,0.0,0.0,0.0,0.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,95.0,,1.0152695790442978,3.5642283138559665,False,2,0,21.0,42.0,252.32
j9yi8qx8,56f9364e895094000c8f4967,9,230.08,1.0,-99,-99,0,0.0,230.08,11.5,1.0,242.58,1.0,22.0,23.0,24.0,26.0,9.0,11.0,14.0,19.0,0.0,2.0,5.0,15.0,0.0,0.0,0.0,1.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,95.0,,1.1997816780601462,2.850214094937773,False,3,1,21.0,21.0,251.08
j9yi8qx8,564d1fedb48dec0005b5191d,9,238.06,1.0,-99,-99,0,0.0,238.06,11.9,1.0,250.96,1.0,21.0,20.0,21.0,21.0,9.0,11.0,14.0,19.0,1.0,5.0,8.0,20.0,0.0,0.0,0.0,1.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,95.0,,1.1997816780601462,2.850214094937773,False,5,1,21.0,21.0,259.06
j9yi8qx8,600f9342e7bc5518fa9ca92a,9,236.02,1.0,-99,-99,2,-44.0,192.02,9.6,3.0,204.62,3.0,26.0,27.0,34.0,41.0,9.0,11.0,14.0,19.0,-4.0,-2.0,-5.0,0.0,1.0,1.0,1.0,1.0,19.25,1.75,9.5,7.25,26.0,16.0,12.0,10.0,,-1.21801292652005,2.954187251485065,False,2,0,21.0,21.0,257.02
j9yi8qx8,568e7e33e3ef9e000da202a7,9,116.43,7.0,-99,-99,-2,44.0,160.43,8.02,5.0,173.45,5.0,17.0,18.0,18.0,18.0,9.0,11.0,14.0,19.0,5.0,7.0,11.0,23.0,0.0,0.0,0.0,1.0,19.25,1.75,9.5,7.25,26.0,42.0,64.0,95.0,,1.1997816780601462,2.850214094937773,False,0,2,21.0,147.0,263.43
