1721237985.000000, IBI
89.390625,0.953125
90.109375,0.718750
91.093750,0.984375
92.046875,0.953125
92.843750,0.796875
98.156250,0.968750
99.078125,0.921875
99.890625,0.812500
100.734375,0.843750
101.531250,0.796875
102.468750,0.937500
103.234375,0.765625
104.015625,0.781250
104.828125,0.812500
105.781250,0.953125
106.578125,0.796875
107.515625,0.937500
116.421875,0.953125
117.203125,0.781250
124.281250,0.843750
125.203125,0.921875
126.171875,0.968750
127.109375,0.937500
128.015625,0.906250
128.968750,0.953125
133.515625,0.953125
134.375000,0.859375
135.296875,0.921875
136.265625,0.968750
137.265625,1.000000
138.140625,0.875000
139.078125,0.937500
140.078125,1.000000
141.093750,1.015625
141.968750,0.875000
142.906250,0.937500
143.843750,0.937500
144.750000,0.906250
145.671875,0.921875
146.640625,0.968750
147.625000,0.984375
151.890625,0.750000
152.718750,0.828125
153.500000,0.781250
154.281250,0.781250
155.062500,0.781250
155.843750,0.781250
156.625000,0.781250
157.546875,0.921875
158.343750,0.796875
159.125000,0.781250
170.578125,0.421875
170.953125,0.375000
176.671875,0.734375
218.312500,0.671875
219.281250,0.968750
220.109375,0.828125
220.921875,0.812500
221.953125,1.031250
222.781250,0.828125
226.640625,0.750000
231.765625,1.062500
232.703125,0.937500
233.656250,0.953125
244.515625,0.859375
245.296875,0.781250
246.171875,0.875000
246.906250,0.734375
247.781250,0.875000
248.625000,0.843750
249.375000,0.750000
264.203125,0.843750
265.078125,0.875000
265.890625,0.812500
266.718750,0.828125
267.531250,0.812500
268.359375,0.828125
269.203125,0.843750
269.875000,0.671875
270.734375,0.859375
271.531250,0.796875
272.359375,0.828125
273.265625,0.906250
277.828125,0.906250
278.796875,0.968750
279.812500,1.015625
280.812500,1.000000
281.781250,0.968750
282.640625,0.859375
283.500000,0.859375
284.375000,0.875000
285.218750,0.843750
286.109375,0.890625
286.921875,0.812500
287.765625,0.843750
288.656250,0.890625
289.562500,0.906250
290.484375,0.921875
291.312500,0.828125
292.203125,0.890625
293.078125,0.875000
293.984375,0.906250
294.781250,0.796875
295.625000,0.843750
296.484375,0.859375
297.328125,0.843750
298.171875,0.843750
298.968750,0.796875
299.812500,0.843750
300.687500,0.875000
301.531250,0.843750
302.328125,0.796875
303.125000,0.796875
303.984375,0.859375
304.812500,0.828125
305.578125,0.765625
306.375000,0.796875
307.218750,0.843750
308.046875,0.828125
312.843750,0.781250
313.640625,0.796875
314.468750,0.828125
315.250000,0.781250
316.046875,0.796875
316.890625,0.843750
317.718750,0.828125
318.531250,0.812500
319.328125,0.796875
320.125000,0.796875
321.000000,0.875000
321.828125,0.828125
322.562500,0.734375
323.375000,0.812500
324.187500,0.812500
325.046875,0.859375
325.859375,0.812500
326.687500,0.828125
327.546875,0.859375
328.421875,0.875000
329.281250,0.859375
330.156250,0.875000
331.031250,0.875000
331.906250,0.875000
332.687500,0.781250
333.500000,0.812500
341.609375,0.703125
342.281250,0.671875
342.953125,0.671875
343.656250,0.703125
348.421875,0.718750
349.125000,0.703125
349.828125,0.703125
350.593750,0.765625
351.421875,0.828125
352.296875,0.875000
353.218750,0.921875
354.062500,0.843750
354.953125,0.890625
355.890625,0.937500
356.812500,0.921875
357.625000,0.812500
358.468750,0.843750
359.343750,0.875000
360.234375,0.890625
361.046875,0.812500
361.890625,0.843750
362.937500,1.046875
363.843750,0.906250
364.703125,0.859375
365.484375,0.781250
366.296875,0.812500
367.203125,0.906250
368.140625,0.937500
369.078125,0.937500
369.921875,0.843750
370.828125,0.906250
371.859375,1.031250
372.859375,1.000000
373.718750,0.859375
374.625000,0.906250
375.515625,0.890625
376.406250,0.890625
377.250000,0.843750
378.031250,0.781250
378.859375,0.828125
379.687500,0.828125
380.546875,0.859375
381.343750,0.796875
382.187500,0.843750
383.062500,0.875000
383.984375,0.921875
384.843750,0.859375
385.671875,0.828125
386.593750,0.921875
387.500000,0.906250
388.375000,0.875000
389.156250,0.781250
389.984375,0.828125
390.828125,0.843750
391.734375,0.906250
392.609375,0.875000
393.468750,0.859375
394.406250,0.937500
395.328125,0.921875
396.218750,0.890625
397.031250,0.812500
397.937500,0.906250
405.406250,0.671875
406.093750,0.687500
406.812500,0.718750
407.531250,0.718750
411.812500,0.765625
412.546875,0.734375
413.281250,0.734375
414.078125,0.796875
414.859375,0.781250
415.671875,0.812500
416.406250,0.734375
417.218750,0.812500
418.078125,0.859375
422.921875,0.796875
423.734375,0.812500
429.312500,0.828125
430.187500,0.875000
431.078125,0.890625
431.937500,0.859375
432.750000,0.812500
433.406250,0.656250
437.421875,0.750000
438.203125,0.781250
439.046875,0.843750
439.859375,0.812500
440.625000,0.765625
441.484375,0.859375
442.343750,0.859375
443.218750,0.875000
444.031250,0.812500
444.859375,0.828125
445.781250,0.921875
446.593750,0.812500
447.406250,0.812500
448.296875,0.890625
449.234375,0.937500
450.156250,0.921875
450.968750,0.812500
451.828125,0.859375
452.703125,0.875000
453.531250,0.828125
454.484375,0.953125
455.296875,0.812500
456.125000,0.828125
457.000000,0.875000
457.906250,0.906250
458.703125,0.796875
459.609375,0.906250
460.562500,0.953125
461.531250,0.968750
462.390625,0.859375
463.281250,0.890625
464.250000,0.968750
465.218750,0.968750
466.062500,0.843750
466.937500,0.875000
467.843750,0.906250
468.812500,0.968750
469.734375,0.921875
470.687500,0.953125
471.671875,0.984375
472.656250,0.984375
473.609375,0.953125
474.453125,0.843750
475.359375,0.906250
480.531250,0.953125
481.500000,0.968750
482.562500,1.062500
483.468750,0.906250
484.343750,0.875000
485.250000,0.906250
486.015625,0.765625
486.796875,0.781250
487.578125,0.781250
488.328125,0.750000
489.093750,0.765625
489.828125,0.734375
490.593750,0.765625
491.406250,0.812500
492.234375,0.828125
493.031250,0.796875
493.859375,0.828125
494.703125,0.843750
495.593750,0.890625
496.500000,0.906250
497.312500,0.812500
498.140625,0.828125
499.000000,0.859375
499.796875,0.796875
500.625000,0.828125
501.484375,0.859375
502.375000,0.890625
503.171875,0.796875
508.218750,0.843750
509.125000,0.906250
509.953125,0.828125
510.718750,0.765625
511.531250,0.812500
512.375000,0.843750
513.250000,0.875000
514.140625,0.890625
514.968750,0.828125
515.843750,0.875000
516.812500,0.968750
517.781250,0.968750
518.656250,0.875000
519.578125,0.921875
520.484375,0.906250
521.437500,0.953125
522.312500,0.875000
523.187500,0.875000
524.078125,0.890625
524.984375,0.906250
525.843750,0.859375
526.703125,0.859375
527.656250,0.953125
528.593750,0.937500
529.437500,0.843750
