65a2bc0d60b1e46f4e1d3cc8,5.01
60ff7c8f4f066ccf6fe05587,4.51
5f7529755aaa0e1a6e804640,3.71
5f7529755aaa0e1a6e804640,3.71
56f9364e895094000c8f4967,6.53
56f9364e895094000c8f4967,5.4
56f9364e895094000c8f4967,6.53
56f9364e895094000c8f4967,5.4
564d1fedb48dec0005b5191d,3.31
600f9342e7bc5518fa9ca92a,6.09
568e7e33e3ef9e000da202a7,3.56
6554ea58c859388bc801973c,4.58
5c3151aa0cfe9a00012f6f3f,4.82
65c128df79c460e6c2c07adc,3.09
657322bd0c81d1e8853d38e8,5.5
646f77d9a7d75c8264dba865,5.58
615252fe3ac6a44f68bdc779,2.62
5669ac845bd4ff0011159b4a,6.09
