652bec7edafaf7eb52260adc,1.38
65771b60491a7f2586a8e76e,1.91
5e9f3f09ccc75a0c345e4845,5.05
632a1ae0d2c0c28e680e9c5a,3.87
647e0f22b1d466181ae694c4,3.12
664639dd4711fff56d77ada4,3.7
6639294aecf47d087656fe71,2.1
62e19208352cd518d7b2f085,5.36
62b0ff84054c6ca32f481c65,4.83
62b0ff84054c6ca32f481c65,4.67
62b0ff84054c6ca32f481c65,4.83
62b0ff84054c6ca32f481c65,4.67
5c56964991c0ad0001cfa5ae,5.96
6090578fb2299eacaec32b7a,5.41
59966e89a2bbe000018834b8,7.2
66463e4efb99fba5a67a010a,4.42
6646002255b1bdcfe331c5c4,4.14
664299802cd8985e29fc6573,5.56
664299802cd8985e29fc6573,5.3
664299802cd8985e29fc6573,5.56
664299802cd8985e29fc6573,5.3
6638e8aa3d1f38846080806a,4.96
5fb8c064339ea562edc00d73,3.62
