66a3e3024b6f8d4117cead79,4.09
65cb5a3ca891e8c49578aec4,3.11
661ea4cacedd4c83df3a2dcb,3.71
589f4b4b4d580c0001e0a155,6.86
60d64ec5cf4d757686ac4f14,5.12
66404f7c39df6ec6f06106e4,4.96
667739d3b49289b25a5b4f3c,5.62
65e1fc8e3dcd357b05a330f8,4.4
668f9be093060d7620e0507b,3.5
5fb08ec5ddc19949a58f5a4f,4.69
663a27bfa1e92a6df3aa5a29,3.77
66b008df9d4ce5af7b5af84f,4.91
66401596238b186112d38c5f,4.65
664f8eed03b3ca70a357b4da,3.29
668dd5aedb0b1300fbbc21f7,7.89
66ab63037ff4d34b3d60306a,0.0
669ff9394403872002cad24a,4.19
