588e02b13326830001bc29cd,20.66
66ca889632a6b5e4f4d0acf7,23.12
5a233c5d7413810001521d8f,19.85
5f6b8930b9d9530b1b065360,20.85
66e0813b79955faf3b6017c3,18.27
593444cd7f60d200011e5798,16.45
5f1dea279f4818757f07f087,19.54
66980b6dfb93bb2506774ca2,18.07
66d6270bd714afb013bc3285,17.88
66e44443d5be0907ea259fbf,19.88
66d0c3a4c8f7599ecaa1a1eb,15.81
66a8943bc033e1485a6331a1,17.44
6679e55e2c98136f0c4e71ea,18.37
6110b901d3037af4edb435c5,18.79
615dbec57d764bf5ab0a56e5,19.35
631659ad8e5354f16aef7249,21.07
669bcbcb713273ad835961a0,18.17
