62bdc30224534809032cf056,3.23
62b628e4351d179f1ff6cc59,9.86
62b0ff84054c6ca32f481c65,5.87
66919140828b8946afc029c5,8.93
612962f44f151ddfd0298c52,7.74
655f8b988c6f7bfe39e747b0,6.32
669b4dceeb230d2639ec95b2,6.13
5ed543442db0060a955d12e1,6.69
5699a34925d9e9000cb095d4,3.48
6664f5e1d2bb30d00f6172c4,3.7
659daa1ed4e13d6428103c1f,4.46
6654b7668e8642303bbc2fa7,5.44
667ff3711e30726d16f919c7,5.42
632b947efa9da6a9bde31f94,4.65
643adb4a213b87bfc7e21e3f,4.24
66a0ab7c28e1b2f182ab5233,2.43
6692871c0126c394a82ebd80,3.73
