60c12fe6ca8c4aa6d0185190,7.84
60c12fe6ca8c4aa6d0185190,3.93
60c12fe6ca8c4aa6d0185190,7.84
60c12fe6ca8c4aa6d0185190,3.93
66469125811cb4b314cd04f4,6.69
62728f0c68b9ecf571a2dbd4,6.17
62728f0c68b9ecf571a2dbd4,6.06
62728f0c68b9ecf571a2dbd4,6.17
62728f0c68b9ecf571a2dbd4,6.06
66467f5703bc98ffca9a248c,8.12
66467f5703bc98ffca9a248c,8.55
66467f5703bc98ffca9a248c,8.12
66467f5703bc98ffca9a248c,8.55
6625c9127eee9a3639d7e1af,4.2
6680b99725961403f1c3ee3a,5.13
6680b99725961403f1c3ee3a,7.24
6680b99725961403f1c3ee3a,5.13
6680b99725961403f1c3ee3a,7.24
66857cc20736230620552dbc,4.81
663ab8a4d5bff4596f9a9de7,2.27
663ab8a4d5bff4596f9a9de7,2.09
663ab8a4d5bff4596f9a9de7,2.27
663ab8a4d5bff4596f9a9de7,2.09
6675ebfe4ca3bfdd2a986877,2.32
663bb62ffe083ca847014fbb,4.65
65d563ecf8df20ade2f17888,5.55
667d4f099343ca5b26b2932a,3.92
5de260b9553cee28d97b058d,9.98
60c3ba02dfcf64dbe7ae0396,5.94
663200f99991108a0c4dcb23,2.33
666228f8860c05fcca83ab1e,3.97
6630dd23d49aad3c932af33c,2.83
6668b7620adc0e65f62c79d5,4.36
6637c7d9fc91cd7d5c8b0d49,2.89
