session,participant,part_label,round_number,type,quantity,price,quantity_final,original_quantity,automatic,market_price,volume
bt6k6rqp,vvh5zace,04R,17,SELL,2,50,2,,0,50,2
bt6k6rqp,rp6hi2rs,61K,17,BUY,2,57,2,,0,50,2
bt6k6rqp,s2q0vx6j,81K,17,BUY,2,47,0,,0,50,2
bt6k6rqp,ul125qb1,86T,18,SELL,3,52,0,,0,50,0
bt6k6rqp,ul125qb1,86T,18,SELL,1,52,0,,0,50,0
bt6k6rqp,vvh5zace,04R,18,SELL,1,104,0,,0,50,0
bt6k6rqp,rp6hi2rs,61K,18,SELL,1,50,0,,0,50,0
bt6k6rqp,ul125qb1,86T,19,SELL,2,52,0,,0,42,1
bt6k6rqp,vvh5zace,04R,19,SELL,1,55,0,,0,42,1
bt6k6rqp,o6s6ayqu,30G,19,SELL,2,42,1,,0,42,1
bt6k6rqp,s2q0vx6j,81K,19,BUY,1,45,1,,0,42,1
bt6k6rqp,ul125qb1,86T,20,SELL,5,42,0,,0,41,1
bt6k6rqp,ul125qb1,86T,20,SELL,3,41,1,,0,41,1
bt6k6rqp,ra4b7tia,14L,20,BUY,1,13,0,,0,41,1
bt6k6rqp,rp6hi2rs,61K,20,BUY,1,49,1,,0,41,1
bt6k6rqp,ul125qb1,86T,21,SELL,5,35,2,,0,35,2
bt6k6rqp,ul125qb1,86T,21,SELL,2,40,0,,0,35,2
bt6k6rqp,ra4b7tia,14L,21,BUY,1,13,0,,0,35,2
bt6k6rqp,rp6hi2rs,61K,21,SELL,1,47,0,,0,35,2
bt6k6rqp,o6s6ayqu,30G,21,BUY,2,38,2,,0,35,2
bt6k6rqp,s2q0vx6j,81K,21,BUY,2,33,0,,0,35,2
bt6k6rqp,s2q0vx6j,81K,21,SELL,1,39,0,,0,35,2
bt6k6rqp,ul125qb1,86T,22,SELL,5,30,0,,0,35,0
bt6k6rqp,vvh5zace,04R,22,SELL,1,45,0,,0,35,0
bt6k6rqp,ra4b7tia,14L,22,BUY,1,14,0,,0,35,0
bt6k6rqp,o6s6ayqu,30G,22,SELL,1,51,0,,0,35,0
bt6k6rqp,s2q0vx6j,81K,22,SELL,1,32,0,,0,35,0
bt6k6rqp,ul125qb1,86T,23,SELL,5,25,3,,0,25,3
bt6k6rqp,vvh5zace,04R,23,BUY,2,35,2,,0,25,3
bt6k6rqp,ra4b7tia,14L,23,BUY,1,14,0,,0,25,3
bt6k6rqp,o6s6ayqu,30G,23,BUY,1,50,1,,0,25,3
bt6k6rqp,s2q0vx6j,81K,23,SELL,1,32,0,,0,25,3
bt6k6rqp,ul125qb1,86T,24,SELL,2,25,0,,0,25,0
bt6k6rqp,ra4b7tia,14L,24,BUY,5,13,0,,0,25,0
bt6k6rqp,o6s6ayqu,30G,24,SELL,1,25,0,,0,25,0
bt6k6rqp,s2q0vx6j,81K,24,SELL,1,20,0,,0,25,0
bt6k6rqp,ul125qb1,86T,25,SELL,2,22,2,,0,23,3
bt6k6rqp,vvh5zace,04R,25,BUY,1,23,1,,0,23,3
bt6k6rqp,o6s6ayqu,30G,25,BUY,1,23,0,,0,23,3
bt6k6rqp,o6s6ayqu,30G,25,BUY,1,25,1,,0,23,3
bt6k6rqp,o6s6ayqu,30G,25,BUY,1,28,1,,0,23,3
