participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.consent_given,player.button_clicked,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,po07dezz,65a2bc0d60b1e46f4e1d3cc8,0,400,401,payment,FinalResultsPage,2024-03-14 18:03:32.710592,1,,,1002.44,1,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
2,6t5zkjsw,60ff7c8f4f066ccf6fe05587,0,400,401,payment,FinalResultsPage,2024-03-14 18:03:32.960252,1,,,902.65,2,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
3,2c2jk6i2,5f7529755aaa0e1a6e804640,0,400,401,payment,FinalResultsPage,2024-03-14 18:03:33.348760,1,,,740.34,3,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
4,le0k73pf,56f9364e895094000c8f4967,0,400,401,payment,FinalResultsPage,2024-03-14 18:03:33.736684,1,,,1079.39,4,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
5,eqomb134,564d1fedb48dec0005b5191d,0,400,401,payment,FinalResultsPage,2024-03-14 18:03:34.031482,1,,,662.58,5,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
6,jh4zquoe,600f9342e7bc5518fa9ca92a,0,400,401,payment,FinalResultsPage,2024-03-14 18:03:34.128349,1,,,1218.14,6,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
7,qfhl00la,568e7e33e3ef9e000da202a7,0,400,401,payment,FinalResultsPage,2024-03-14 18:03:34.636458,1,,,713.1,7,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
8,164ihb2u,6554ea58c859388bc801973c,0,400,401,payment,FinalResultsPage,2024-03-14 18:03:35.054804,1,,,915.17,8,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
9,di7fvryy,90H,0,400,401,payment,FinalResultsPage,2024-03-14 18:03:35.430072,1,,,1200.68,9,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
10,bwgnq67y,67V,0,400,401,payment,FinalResultsPage,2024-03-14 18:03:36.228958,1,,,1036.68,10,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
11,hek05e9p,5c3151aa0cfe9a00012f6f3f,0,400,401,payment,FinalResultsPage,2024-03-14 18:03:38.091121,1,,,963.86,11,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
12,uhwxw8pp,81F,0,400,401,payment,FinalResultsPage,2024-03-14 18:03:38.140781,1,,,1126.73,12,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
13,5oxgjtht,65c128df79c460e6c2c07adc,0,400,401,payment,FinalResultsPage,2024-03-14 18:03:38.469489,1,,,616.59,13,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
14,6erfh0b4,44L,0,400,401,payment,FinalResultsPage,2024-03-14 18:03:39.226124,1,,,835.23,14,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
15,y0k96lit,10Q,0,400,401,payment,FinalResultsPage,2024-03-14 18:03:40.082559,1,,,1295.95,15,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
16,wpf8xvzn,60X,0,400,401,payment,FinalResultsPage,2024-03-14 18:03:41.312734,1,,,1444.33,16,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
17,0j7pa5ah,657322bd0c81d1e8853d38e8,0,400,401,payment,FinalResultsPage,2024-03-14 18:03:41.699417,1,,,1100.82,17,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
18,1q4y5igg,646f77d9a7d75c8264dba865,0,400,401,payment,FinalResultsPage,2024-03-14 18:03:42.912989,1,,,1116.92,18,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
19,ai804tsq,615252fe3ac6a44f68bdc779,0,400,401,payment,FinalResultsPage,2024-03-14 18:04:03.590436,1,,,523.12,19,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
20,jehhq03p,5669ac845bd4ff0011159b4a,0,400,401,payment,FinalResultsPage,2024-03-14 18:05:47.234471,1,,,1217.84,20,,0.0,1,1,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
21,p6796qx0,69B,0,401,401,payment,NonParticipantPage,2024-03-14 18:06:28.086886,1,,,0.0,21,,0.0,0,0,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
22,5kxaoibz,97R,0,401,401,payment,NonParticipantPage,2024-03-14 18:06:28.108096,1,,,0.0,22,,0.0,0,0,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
23,ufnxp11s,00U,0,401,401,payment,NonParticipantPage,2024-03-14 18:06:28.145525,1,,,0.0,23,,0.0,0,0,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
24,00l9f2po,12C,0,401,401,payment,NonParticipantPage,2024-03-14 18:06:28.182709,1,,,0.0,24,,0.0,0,0,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
25,h5zss9ga,63F,0,401,401,payment,NonParticipantPage,2024-03-14 18:06:28.225961,1,,,0.0,25,,0.0,0,0,1,1,j9yi8qx8,2024-03-14,,,Market Experiment,0
1,y3sohdna,63d15e1be853005ff591b935,0,400,401,payment,FinalResultsPage,2024-04-04 19:31:22.657989,1,,,939.27,1,,0.0,1,1,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
2,f69sc3qv,47R,0,400,401,payment,FinalResultsPage,2024-04-04 19:31:23.171369,1,,,1761.29,2,,0.0,1,1,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
3,1otptc78,64d5219df0415c9a7c609c19,0,400,401,payment,FinalResultsPage,2024-04-04 19:31:23.551235,1,,,902.37,3,,0.0,1,1,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
4,g15uk1na,63e576170eb086a90644efb4,0,400,401,payment,FinalResultsPage,2024-04-04 19:31:24.514153,1,,,1045.27,4,,0.0,1,1,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
5,uvqvgyhm,655fa05b1303f59972ea6555,0,400,401,payment,FinalResultsPage,2024-04-04 19:31:25.314835,1,,,458.06,5,,0.0,1,1,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
6,jgzbuspd,63X,0,400,401,payment,FinalResultsPage,2024-04-04 19:31:26.116176,1,,,679.9,6,,0.0,1,1,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
7,34moh240,90M,0,400,401,payment,FinalResultsPage,2024-04-04 19:31:26.889452,1,,,1606.6,7,,0.0,1,1,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
8,kj5mb0c6,65f4ab7884f8411c9e11a34e,0,400,401,payment,FinalResultsPage,2024-04-04 19:31:27.260555,1,,,597.2,8,,0.0,1,1,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
9,i32vxc9q,612517df29cd32c6632b4a44,0,400,401,payment,FinalResultsPage,2024-04-04 19:31:27.706623,1,,,910.34,9,,0.0,1,1,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
10,lxahmvq4,5e1545d9b1fb05b6369d13e8,0,400,401,payment,FinalResultsPage,2024-04-04 19:31:28.828247,1,,,1019.27,10,,0.0,1,1,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
11,1tmdnedz,07C,0,400,401,payment,FinalResultsPage,2024-04-04 19:31:29.355443,1,,,952.2,11,,0.0,1,1,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
12,24awknoo,5e8b32ec2c33ae7f20a0b401,0,400,401,payment,FinalResultsPage,2024-04-04 19:31:30.665190,1,,,440.67,12,,0.0,1,1,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
13,blmrbxbe,31O,0,400,401,payment,FinalResultsPage,2024-04-04 19:31:31.738257,1,,,1011.59,13,,0.0,1,1,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
14,y8s9rh6k,5eb5f6d5e38e9f4e6c8dde3f,0,400,401,payment,FinalResultsPage,2024-04-04 19:31:32.737438,1,,,1586.04,14,,0.0,1,1,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
15,v8ekublm,63868eb7abcf3f247da6f52b,0,400,401,payment,FinalResultsPage,2024-04-04 19:31:36.448891,1,,,341.92,15,,0.0,1,1,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
16,84kdltfs,5bf311373a5bf00001401f64,0,400,401,payment,FinalResultsPage,2024-04-04 19:32:04.532813,1,,,799.6,16,,0.0,1,1,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
17,3x5s0fpe,85D,0,401,401,payment,NonParticipantPage,2024-04-04 19:33:07.419971,1,,,0.0,17,,0.0,0,0,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
18,ls34qfcy,68O,0,401,401,payment,NonParticipantPage,2024-04-04 19:33:07.441881,1,,,0.0,18,,0.0,0,0,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
19,ivfo1r91,67V,0,401,401,payment,NonParticipantPage,2024-04-04 19:33:07.460806,1,,,0.0,19,,0.0,0,0,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
20,qca4mwk9,40H,0,401,401,payment,NonParticipantPage,2024-04-04 19:33:07.479586,1,,,0.0,20,,0.0,0,0,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
21,eb2e5fwc,19I,0,401,401,payment,NonParticipantPage,2024-04-04 19:33:07.498476,1,,,0.0,21,,0.0,0,0,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
22,9eeyeanb,90P,0,401,401,payment,NonParticipantPage,2024-04-04 19:33:07.517779,1,,,0.0,22,,0.0,0,0,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
23,ko4sxzyb,07R,0,401,401,payment,NonParticipantPage,2024-04-04 19:33:07.555027,1,,,0.0,23,,0.0,0,0,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
24,8eo2r2z2,36D,0,401,401,payment,NonParticipantPage,2024-04-04 19:33:07.595342,1,,,0.0,24,,0.0,0,0,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
25,suqg1dnl,69K,0,401,401,payment,NonParticipantPage,2024-04-04 19:33:07.634505,1,,,0.0,25,,0.0,0,0,1,1,yh2bjr4n,2024-04-03,,,Market Experiment,0
