participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.timeout,player.consent_given,player.quiz_1,player.quiz_2,player.quiz_3,player.quiz_4,player.quiz_5,player.quiz_1_init,player.quiz_2_init,player.quiz_3_init,player.quiz_4_init,player.quiz_5_init,player.quiz_grade,player.quiz_attempt,player.quiz_failed,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,oki6azqv,bh51l45l_01K,0,8,8,landingct,NoConsent,2024-08-09 17:20:26.690499,1,,,0.0,1,,0.0,0.0,1,2,2,210,110,14,2,1,210,110,14,4,2,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
2,ppejc66g,bh51l45l_21S,0,8,8,landingct,NoConsent,2024-08-09 17:23:50.851747,1,,,0.0,2,,0.0,0.0,1,2,2,210,110,14,2,5,210,110,14,4,2,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
3,wh07u4mo,bh51l45l_28A,0,8,8,landingct,NoConsent,2024-08-09 17:24:29.463439,1,,,0.0,3,,0.0,0.0,1,2,2,210,110,14,2,5,210,110,14,4,2,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
4,fvw9cghj,bh51l45l_47X,0,8,8,landingct,NoConsent,2024-08-09 17:25:31.240361,1,,,0.0,4,,0.0,0.0,1,2,2,210,110,14,2,3,210,110,14,4,4,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
5,9oq8m7f0,5c1ebf5f658e9200017ae7e9,0,8,8,landingct,NoConsent,2024-08-09 17:28:41.132887,1,,,0.0,5,,0.0,0.0,1,1,3,200,105,30,1,3,200,105,30,0,1,1,1,1,bh51l45l,2024-08-09,,,Landing Page,0
6,m78j0w40,5fb08ec5ddc19949a58f5a4f,0,8,8,landingct,NoConsent,2024-08-09 17:28:55.826696,1,,,0.0,6,,0.0,0.0,1,2,2,210,110,14,2,2,200,105,14,3,2,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
7,1v0egu1m,1Jg00Tj3dEy09597D96n5O6Z,0,8,8,landingct,NoConsent,2024-08-09 17:28:56.034631,1,,,0.0,7,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
8,2chu968f,661ea4cacedd4c83df3a2dcb,0,8,8,landingct,NoConsent,2024-08-09 17:29:08.173723,1,,,0.0,8,,0.0,0.0,1,2,2,210,110,14,2,3,200,105,30,1,3,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
9,vx4zjp8s,66401596238b186112d38c5f,0,8,8,landingct,NoConsent,2024-08-09 17:29:13.496467,1,,,0.0,9,,0.0,0.0,1,2,2,210,110,14,2,1,200,105,29,1,9,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
10,4lfwktmu,66aa70aa19bfb4271935557a,0,8,8,landingct,NoConsent,2024-08-09 17:29:14.286105,1,,,0.0,10,,0.0,0.0,1,1,1,200,105,29,1,1,200,105,29,0,1,1,1,1,bh51l45l,2024-08-09,,,Landing Page,0
11,h5k001o6,65cb5a3ca891e8c49578aec4,0,8,8,landingct,NoConsent,2024-08-09 17:29:14.443092,1,,,0.0,11,,0.0,0.0,1,2,2,210,110,14,1,5,200,110,14,2,2,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
12,ztamsgcr,669ff9394403872002cad24a,0,8,8,landingct,NoConsent,2024-08-09 17:29:20.132529,1,,,0.0,12,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,14,5,1,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
13,314yguok,65e1fc8e3dcd357b05a330f8,0,8,8,landingct,NoConsent,2024-08-09 17:29:22.369973,1,,,0.0,13,,0.0,0.0,1,2,2,210,110,14,2,5,200,105,29,1,3,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
14,cjg0qh29,66b008df9d4ce5af7b5af84f,0,8,8,landingct,NoConsent,2024-08-09 17:29:23.947384,1,,,0.0,14,,0.0,0.0,1,2,2,210,110,14,2,2,200,100,29,2,2,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
15,tl1fup8q,663a27bfa1e92a6df3aa5a29,0,8,8,landingct,NoConsent,2024-08-09 17:29:30.466478,1,,,0.0,15,,0.0,0.0,1,2,2,210,110,14,2,2,210,105,29,3,2,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
16,yga40got,6671e64b6bf199f742cc0df6,0,8,8,landingct,NoConsent,2024-08-09 17:29:35.741965,1,,,0.0,16,,0.0,0.0,1,1,3,200,105,29,1,3,200,105,29,0,1,1,1,1,bh51l45l,2024-08-09,,,Landing Page,0
17,6928ovf1,669111fb088c948cc239a8b6,0,8,8,landingct,NoConsent,2024-08-09 17:29:36.096419,1,,,0.0,17,,0.0,0.0,1,2,2,210,110,14,2,1,200,100,1,1,5,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
18,u314is0j,668dd5aedb0b1300fbbc21f7,0,8,8,landingct,NoConsent,2024-08-09 17:29:36.321587,1,,,0.0,18,,0.0,0.0,1,2,2,210,110,14,2,4,200,114,29,1,6,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
19,uy9ahhz4,589f4b4b4d580c0001e0a155,0,8,8,landingct,NoConsent,2024-08-09 17:29:37.586246,1,,,0.0,19,,0.0,0.0,1,2,2,210,110,14,2,1,210,110,14,4,2,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
20,jh6o51hw,66ab63037ff4d34b3d60306a,0,8,8,landingct,NoConsent,2024-08-09 17:29:41.399240,1,,,0.0,20,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,14,5,1,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
21,115goz7d,66404f7c39df6ec6f06106e4,0,8,8,landingct,NoConsent,2024-08-09 17:29:44.347659,1,,,0.0,21,,0.0,0.0,1,2,2,210,110,14,1,3,210,105,1,1,7,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
22,svth453i,60d64ec5cf4d757686ac4f14,0,8,8,landingct,NoConsent,2024-08-09 17:29:45.396988,1,,,0.0,22,,0.0,0.0,1,2,2,210,110,14,2,1,210,114,29,2,2,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
23,2o1ujhnc,6682917d810726729c8b8a01,0,8,8,landingct,NoConsent,2024-08-09 17:29:57.472146,1,,,0.0,23,,0.0,0.0,1,1,1,205,105,1,1,1,205,105,1,0,1,1,1,1,bh51l45l,2024-08-09,,,Landing Page,0
24,awphztzb,6668e5e48f8924003f5f21b6,0,8,8,landingct,NoConsent,2024-08-09 17:30:08.031344,1,,,0.0,24,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
25,wymwgpfp,66a3e3024b6f8d4117cead79,0,8,8,landingct,NoConsent,2024-08-09 17:30:16.665394,1,,,0.0,25,,0.0,0.0,1,2,2,210,110,14,2,5,200,105,29,1,3,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
26,3bb1gmgj,667739d3b49289b25a5b4f3c,0,8,8,landingct,NoConsent,2024-08-09 17:30:27.382861,1,,,0.0,26,,0.0,0.0,1,2,2,210,110,14,2,2,200,105,29,2,2,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
27,wk10f2pl,668f9be093060d7620e0507b,0,8,8,landingct,NoConsent,2024-08-09 17:30:29.307070,1,,,0.0,27,,0.0,0.0,1,2,2,210,110,14,2,5,200,105,29,1,13,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
28,ajt792vo,66b3a5657863e3c77689f1a1,0,8,8,landingct,NoConsent,2024-08-09 17:30:32.130623,1,,,0.0,28,,0.0,0.0,1,1,5,200,105,29,1,5,200,105,29,0,1,1,1,1,bh51l45l,2024-08-09,,,Landing Page,0
29,hvq3qubf,664f8eed03b3ca70a357b4da,0,8,8,landingct,NoConsent,2024-08-09 17:30:44.898019,1,,,0.0,29,,0.0,0.0,1,2,2,210,110,14,2,4,200,100,1,1,6,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
30,dqgcip7w,66a1f1240ce96e053d577d47,0,8,8,landingct,NoConsent,2024-08-09 17:31:36.081531,1,,,0.0,30,,0.0,0.0,1,2,3,210,100,29,2,3,200,105,1,1,11,1,1,1,bh51l45l,2024-08-09,,,Landing Page,0
31,1s0v0gpu,bh51l45l_71K,0,8,8,landingct,NoConsent,2024-08-09 17:32:57.597806,1,,,0.0,31,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
32,mcauee7s,bh51l45l_92T,0,8,8,landingct,NoConsent,2024-08-09 17:32:57.608735,1,,,0.0,32,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
33,mubgcbyw,bh51l45l_68I,0,8,8,landingct,NoConsent,2024-08-09 17:32:57.619138,1,,,0.0,33,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
34,03502v8e,bh51l45l_03H,0,8,8,landingct,NoConsent,2024-08-09 17:32:57.629382,1,,,0.0,34,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
35,hafxp0k2,bh51l45l_95Y,0,8,8,landingct,NoConsent,2024-08-09 17:32:57.640004,1,,,0.0,35,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,bh51l45l,2024-08-09,,,Landing Page,0
