session,participant,part_label,clicked_button,market_bonus,forecast_bonus,risk_bonus,quiz_bonus,total_bonus,showup,total_payment
z1vrkziq,81h6ob86,66a3e3024b6f8d4117cead79,1,2.87,0.04,0.93,0.25,4.09,12.0,16.09
z1vrkziq,5im4nzc3,65cb5a3ca891e8c49578aec4,1,1.73,0.03,0.85,0.5,3.11,12.0,15.11
z1vrkziq,20qv90z7,661ea4cacedd4c83df3a2dcb,1,2.45,0.01,1.0,0.25,3.71,12.0,15.71
z1vrkziq,q9azzlz7,13gE0T7Zd260l5z75969nOS7,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
z1vrkziq,p0ew7vki,589f4b4b4d580c0001e0a155,1,4.08,0.03,1.75,1.0,6.86,12.0,18.86
z1vrkziq,tqy5e6e2,60d64ec5cf4d757686ac4f14,1,3.59,0.03,1.0,0.5,5.12,12.0,17.12
z1vrkziq,hn4nwi4k,bh51l45l_21S,1,4.43,0.03,0.75,1.0,6.21,12.0,18.21
z1vrkziq,ivx0d1a4,66404f7c39df6ec6f06106e4,1,2.75,0.03,1.93,0.25,4.96,12.0,16.96
z1vrkziq,xtxvgqdd,667739d3b49289b25a5b4f3c,1,4.11,0.01,1.0,0.5,5.62,12.0,17.62
z1vrkziq,fg5z62t1,bh51l45l_47X,1,4.1,0.01,0.03,1.0,5.14,12.0,17.14
z1vrkziq,sxi2qyg2,bh51l45l_01K,1,5.14,0.01,0.72,1.0,6.87,12.0,18.87
z1vrkziq,ichhmk1y,65e1fc8e3dcd357b05a330f8,1,3.15,0.03,0.97,0.25,4.4,12.0,16.4
z1vrkziq,s9bk2ta5,668f9be093060d7620e0507b,1,1.35,0.05,1.85,0.25,3.5,12.0,15.5
z1vrkziq,w0wme38t,5fb08ec5ddc19949a58f5a4f,1,2.83,0.01,1.1,0.75,4.69,12.0,16.69
z1vrkziq,xdyl0yx8,663a27bfa1e92a6df3aa5a29,1,2.32,0.0,0.7,0.75,3.77,12.0,15.77
z1vrkziq,xu4va31v,66b008df9d4ce5af7b5af84f,1,3.38,0.03,1.0,0.5,4.91,12.0,16.91
z1vrkziq,sa5q6akt,66401596238b186112d38c5f,1,3.38,0.07,0.95,0.25,4.65,12.0,16.65
z1vrkziq,9nb331o3,664f8eed03b3ca70a357b4da,1,2.89,0.0,0.15,0.25,3.29,12.0,15.29
z1vrkziq,5kn9twoj,bh51l45l_28A,1,3.46,0.03,0.88,1.0,5.37,12.0,17.37
z1vrkziq,dbhdofew,668dd5aedb0b1300fbbc21f7,1,5.68,0.03,1.93,0.25,7.89,12.0,19.89
z1vrkziq,aw9o4ehi,66ab63037ff4d34b3d60306a,1,0.0,0.0,0.0,0.0,0.0,12.0,12.0
z1vrkziq,v0hjqxq3,669ff9394403872002cad24a,1,2.04,0.0,0.9,1.25,4.19,12.0,16.19
z1vrkziq,arpe5cey,z1vrkziq_60V,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
z1vrkziq,sryojd96,z1vrkziq_75E,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
z1vrkziq,hoaib4b6,z1vrkziq_21H,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
z1vrkziq,ckyjc5o1,z1vrkziq_44N,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
z1vrkziq,2m4m61nb,z1vrkziq_91N,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
z1vrkziq,2qscwvtu,z1vrkziq_41E,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
z1vrkziq,fg1tcfcr,z1vrkziq_46V,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
z1vrkziq,99dp7qsv,z1vrkziq_37H,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
