session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
tyz81wyd,1,15dx0pze,0,,InitializeParticipant,1700162351,1,0,0
tyz81wyd,2,jx8pidn3,0,,InitializeParticipant,1700165210,1,0,0
tyz81wyd,3,b756p5lc,0,,InitializeParticipant,1700165422,1,0,0
tyz81wyd,4,6ny6xs08,0,,InitializeParticipant,1700165929,1,0,0
tyz81wyd,5,nuf0rynv,0,,InitializeParticipant,1700166025,1,0,0
tyz81wyd,6,lknzjydd,0,,InitializeParticipant,1700166062,1,0,0
tyz81wyd,7,mylj7izc,0,,InitializeParticipant,1700166066,1,0,0
tyz81wyd,8,ol14eaz1,0,,InitializeParticipant,1700166143,1,0,0
tyz81wyd,9,7xzb4fsl,0,,InitializeParticipant,1700166228,1,0,0
tyz81wyd,10,hjlqtt4g,0,,InitializeParticipant,1700166244,1,0,0
tyz81wyd,11,i701dxth,0,,InitializeParticipant,1700166244,1,0,0
tyz81wyd,12,ctjh0qw6,0,,InitializeParticipant,1700166244,1,0,0
tyz81wyd,13,xaoitbe7,0,,InitializeParticipant,1700166244,1,0,0
tyz81wyd,14,mjwk5t5m,0,,InitializeParticipant,1700166244,1,0,0
tyz81wyd,15,ff23ktk7,0,,InitializeParticipant,1700166244,1,0,0
tyz81wyd,16,51brt5q1,0,,InitializeParticipant,1700166244,1,0,0
tyz81wyd,17,oi9tylo8,0,,InitializeParticipant,1700166244,1,0,0
tyz81wyd,18,7bv0rte9,0,,InitializeParticipant,1700166244,1,0,0
tyz81wyd,19,f510ite1,0,,InitializeParticipant,1700166244,1,0,0
tyz81wyd,20,w41idnns,0,,InitializeParticipant,1700166244,1,0,0
tyz81wyd,1,15dx0pze,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,2,jx8pidn3,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,3,b756p5lc,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,4,6ny6xs08,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,5,nuf0rynv,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,6,lknzjydd,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,7,mylj7izc,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,8,ol14eaz1,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,9,7xzb4fsl,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,10,hjlqtt4g,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,11,i701dxth,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,12,ctjh0qw6,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,13,xaoitbe7,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,14,mjwk5t5m,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,15,ff23ktk7,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,16,51brt5q1,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,17,oi9tylo8,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,18,7bv0rte9,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,19,f510ite1,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,20,w41idnns,1,consent,SplashPage,1700166247,1,1,0
tyz81wyd,1,15dx0pze,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,2,jx8pidn3,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,3,b756p5lc,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,4,6ny6xs08,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,5,nuf0rynv,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,6,lknzjydd,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,7,mylj7izc,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,8,ol14eaz1,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,9,7xzb4fsl,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,10,hjlqtt4g,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,11,i701dxth,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,12,ctjh0qw6,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,13,xaoitbe7,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,14,mjwk5t5m,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,15,ff23ktk7,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,16,51brt5q1,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,17,oi9tylo8,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,18,7bv0rte9,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,19,f510ite1,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,20,w41idnns,2,consent,ConsentWaitPage,1700166247,1,0,1
tyz81wyd,4,6ny6xs08,4,consent,ConsentPage,1700166253,1,0,0
tyz81wyd,8,ol14eaz1,4,consent,ConsentPage,1700166254,1,0,0
tyz81wyd,9,7xzb4fsl,4,consent,ConsentPage,1700166254,1,0,0
tyz81wyd,7,mylj7izc,4,consent,ConsentPage,1700166255,1,0,0
tyz81wyd,1,15dx0pze,4,consent,ConsentPage,1700166256,1,0,0
