time,value,zscore,tonic,phasic,page,rnd
1721239337.25,0.056382,-0.26427926337905233,-0.08450379204309269,-0.17977547133303978,ConsentWaitPage,-2
1721239337.5,0.057663,-0.21686585725144128,-0.06190776268343251,-0.1549580945649254,ConsentWaitPage,-2
1721239337.75,0.057663,-0.21686585725144128,-0.03974303963269425,-0.1771228176154928,ConsentWaitPage,-2
1721239338.0,0.055101,-0.3116926695066637,-0.018294464781132676,-0.2933982047221002,ConsentWaitPage,-2
1721239338.25,0.07304,0.3522800803163001,0.002159845280898982,0.3501202350390134,ConsentWaitPage,-2
1721239338.5,0.07304,0.3522800803163001,0.021354500657609663,0.33092557966248953,ConsentWaitPage,-2
1721239338.75,0.07304,0.3522800803163001,0.039042546560100956,0.3132375337601897,ConsentWaitPage,-2
1721239339.0,0.070477,0.2574162552537964,0.055000693311593046,0.20241556194638752,ConsentWaitPage,-2
1721239339.25,0.070477,0.2574162552537964,0.06903389976042625,0.18838235549774615,ConsentWaitPage,-2
1721239339.5,0.071759,0.3048666741886893,0.08097916769712377,0.22388750649612693,ConsentWaitPage,-2
1721239339.75,0.069196,0.21000284912618508,0.09070843725385026,0.11929441187706977,ConsentWaitPage,-2
1721239340.0,0.070477,0.2574162552537964,0.09813050995117695,0.15928574530750975,ConsentWaitPage,-2
1721239340.25,0.071759,0.3048666741886893,0.1031919648352213,0.2016747093584893,ConsentWaitPage,-2
1721239340.5,0.067915,0.16258944299857425,0.10587707204654666,0.05671237095714979,ConsentWaitPage,-2
1721239340.75,0.066633,0.11513902406368139,0.1062067454317012,0.008932278637167806,ConsentWaitPage,-2
1721239341.0,0.067915,0.16258944299857425,0.10423660987532535,0.05835283312846205,ConsentWaitPage,-2
1721239341.25,0.067915,0.16258944299857425,0.10005428849977983,0.06253515450399018,ConsentWaitPage,-2
1721239341.5,0.065352,0.06772561793607006,0.09377603859282248,-0.026050420651618923,ConsentWaitPage,-2
1721239341.75,0.056382,-0.26427926337905233,0.08554288221922544,-0.3498221455932523,ConsentWaitPage,-2
1721239342.0,0.060226,-0.12200203218893732,0.07551638738562466,-0.19751841956968974,ConsentWaitPage,-2
1721239342.25,0.061508,-0.0745516132540447,0.06387425811933634,-0.13842587136870385,ConsentWaitPage,-2
1721239342.5,0.062789,-0.027138207126433635,0.05080588711004491,-0.07794409423203308,ConsentWaitPage,-2
1721239342.75,0.061508,-0.0745516132540447,0.03650801346451388,-0.11105962671437519,ConsentWaitPage,-2
1721239343.0,0.062789,-0.027138207126433635,0.02118061197081061,-0.04831881909334623,ConsentWaitPage,-2
1721239343.25,0.061508,-0.0745516132540447,0.0050231205819249525,-0.07957473383237285,ConsentWaitPage,-2
1721239343.5,0.060226,-0.12200203218893732,-0.01176890900875058,-0.11023312317689941,ConsentWaitPage,-2
1721239343.75,0.062789,-0.027138207126433635,-0.029006675702157293,0.0018684685787009048,ConsentWaitPage,-2
1721239344.0,0.060226,-0.12200203218893732,-0.04651046925799763,-0.07549156292826562,ConsentWaitPage,-2
1721239344.25,0.061508,-0.0745516132540447,-0.06411146990252316,-0.010440143349136927,ConsentWaitPage,-2
1721239344.5,0.060226,-0.12200203218893732,-0.08165301177983557,-0.04034902040698666,ConsentWaitPage,-2
1721239344.75,0.060226,-0.12200203218893732,-0.09899133392604634,-0.02301069826102018,ConsentWaitPage,-2
1721239345.0,0.060226,-0.12200203218893732,-0.11599585921842129,-0.0060061729688597985,ConsentWaitPage,-2
1721239345.25,0.060226,-0.12200203218893732,-0.1325490557154625,0.01054702352800009,ConsentWaitPage,-2
1721239345.5,0.061508,-0.0745516132540447,-0.14854594563610996,0.07399433238339455,ConsentWaitPage,-2
1721239345.75,0.062789,-0.027138207126433635,-0.16389333468328962,0.13675512755807667,ConsentWaitPage,-2
1721239346.0,0.060226,-0.12200203218893732,-0.17850883836892978,0.056506806181141844,ConsentWaitPage,-2
1721239346.25,0.060226,-0.12200203218893732,-0.19231978249421078,0.07031775030638801,ConsentWaitPage,-2
1721239346.5,0.057663,-0.21686585725144128,-0.20526205227033104,-0.011603804979995608,ConsentWaitPage,-2
1721239346.75,0.057663,-0.21686585725144128,-0.21727895925330465,0.0004131020030108262,ConsentWaitPage,-2
1721239347.0,0.058945,-0.16941543831654865,-0.22832018795463563,0.05890474963929719,ConsentWaitPage,-2
1721239347.25,0.058945,-0.16941543831654865,-0.23834087528240303,0.068925436967154,ConsentWaitPage,-2
1721239347.5,0.053819,-0.3591430884415563,-0.24730086632261328,-0.11184222211753098,ConsentWaitPage,-2
1721239347.75,0.057663,-0.21686585725144128,-0.25516417970502725,0.038298322455129624,ConsentWaitPage,-2
1721239348.0,0.056382,-0.26427926337905233,-0.2618987051488018,-0.0023805582285593915,ConsentWaitPage,-2
1721239348.25,0.058945,-0.16941543831654865,-0.26747614493586314,0.098060706621166,ConsentWaitPage,-2
1721239348.5,0.056382,-0.26427926337905233,-0.2718722001235004,0.007592936746470186,ConsentWaitPage,-2
1721239348.75,0.058945,-0.16941543831654865,-0.2750669913340439,0.10565155301969548,ConsentWaitPage,-2
1721239349.0,0.056382,-0.26427926337905233,-0.27704569303762355,0.01276642966095494,ConsentWaitPage,-2
1721239349.25,0.057663,-0.21686585725144128,-0.2777993495941498,0.06093349234527922,ConsentWaitPage,-2
1721239349.5,0.057663,-0.21686585725144128,-0.2773258313078474,0.06045997405916603,ConsentWaitPage,-2
1721239349.75,0.056382,-0.26427926337905233,-0.27563087982748324,0.01135161645138131,ConsentWaitPage,-2
