time,value,zscore,tonic,phasic,page,rnd
1721844291.228914,0.09396006911993027,0.5519766532653444,0.7184721888621092,-0.1664955356257456,ConsentWaitPage,-2
1721844291.478914,0.09525111317634583,0.858222138792068,0.7282379005506793,0.12998423821256716,ConsentWaitPage,-2
1721844291.728914,0.09329327195882797,0.39380728690261774,0.7398646833288721,-0.34605739645486117,ConsentWaitPage,-2
1721844291.978914,0.09421544522047043,0.612553809802495,0.7533539997772881,-0.14080019000313776,ConsentWaitPage,-2
1721844292.228914,0.09376145154237747,0.5048630507747575,0.7686809772759904,-0.263817926529275,ConsentWaitPage,-2
1721844292.478914,0.09442824870347977,0.6630324171374842,0.785792888351421,-0.12276047124164222,ConsentWaitPage,-2
1721844292.728914,0.09465524554252625,0.716877796651353,0.8046083401531348,-0.0877305435291213,ConsentWaitPage,-2
1721844292.978914,0.09439987689256668,0.6563024074486795,0.825017232087289,-0.1687148246655581,ConsentWaitPage,-2
1721844293.228914,0.09415869414806366,0.5990920230904085,0.8468815091623065,-0.2477894860984339,ConsentWaitPage,-2
1721844293.478914,0.09415869414806366,0.5990920230904085,0.8700367059510908,-0.2709446828867868,ConsentWaitPage,-2
1721844293.728914,0.09560579061508179,0.9423543292400348,0.8942942437948864,0.04806008541949147,ConsentWaitPage,-2
1721844293.978914,0.09537879377603531,0.8885089497261661,0.9194444134808144,-0.030935463779844352,ConsentWaitPage,-2
1721844294.228914,0.09640027582645416,1.1308122738713369,0.9452599486846083,0.18555232516200243,ConsentWaitPage,-2
1721844294.478914,0.09584697335958481,0.9995647135983059,0.9715000735077541,0.028064640066298795,ConsentWaitPage,-2
1721844294.728914,0.09556322544813156,0.9322575473723507,0.997914891648901,-0.06565734430033406,ConsentWaitPage,-2
1721844294.978914,0.09742175787687302,1.3731155980165075,1.0242499757382946,0.3488656222548888,ConsentWaitPage,-2
1721844295.228914,0.09666983038187027,1.1947526679184126,1.0502510131322915,0.1445016547632412,ConsentWaitPage,-2
1721844295.478914,0.09693939238786697,1.2586948292999653,1.0756683685885107,0.18302646068899742,ConsentWaitPage,-2
1721844295.728914,0.09662727266550064,1.1846576533852056,1.100261434009515,0.08439621935362998,ConsentWaitPage,-2
1721844295.978914,0.09610234200954437,1.0601401028009794,1.1238026498508165,-0.06366254707153152,ConsentWaitPage,-2
1721844296.228914,0.09730825573205948,1.3461920245923347,1.1460811005496792,0.2001109240212936,ConsentWaitPage,-2
1721844296.478914,0.09627258777618408,1.1005236956027615,1.1669056060541851,-0.06638191047248979,ConsentWaitPage,-2
1721844296.728914,0.09628678113222122,1.103890467781641,1.186107251993997,-0.08221678423316559,ConsentWaitPage,-2
1721844296.978914,0.09652796387672424,1.161100852139912,1.2035413213334585,-0.04244046921413838,ConsentWaitPage,-2
1721844297.228914,0.09746431559324265,1.3832106125497146,1.2190886099037286,0.1641220026255749,ConsentWaitPage,-2
1721844297.478914,0.0972515121102333,1.3327320052147251,1.2326561267204552,0.1000758784740068,ConsentWaitPage,-2
1721844297.728914,0.09672658145427704,1.208214454630499,1.2441771973711941,-0.03596274276083833,ConsentWaitPage,-2
1721844297.978914,0.09705288708209991,1.2856166353896612,1.2536110049798195,0.03200563038979573,ConsentWaitPage,-2
1721844298.228914,0.09703870117664337,1.282251630545259,1.2609416181619295,0.021310012363363138,ConsentWaitPage,-2
1721844298.478914,0.09736500680446625,1.359653811304421,1.2661765686113085,0.09347724267321225,ConsentWaitPage,-2
1721844298.728914,0.09788993746042252,1.4841713618886472,1.2693450520576803,0.2148263098111231,ConsentWaitPage,-2
1721844298.978914,0.09742175787687302,1.3731155980165075,1.2704958349038438,0.1026197630928697,ConsentWaitPage,-2
1721844299.228914,0.09627258777618408,1.1005236956027615,1.2696949544699072,-0.16917125888689682,ConsentWaitPage,-2
1721844299.478914,0.09482549130916595,0.7572613894531353,1.267023302881218,-0.5097619134477986,ConsentWaitPage,-2
1721844299.728914,0.09591791033744812,1.0163915051547947,1.2625741825428047,-0.24618267740770156,ConsentWaitPage,-2
1721844299.978914,0.09631515294313431,1.1106204774704456,1.2564509143616942,-0.14583043691093003,ConsentWaitPage,-2
1721844300.228914,0.09770549833774567,1.4404209969079855,1.2487645686427304,0.19165642824556456,ConsentWaitPage,-2
1721844300.478914,0.09645702689886093,1.1442740605834232,1.2396318740986594,-0.09535781353496016,ConsentWaitPage,-2
1721844300.728914,0.09672658145427704,1.208214454630499,1.2291733445282238,-0.020958889917513324,ConsentWaitPage,-2
1721844300.978914,0.09737919270992279,1.3630188161488235,1.217511647200182,0.14550716892875,ConsentWaitPage,-2
1721844301.228914,0.09631515294313431,1.1106204774704456,1.204770222992215,-0.09414974554180885,ConsentWaitPage,-2
1721844301.478914,0.09600303322076797,1.0365833015556858,1.1910721563592406,-0.15448885482379301,ConsentWaitPage,-2
1721844301.728914,0.09763456135988235,1.4235942053514967,1.176539283337805,0.24705492199320278,ConsentWaitPage,-2
1721844301.978914,0.09753525257110596,1.4000374041062034,1.1612915180030552,0.23874588608235828,ConsentWaitPage,-2
1721844302.228914,0.096244215965271,1.093793685913957,1.1454463720559647,-0.05165268616314536,ConsentWaitPage,-2
1721844302.478914,0.09701032936573029,1.2755216208564542,1.129118638445564,0.14640298238936159,ConsentWaitPage,-2
1721844302.728914,0.09549229592084885,0.9154325231503391,1.1124202077908945,-0.19698768466251304,ConsentWaitPage,-2
1721844302.978914,0.09431475400924683,0.6361106110477884,1.0954599851960407,-0.45934937417067095,ConsentWaitPage,-2
