participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.cash,player.shares,player.periods_until_auto_buy,player.periods_until_auto_sell,player.shares_transacted,player.trans_cost,player.cash_after_trade,player.interest_earned,player.dividend_earned,player.cash_result,player.shares_result,player.f0,player.f1,player.f2,player.f3,player.fcast_rnd_0,player.fcast_rnd_1,player.fcast_rnd_2,player.fcast_rnd_3,player.forecast_error,player.forecast_reward,player.forecast_bonus_data,player.risk,player.risk_1,player.risk_2,player.risk_3,player.risk_4,player.risk_rh,player.risk_rl,player.risk_sh,player.risk_sl,player.risk_phi_1,player.risk_phi_2,player.risk_phi_3,player.risk_phi_4,player.risk_reward,player.dr,player.dmu,player.dose_r,player.dose_mu,group.id_in_subsession,group.price,group.volume,group.dividend,group.float,group.short,group.is_practice,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,r00exph2,56b8de29e1d0a200051517f8,0,367,368,payment,FinalResultsPage,2024-07-15 18:02:48.085894,1,,,1222.96,1,,0.0,100.0,4,-99,-99,2,-30.0,70.0,3.5,2.4,75.9,6,15,17,20,25,1,3,6,11,0.0,2.5,,,0,,1,0,19.25,0.5,10.0,8.0,35.0,57.0,57.0,46.0,,,,-0.04571610153507593,2.991074416235589,1,15.0,11,0.4,76,0,1,1,wvjdln40,2024-07-15,,,Market Experiment,0
2,4xh6zwkg,6276d97e209059496d37bf74,0,367,368,payment,FinalResultsPage,2024-07-15 18:02:49.926675,1,,,1136.92,2,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,1.6,106.6,4,15,12,18,19,1,3,6,11,0.0,2.5,,,1,0,1,0,19.25,0.5,10.0,8.0,35.0,21.0,28.0,24.0,,,,-0.7586650074300887,2.945935777869754,1,15.0,11,0.4,76,0,1,1,wvjdln40,2024-07-15,,,Market Experiment,0
3,r3uj0a95,5b9ec956c8a17f000171f7ad,0,367,368,payment,FinalResultsPage,2024-07-15 18:02:50.426968,1,,,998.02,3,,0.0,100.0,4,-99,-99,2,-30.0,70.0,3.5,2.4,75.9,6,5,6,8,10,1,3,6,11,10.0,0.0,,,0,0,0,0,19.25,0.5,10.0,8.0,35.0,57.0,73.0,84.0,,,,0.9887234909914421,3.4685248251977425,1,15.0,11,0.4,76,0,1,1,wvjdln40,2024-07-15,,,Market Experiment,0
4,ngg4ej7u,6680d577ce8b233327b0272e,0,367,368,payment,FinalResultsPage,2024-07-15 18:02:50.812044,1,,,744.99,4,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,1.6,106.6,4,10,15,25,40,1,3,6,11,5.0,0.0,,,0,1,0,1,19.25,0.5,10.0,8.0,35.0,57.0,46.0,60.0,,,,0.745893505205101,2.2803499913889307,1,15.0,11,0.4,76,0,1,1,wvjdln40,2024-07-15,,,Market Experiment,0
5,38n1hfg9,56bd7bf3d4e2180005a86846,0,367,368,payment,FinalResultsPage,2024-07-15 18:02:51.037741,1,,,821.79,5,,0.0,100.0,4,-99,-99,-3,45.0,145.0,7.25,0.4,152.65,1,10,6,6,14,1,3,6,11,5.0,0.0,,,,0,0,0,19.25,0.5,10.0,8.0,35.0,35.0,57.0,73.0,,,,0.6970666428742626,3.1903756360130906,1,15.0,11,0.4,76,0,1,1,wvjdln40,2024-07-15,,,Market Experiment,0
6,2sz3tiqo,60f4a2d142c69dc1121b6dbf,0,367,368,payment,FinalResultsPage,2024-07-15 18:02:51.022006,1,,,899.61,6,,0.0,100.0,4,-99,-99,-2,30.0,130.0,6.5,0.8,137.3,2,15,19,20,29,1,3,6,11,0.0,2.5,,,0,0,1,1,19.25,0.5,10.0,8.0,35.0,57.0,73.0,70.0,,,,0.9084545749430579,3.114831041577196,1,15.0,11,0.4,76,0,1,1,wvjdln40,2024-07-15,,,Market Experiment,0
7,h29tld02,6529648ca1ade4b6c9e876f4,0,367,368,payment,FinalResultsPage,2024-07-15 18:02:51.383190,1,,,750.32,7,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,1.6,106.6,4,9,11,13,19,1,3,6,11,6.0,0.0,,,0,,0,0,19.25,0.5,10.0,8.0,35.0,57.0,57.0,73.0,,,,0.6970666428742626,3.1903756360130906,1,15.0,11,0.4,76,0,1,1,wvjdln40,2024-07-15,,,Market Experiment,0
8,088db8uf,wvjdln40_56R,0,368,368,payment,NonParticipantPage,2024-07-15 18:02:51.389117,1,,,0.0,8,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1,15.0,11,0.4,76,0,1,1,wvjdln40,2024-07-15,,,Market Experiment,0
9,1w8tl9ls,pdqr3ms5_52W,0,367,368,payment,FinalResultsPage,2024-07-15 18:02:51.726989,1,,,1050.3,9,,0.0,100.0,4,-99,-99,1,-15.0,85.0,4.25,2.0,91.25,5,15,13,12,10,1,3,6,11,0.0,2.5,,,,1,0,0,19.25,0.5,10.0,8.0,35.0,35.0,21.0,28.0,,,,-0.6425453596574012,2.9364105807873395,1,15.0,11,0.4,76,0,1,1,wvjdln40,2024-07-15,,,Market Experiment,0
10,1725w0a8,pdqr3ms5_96L,0,367,368,payment,FinalResultsPage,2024-07-15 18:02:52.732984,1,,,755.42,10,,0.0,100.0,4,-99,-99,-1,15.0,115.0,5.75,1.2,121.95,3,14,13,12,13,1,3,6,11,1.0,2.5,,,0,1,1,0,19.25,0.5,10.0,8.0,35.0,57.0,46.0,41.0,,,,-0.16596158972904831,3.049685374491532,1,15.0,11,0.4,76,0,1,1,wvjdln40,2024-07-15,,,Market Experiment,0
