Temperature,Sample,Timestamp,Time,1701384586
32.09,0,1701384586,17:49:46.00,4
32.09,1,1701384586,17:49:46.25,
32.09,2,1701384587,17:49:46.50,
32.09,3,1701384587,17:49:46.75,
32.09,4,1701384587,17:49:47.00,
32.09,5,1701384587,17:49:47.25,
32.09,6,1701384588,17:49:47.50,
32.09,7,1701384588,17:49:47.75,
32.07,8,1701384588,17:49:48.00,
32.07,9,1701384588,17:49:48.25,
32.07,10,1701384589,17:49:48.50,
32.07,11,1701384589,17:49:48.75,
32.07,12,1701384589,17:49:49.00,
32.07,13,1701384589,17:49:49.25,
32.07,14,1701384590,17:49:49.50,
32.07,15,1701384590,17:49:49.75,
32.07,16,1701384590,17:49:50.00,
32.07,17,1701384590,17:49:50.25,
32.07,18,1701384591,17:49:50.50,
32.07,19,1701384591,17:49:50.75,
32.07,20,1701384591,17:49:51.00,
32.07,21,1701384591,17:49:51.25,
32.07,22,1701384592,17:49:51.50,
32.07,23,1701384592,17:49:51.75,
32.05,24,1701384592,17:49:52.00,
32.05,25,1701384592,17:49:52.25,
32.05,26,1701384593,17:49:52.50,
32.05,27,1701384593,17:49:52.75,
32.05,28,1701384593,17:49:53.00,
32.05,29,1701384593,17:49:53.25,
32.05,30,1701384594,17:49:53.50,
32.05,31,1701384594,17:49:53.75,
32.05,32,1701384594,17:49:54.00,
32.05,33,1701384594,17:49:54.25,
32.05,34,1701384595,17:49:54.50,
32.05,35,1701384595,17:49:54.75,
32.05,36,1701384595,17:49:55.00,
32.05,37,1701384595,17:49:55.25,
32.05,38,1701384596,17:49:55.50,
32.05,39,1701384596,17:49:55.75,
32,40,1701384596,17:49:56.00,
32,41,1701384596,17:49:56.25,
32,42,1701384597,17:49:56.50,
32,43,1701384597,17:49:56.75,
32.05,44,1701384597,17:49:57.00,
32.05,45,1701384597,17:49:57.25,
32.05,46,1701384598,17:49:57.50,
32.05,47,1701384598,17:49:57.75,
32.05,48,1701384598,17:49:58.00,
32.05,49,1701384598,17:49:58.25,
32.05,50,1701384599,17:49:58.50,
32.05,51,1701384599,17:49:58.75,
32.03,52,1701384599,17:49:59.00,
32.03,53,1701384599,17:49:59.25,
32.03,54,1701384600,17:49:59.50,
32.03,55,1701384600,17:49:59.75,
32.05,56,1701384600,17:50:00.00,
32.05,57,1701384600,17:50:00.25,
32.05,58,1701384601,17:50:00.50,
32.05,59,1701384601,17:50:00.75,
32,60,1701384601,17:50:01.00,
32,61,1701384601,17:50:01.25,
32,62,1701384602,17:50:01.50,
32,63,1701384602,17:50:01.75,
32.05,64,1701384602,17:50:02.00,
32.05,65,1701384602,17:50:02.25,
32.05,66,1701384603,17:50:02.50,
32.05,67,1701384603,17:50:02.75,
32.05,68,1701384603,17:50:03.00,
32.05,69,1701384603,17:50:03.25,
32.05,70,1701384604,17:50:03.50,
32.05,71,1701384604,17:50:03.75,
32,72,1701384604,17:50:04.00,
32,73,1701384604,17:50:04.25,
32,74,1701384605,17:50:04.50,
32,75,1701384605,17:50:04.75,
32,76,1701384605,17:50:05.00,
32,77,1701384605,17:50:05.25,
32,78,1701384606,17:50:05.50,
32,79,1701384606,17:50:05.75,
32,80,1701384606,17:50:06.00,
32,81,1701384606,17:50:06.25,
32,82,1701384607,17:50:06.50,
32,83,1701384607,17:50:06.75,
32,84,1701384607,17:50:07.00,
32,85,1701384607,17:50:07.25,
32,86,1701384608,17:50:07.50,
32,87,1701384608,17:50:07.75,
32.05,88,1701384608,17:50:08.00,
32.05,89,1701384608,17:50:08.25,
32.05,90,1701384609,17:50:08.50,
32.05,91,1701384609,17:50:08.75,
32,92,1701384609,17:50:09.00,
32,93,1701384609,17:50:09.25,
32,94,1701384610,17:50:09.50,
32,95,1701384610,17:50:09.75,
32,96,1701384610,17:50:10.00,
32,97,1701384610,17:50:10.25,
32,98,1701384611,17:50:10.50,
32,99,1701384611,17:50:10.75,
32,100,1701384611,17:50:11.00,
32,101,1701384611,17:50:11.25,
32,102,1701384612,17:50:11.50,
32,103,1701384612,17:50:11.75,
32.03,104,1701384612,17:50:12.00,
32.03,105,1701384612,17:50:12.25,
32.03,106,1701384613,17:50:12.50,
32.03,107,1701384613,17:50:12.75,
32.03,108,1701384613,17:50:13.00,
32.03,109,1701384613,17:50:13.25,
32.03,110,1701384614,17:50:13.50,
32.03,111,1701384614,17:50:13.75,
31.99,112,1701384614,17:50:14.00,
31.99,113,1701384614,17:50:14.25,
31.99,114,1701384615,17:50:14.50,
31.99,115,1701384615,17:50:14.75,
32,116,1701384615,17:50:15.00,
32,117,1701384615,17:50:15.25,
32,118,1701384616,17:50:15.50,
32,119,1701384616,17:50:15.75,
32,120,1701384616,17:50:16.00,
32,121,1701384616,17:50:16.25,
32,122,1701384617,17:50:16.50,
32,123,1701384617,17:50:16.75,
32,124,1701384617,17:50:17.00,
32,125,1701384617,17:50:17.25,
32,126,1701384618,17:50:17.50,
32,127,1701384618,17:50:17.75,
31.99,128,1701384618,17:50:18.00,
31.99,129,1701384618,17:50:18.25,
31.99,130,1701384619,17:50:18.50,
31.99,131,1701384619,17:50:18.75,
32,132,1701384619,17:50:19.00,
32,133,1701384619,17:50:19.25,
32,134,1701384620,17:50:19.50,
32,135,1701384620,17:50:19.75,
31.99,136,1701384620,17:50:20.00,
31.99,137,1701384620,17:50:20.25,
31.99,138,1701384621,17:50:20.50,
31.99,139,1701384621,17:50:20.75,
31.99,140,1701384621,17:50:21.00,
31.99,141,1701384621,17:50:21.25,
31.99,142,1701384622,17:50:21.50,
31.99,143,1701384622,17:50:21.75,
32,144,1701384622,17:50:22.00,
32,145,1701384622,17:50:22.25,
32,146,1701384623,17:50:22.50,
32,147,1701384623,17:50:22.75,
32,148,1701384623,17:50:23.00,
32,149,1701384623,17:50:23.25,
32,150,1701384624,17:50:23.50,
32,151,1701384624,17:50:23.75,
31.99,152,1701384624,17:50:24.00,
31.99,153,1701384624,17:50:24.25,
31.99,154,1701384625,17:50:24.50,
31.99,155,1701384625,17:50:24.75,
32,156,1701384625,17:50:25.00,
32,157,1701384625,17:50:25.25,
32,158,1701384626,17:50:25.50,
32,159,1701384626,17:50:25.75,
31.99,160,1701384626,17:50:26.00,
31.99,161,1701384626,17:50:26.25,
31.99,162,1701384627,17:50:26.50,
31.99,163,1701384627,17:50:26.75,
31.99,164,1701384627,17:50:27.00,
31.99,165,1701384627,17:50:27.25,
31.99,166,1701384628,17:50:27.50,
31.99,167,1701384628,17:50:27.75,
32,168,1701384628,17:50:28.00,
32,169,1701384628,17:50:28.25,
32,170,1701384629,17:50:28.50,
32,171,1701384629,17:50:28.75,
31.99,172,1701384629,17:50:29.00,
31.99,173,1701384629,17:50:29.25,
31.99,174,1701384630,17:50:29.50,
31.99,175,1701384630,17:50:29.75,
31.97,176,1701384630,17:50:30.00,
31.97,177,1701384630,17:50:30.25,
31.97,178,1701384631,17:50:30.50,
31.97,179,1701384631,17:50:30.75,
31.97,180,1701384631,17:50:31.00,
31.97,181,1701384631,17:50:31.25,
31.97,182,1701384632,17:50:31.50,
31.97,183,1701384632,17:50:31.75,
31.97,184,1701384632,17:50:32.00,
31.97,185,1701384632,17:50:32.25,
31.97,186,1701384633,17:50:32.50,
31.97,187,1701384633,17:50:32.75,
32,188,1701384633,17:50:33.00,
32,189,1701384633,17:50:33.25,
32,190,1701384634,17:50:33.50,
32,191,1701384634,17:50:33.75,
31.99,192,1701384634,17:50:34.00,
31.99,193,1701384634,17:50:34.25,
31.99,194,1701384635,17:50:34.50,
31.99,195,1701384635,17:50:34.75,
31.99,196,1701384635,17:50:35.00,
31.99,197,1701384635,17:50:35.25,
31.99,198,1701384636,17:50:35.50,
31.99,199,1701384636,17:50:35.75,
32,200,1701384636,17:50:36.00,
32,201,1701384636,17:50:36.25,
32,202,1701384637,17:50:36.50,
32,203,1701384637,17:50:36.75,
31.99,204,1701384637,17:50:37.00,
31.99,205,1701384637,17:50:37.25,
31.99,206,1701384638,17:50:37.50,
31.99,207,1701384638,17:50:37.75,
31.99,208,1701384638,17:50:38.00,
31.99,209,1701384638,17:50:38.25,
31.99,210,1701384639,17:50:38.50,
31.99,211,1701384639,17:50:38.75,
32.03,212,1701384639,17:50:39.00,
32.03,213,1701384639,17:50:39.25,
32.03,214,1701384640,17:50:39.50,
32.03,215,1701384640,17:50:39.75,
31.99,216,1701384640,17:50:40.00,
31.99,217,1701384640,17:50:40.25,
31.99,218,1701384641,17:50:40.50,
31.99,219,1701384641,17:50:40.75,
32,220,1701384641,17:50:41.00,
32,221,1701384641,17:50:41.25,
32,222,1701384642,17:50:41.50,
32,223,1701384642,17:50:41.75,
32,224,1701384642,17:50:42.00,
32,225,1701384642,17:50:42.25,
32,226,1701384643,17:50:42.50,
32,227,1701384643,17:50:42.75,
31.99,228,1701384643,17:50:43.00,
31.99,229,1701384643,17:50:43.25,
31.99,230,1701384644,17:50:43.50,
31.99,231,1701384644,17:50:43.75,
31.99,232,1701384644,17:50:44.00,
31.99,233,1701384644,17:50:44.25,
31.99,234,1701384645,17:50:44.50,
31.99,235,1701384645,17:50:44.75,
31.99,236,1701384645,17:50:45.00,
31.99,237,1701384645,17:50:45.25,
31.99,238,1701384646,17:50:45.50,
31.99,239,1701384646,17:50:45.75,
31.99,240,1701384646,17:50:46.00,
31.99,241,1701384646,17:50:46.25,
31.99,242,1701384647,17:50:46.50,
31.99,243,1701384647,17:50:46.75,
31.99,244,1701384647,17:50:47.00,
31.99,245,1701384647,17:50:47.25,
