participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.timeout,player.consent_given,player.quiz_1,player.quiz_2,player.quiz_3,player.quiz_4,player.quiz_5,player.quiz_1_init,player.quiz_2_init,player.quiz_3_init,player.quiz_4_init,player.quiz_5_init,player.quiz_grade,player.quiz_attempt,player.quiz_failed,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,8oqtbjd8,kfzc0i99_82W,0,8,8,landingct,NoConsent,2024-07-09 19:51:51.667953,1,,,0.0,1,,0.0,0.0,1,2,2,210,110,14,1,2,200,100,14,2,2,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
2,avkynwlq,kfzc0i99_02E,0,8,8,landingct,NoConsent,2024-07-09 19:51:52.805065,1,,,0.0,2,,0.0,0.0,1,2,2,210,110,14,1,2,210,110,14,4,3,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
3,5tkwmay0,kfzc0i99_67C,0,8,8,landingct,NoConsent,2024-07-09 20:01:33.644131,1,,,0.0,3,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
4,s2ybbws2,5885f97f41da4500014d3645,0,8,8,landingct,NoConsent,2024-07-09 20:02:11.048599,1,,,0.0,4,,0.0,0.0,1,2,2,210,110,14,2,1,210,114,14,3,2,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
5,ysplv3w7,kfzc0i99_50M,0,8,8,landingct,NoConsent,2024-07-09 20:02:24.041040,1,,,0.0,5,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,14,5,1,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
6,7sg48dca,5c9623dd35599200175642e4,0,8,8,landingct,NoConsent,2024-07-09 20:02:24.656327,1,,,0.0,6,,0.0,0.0,1,2,2,210,110,14,1,1,205,114,14,1,3,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
7,ns9p7h00,66429bad9e92786ee8928856,0,8,8,landingct,NoConsent,2024-07-09 20:02:33.131355,1,,,0.0,7,,0.0,0.0,1,2,2,210,110,14,2,1,210,110,14,4,2,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
8,9rc1w6zj,663a7af013938e6bbfb065d5,0,8,8,landingct,NoConsent,2024-07-09 20:02:35.722728,1,,,0.0,8,,0.0,0.0,1,1,1,200,105,1,1,1,200,105,1,0,1,1,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
9,lxqcx2h2,667b5427190429e5c81518f2,0,8,8,landingct,NoConsent,2024-07-09 20:02:36.322935,1,,,0.0,9,,0.0,0.0,1,2,2,210,110,14,2,2,200,100,29,2,2,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
10,iurmyday,639a377ae81184e896e1daaf,0,8,8,landingct,NoConsent,2024-07-09 20:02:37.323869,1,,,0.0,10,,0.0,0.0,1,1,1,200,105,29,1,1,200,105,29,0,1,1,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
11,0qzrztax,5bf0b1ecaf38d100016bd609,0,8,8,landingct,NoConsent,2024-07-09 20:02:38.592866,1,,,0.0,11,,0.0,0.0,1,2,2,210,110,14,1,2,210,110,14,4,2,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
12,c4er9uog,61115178c8a4bbd5832f32ba,0,8,8,landingct,NoConsent,2024-07-09 20:02:42.925699,1,,,0.0,12,,0.0,0.0,1,2,2,210,110,14,1,2,200,105,29,1,2,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
13,mo2ft8hu,65412ca42e0e2fbb27b8a7b2,0,8,8,landingct,NoConsent,2024-07-09 20:02:51.812327,1,,,0.0,13,,0.0,0.0,1,2,2,210,110,14,2,5,210,110,14,4,2,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
14,6wif1lh7,6561435b409147a77be889dd,0,8,8,landingct,NoConsent,2024-07-09 20:02:56.074666,1,,,0.0,14,,0.0,0.0,1,1,5,200,105,1,1,5,200,105,1,0,1,1,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
15,wkudkj0p,{{%PROLIFIC_PID%}},0,8,8,landingct,NoConsent,2024-07-09 20:02:58.483382,1,,,0.0,15,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
16,rmwidzlz,666e02576e916cd782e9ae12,0,8,8,landingct,NoConsent,2024-07-09 20:03:07.853316,1,,,0.0,16,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,14,5,1,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
17,jkajkcn0,5700616b8a49c7000d0c73ad,0,8,8,landingct,NoConsent,2024-07-09 20:03:08.439068,1,,,0.0,17,,0.0,0.0,1,2,2,210,110,14,1,3,200,105,14,1,5,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
18,qain7roj,63a77363dd6fabebef211019,0,8,8,landingct,NoConsent,2024-07-09 20:03:12.098153,1,,,0.0,18,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
19,uh80deai,667b252c7a8e4a841804560d,0,8,8,landingct,NoConsent,2024-07-09 20:03:13.774234,1,,,0.0,19,,0.0,0.0,1,2,2,210,110,14,2,1,210,110,14,4,2,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
20,1dyvke2z,66491e9882aaa64c5d0911d5,0,8,8,landingct,NoConsent,2024-07-09 20:03:31.395554,1,,,0.0,20,,0.0,0.0,1,2,2,210,110,14,2,1,210,110,30,3,4,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
21,6cdw0ofc,663c18b624172c32a8dbb066,0,8,8,landingct,NoConsent,2024-07-09 20:04:07.197711,1,,,0.0,21,,0.0,0.0,1,2,2,210,110,14,2,2,205,105,14,3,2,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
22,sgi3lko3,6595e3b4dc9090390e4edb5f,0,8,8,landingct,NoConsent,2024-07-09 20:04:27.651246,1,,,0.0,22,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,14,5,1,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
23,6r6rvt35,5e126c25a98a7a8fab258f14,0,8,8,landingct,NoConsent,2024-07-09 20:07:34.005824,1,,,0.0,23,,0.0,0.0,1,,,,,,,,,,,0,0,1,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
24,0xbpy3wc,kfzc0i99_59A,0,8,8,landingct,NoConsent,2024-07-09 20:10:21.585448,1,,,0.0,24,,0.0,0.0,1,2,2,210,110,14,2,5,210,110,14,4,3,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
25,hqd0awqm,kfzc0i99_60J,0,8,8,landingct,NoConsent,2024-07-09 20:10:21.597578,1,,,0.0,25,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
26,djszwxvd,kfzc0i99_62Y,0,8,8,landingct,NoConsent,2024-07-09 20:10:21.608492,1,,,0.0,26,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
27,fl7ov4oj,kfzc0i99_32V,0,8,8,landingct,NoConsent,2024-07-09 20:10:21.619057,1,,,0.0,27,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
28,3td3pfcp,kfzc0i99_73Q,0,8,8,landingct,NoConsent,2024-07-09 20:10:21.629442,1,,,0.0,28,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
29,x2nxvqck,kfzc0i99_99O,0,8,8,landingct,NoConsent,2024-07-09 20:10:21.639838,1,,,0.0,29,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
30,0cj224gt,kfzc0i99_35Y,0,8,8,landingct,NoConsent,2024-07-09 20:10:21.651891,1,,,0.0,30,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,kfzc0i99,2024-07-09,,,Landing Page,0
