session,participant,part_label,round_number,type,quantity,price,quantity_final,original_quantity,automatic,timestamp,market_price,volume
898aphuw,9oeq07qk,5700616b8a49c7000d0c73ad,1,BUY,2,15.0,2,,0,10457,15.0,6
898aphuw,somj9puo,5885f97f41da4500014d3645,1,SELL,3,16.0,0,,0,7730,15.0,6
898aphuw,tipxu5rn,kfzc0i99_59A,1,SELL,2,16.0,0,,0,14487,15.0,6
898aphuw,q292dlg8,5c9623dd35599200175642e4,1,BUY,3,14.0,0,,0,3803,15.0,6
898aphuw,q292dlg8,5c9623dd35599200175642e4,1,BUY,1,12.0,0,,0,14828,15.0,6
898aphuw,q292dlg8,5c9623dd35599200175642e4,1,BUY,1,16.0,1,,0,18893,15.0,6
898aphuw,m9t3mjpx,666e02576e916cd782e9ae12,1,SELL,1,15.0,1,,0,16572,15.0,6
898aphuw,qvstletj,kfzc0i99_82W,1,BUY,2,15.0,1,,0,16270,15.0,6
898aphuw,mogy0jjj,66429bad9e92786ee8928856,1,BUY,5,14.0,0,,0,17710,15.0,6
898aphuw,zxalivxa,kfzc0i99_50M,1,BUY,1,14.0,0,,0,10390,15.0,6
898aphuw,sdtf4ez6,65412ca42e0e2fbb27b8a7b2,1,BUY,2,14.0,0,,0,12212,15.0,6
898aphuw,nzqb1hvz,5bf0b1ecaf38d100016bd609,1,BUY,2,16.0,2,,0,3931,15.0,6
898aphuw,nzqb1hvz,5bf0b1ecaf38d100016bd609,1,SELL,3,17.0,0,,0,10639,15.0,6
898aphuw,nzqb1hvz,5bf0b1ecaf38d100016bd609,1,BUY,3,14.0,0,,0,16209,15.0,6
898aphuw,43rol51x,kfzc0i99_02E,1,SELL,4,15.0,4,,0,18002,15.0,6
898aphuw,4v7iwnmj,667b252c7a8e4a841804560d,1,BUY,3,14.0,0,,0,9173,15.0,6
898aphuw,9myb6b3u,66491e9882aaa64c5d0911d5,1,SELL,1,15.0,1,,0,14006,15.0,6
898aphuw,5ee2gslk,6595e3b4dc9090390e4edb5f,1,BUY,1,15.0,0,,0,10934,15.0,6
898aphuw,9oeq07qk,5700616b8a49c7000d0c73ad,2,BUY,2,15.0,0,,0,8756,16.0,13
