session,participant,part_label,round_number,type,quantity,price,quantity_final,original_quantity,automatic,timestamp,market_price,volume
8h0lckuw,3gcizzkv,65d942ce4ea2fe978c283416,1,BUY,1,14.0,0,,0,16371,15.0,5
8h0lckuw,jd7j4awn,5d453e8723a5bb0001492546,1,BUY,1,11.0,0,,0,10295,15.0,5
8h0lckuw,jd7j4awn,5d453e8723a5bb0001492546,1,BUY,2,11.0,0,,0,11280,15.0,5
8h0lckuw,v04mphn3,5ed543442db0060a955d12e1,1,BUY,2,15.0,0,,0,13781,15.0,5
8h0lckuw,v04mphn3,5ed543442db0060a955d12e1,1,BUY,2,14.0,0,,0,19620,15.0,5
8h0lckuw,derjwt5u,5d012930cfeb82001817c9c9,1,BUY,1,15.0,0,,0,8400,15.0,5
8h0lckuw,derjwt5u,5d012930cfeb82001817c9c9,1,SELL,1,17.0,0,,0,13758,15.0,5
8h0lckuw,716x33zn,41X,1,BUY,1,14.0,0,,0,8604,15.0,5
8h0lckuw,mlv9qutg,6287a8c4a6303ff156cd0853,1,SELL,1,13.0,1,,0,5141,15.0,5
8h0lckuw,fzib88y3,5c1053202b16ba0001c86317,1,BUY,1,14.0,0,,0,12705,15.0,5
8h0lckuw,fzib88y3,5c1053202b16ba0001c86317,1,BUY,2,15.0,0,,0,13753,15.0,5
8h0lckuw,bt39ucvn,16W,1,BUY,4,13.0,0,,0,14852,15.0,5
8h0lckuw,bt39ucvn,16W,1,SELL,4,15.0,4,,0,20156,15.0,5
8h0lckuw,4r69si1s,6480bdf6d433e2e158870605,1,SELL,1,16.0,0,,0,14055,15.0,5
8h0lckuw,scgp2zzw,59e7d3f97f3d71000171def0,1,BUY,5,13.0,0,,0,3918,15.0,5
8h0lckuw,3hucdghb,24Z,1,BUY,3,16.0,3,,0,11141,15.0,5
8h0lckuw,3hucdghb,24Z,1,BUY,2,14.0,0,,0,15149,15.0,5
8h0lckuw,3hucdghb,24Z,1,BUY,1,11.0,0,,0,20085,15.0,5
8h0lckuw,o2un372f,5d88db42c1d06e001a1fdcab,1,BUY,2,15.0,2,,0,4530,15.0,5
8h0lckuw,o1smf3j5,5ecd4acdb218ec085c6eefe6,1,BUY,1,12.0,0,,0,18470,15.0,5
8h0lckuw,o1smf3j5,5ecd4acdb218ec085c6eefe6,1,BUY,2,13.0,0,,0,19860,15.0,5
8h0lckuw,ikjpcmk9,76J,1,BUY,3,14.0,0,,0,19314,15.0,5
8h0lckuw,d2wqwej0,63e537a4b33c1c72be91da82,1,SELL,2,16.0,0,,0,19348,15.0,5
8h0lckuw,3gcizzkv,65d942ce4ea2fe978c283416,2,BUY,2,14.0,0,,0,7215,16.0,8
8h0lckuw,3gcizzkv,65d942ce4ea2fe978c283416,2,BUY,2,15.0,0,,0,11009,16.0,8
8h0lckuw,3gcizzkv,65d942ce4ea2fe978c283416,2,SELL,2,17.0,0,,0,13673,16.0,8
8h0lckuw,jd7j4awn,5d453e8723a5bb0001492546,2,BUY,2,12.0,0,,0,12405,16.0,8
8h0lckuw,v04mphn3,5ed543442db0060a955d12e1,2,BUY,1,14.0,0,,0,7894,16.0,8
8h0lckuw,v04mphn3,5ed543442db0060a955d12e1,2,BUY,2,13.0,0,,0,16462,16.0,8
8h0lckuw,6b7fjowl,46Y,2,SELL,2,17.0,0,,0,9067,16.0,8
8h0lckuw,6b7fjowl,46Y,2,BUY,2,14.0,0,,0,15579,16.0,8
8h0lckuw,6b7fjowl,46Y,2,BUY,2,13.0,0,,0,19235,16.0,8
8h0lckuw,derjwt5u,5d012930cfeb82001817c9c9,2,BUY,1,15.0,0,,0,15346,16.0,8
8h0lckuw,b9zh2kol,24O,2,BUY,2,16.0,2,,0,10703,16.0,8
8h0lckuw,a9xoky1h,6558c5afa08ee83a08287f09,2,BUY,2,15.0,0,,0,5230,16.0,8
8h0lckuw,716x33zn,41X,2,BUY,2,14.0,0,,0,15589,16.0,8
8h0lckuw,716x33zn,41X,2,SELL,1,16.0,1,,0,18012,16.0,8
8h0lckuw,mlv9qutg,6287a8c4a6303ff156cd0853,2,SELL,1,14.0,1,,0,6438,16.0,8
8h0lckuw,mlv9qutg,6287a8c4a6303ff156cd0853,2,BUY,1,13.0,0,,0,18171,16.0,8
8h0lckuw,fzib88y3,5c1053202b16ba0001c86317,2,BUY,1,15.0,0,,0,8881,16.0,8
8h0lckuw,fzib88y3,5c1053202b16ba0001c86317,2,BUY,1,16.0,1,,0,12322,16.0,8
8h0lckuw,4r69si1s,6480bdf6d433e2e158870605,2,SELL,2,17.0,0,,0,6181,16.0,8
8h0lckuw,4r69si1s,6480bdf6d433e2e158870605,2,BUY,2,15.0,0,,0,10497,16.0,8
8h0lckuw,scgp2zzw,59e7d3f97f3d71000171def0,2,BUY,5,14.0,0,,0,3712,16.0,8
8h0lckuw,scgp2zzw,59e7d3f97f3d71000171def0,2,SELL,4,17.0,0,,0,13422,16.0,8
8h0lckuw,3hucdghb,24Z,2,SELL,1,17.0,0,,0,11602,16.0,8
8h0lckuw,o2un372f,5d88db42c1d06e001a1fdcab,2,BUY,2,14.0,0,,0,8543,16.0,8
8h0lckuw,o2un372f,5d88db42c1d06e001a1fdcab,2,SELL,3,16.0,3,,0,12139,16.0,8
8h0lckuw,o1smf3j5,5ecd4acdb218ec085c6eefe6,2,BUY,2,13.0,0,,0,19097,16.0,8
8h0lckuw,o1smf3j5,5ecd4acdb218ec085c6eefe6,2,BUY,1,13.0,0,,0,19766,16.0,8
8h0lckuw,o1smf3j5,5ecd4acdb218ec085c6eefe6,2,BUY,3,14.0,0,,0,20570,16.0,8
8h0lckuw,zc2aypo5,77U,2,BUY,2,16.0,2,,0,12375,16.0,8
8h0lckuw,ikjpcmk9,76J,2,BUY,3,16.0,3,,0,10646,16.0,8
8h0lckuw,11pag8tb,6517301b6d21d25e19c7e501,2,BUY,4,15.0,0,,0,6629,16.0,8
