session,participant,part_label,clicked_button,market_bonus,forecast_bonus,risk_bonus,quiz_bonus,total_bonus,showup,total_payment
cja13rkr,ktltsbvm,6312ada1ce715ee3916c3748,1,12.33,0.25,0.75,1.0,14.33,12.0,26.33
cja13rkr,24ifp87v,62d86c63e2966588c71b9ff2,1,18.87,0.13,0.95,0.25,20.2,12.0,32.2
cja13rkr,avceru49,5fd66ce8aec66457ff73d743,1,17.82,0.0,1.07,0.25,19.14,12.0,31.14
cja13rkr,ymc9j9vj,60e49d8302404edb1e133168,1,18.72,0.13,0.83,1.0,20.68,12.0,32.68
cja13rkr,to2zab0i,601b9077694f034f0092dd8f,1,21.62,0.19,0.9,0.75,23.46,12.0,35.46
cja13rkr,xffqjhaj,668d4819f7ea48371e78223f,1,8.3,0.19,0.13,0.75,9.37,12.0,21.37
cja13rkr,kyd0c4ir,5c197abc9bce3100018a4de9,1,19.92,0.06,2.0,0.5,22.48,12.0,34.48
cja13rkr,p9rwstcm,62fbdda6e4b5a034b71296f8,1,10.65,0.13,0.88,0.5,12.16,12.0,24.16
cja13rkr,yxdim3bv,643bd8390dc7e4b22596d52b,1,16.39,0.19,1.05,0.75,18.38,12.0,30.38
cja13rkr,y7ad4wdb,662692c1abc4830626fccb23,1,19.59,0.06,1.0,0.75,21.4,12.0,33.4
cja13rkr,gvjjhq4h,66b9f33eefc44e2ab90ade5a,1,18.86,0.0,0.03,1.0,19.89,12.0,31.89
cja13rkr,tu0dkodu,6604659d90f32e434cb25d96,1,7.66,0.13,1.03,0.5,9.32,12.0,21.32
cja13rkr,f17v3tsv,cja13rkr_64O,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
cja13rkr,t4nr7lsi,5e0857276aab7c17f7e21662,1,27.7,0.0,0.03,1.0,28.73,12.0,40.73
cja13rkr,6mlg3uq7,cja13rkr_89B,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
cja13rkr,05z4txso,cja13rkr_43I,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
cja13rkr,29n38j94,cja13rkr_05O,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
cja13rkr,k02jfd08,cja13rkr_18Q,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
cja13rkr,fhhcldwn,cja13rkr_23G,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
cja13rkr,oxkhbi3c,cja13rkr_20I,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
cja13rkr,72j0udyz,cja13rkr_43U,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
cja13rkr,amc326xh,cja13rkr_11C,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
cja13rkr,wlv6bqh0,cja13rkr_65C,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
cja13rkr,r59jlo3n,cja13rkr_94T,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
cja13rkr,0zenw12j,cja13rkr_98J,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
cja13rkr,7eeostir,cja13rkr_78H,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
cja13rkr,exgmpuqu,cja13rkr_37Y,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
cja13rkr,sl2gr3eq,cja13rkr_88T,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
cja13rkr,cykqhllz,cja13rkr_11I,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
cja13rkr,uv72i9j4,cja13rkr_79C,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
