participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.consent_given,player.button_clicked,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,ktltsbvm,6312ada1ce715ee3916c3748,0,367,368,payment,FinalResultsPage,2024-09-24 16:04:06.784982,1,,,573.02,1,,0.0,1,1,1,1,cja13rkr,2024-09-24,,,Market Experiment,0
2,24ifp87v,62d86c63e2966588c71b9ff2,0,367,368,payment,FinalResultsPage,2024-09-24 16:04:07.845442,1,,,807.62,2,,0.0,1,1,1,1,cja13rkr,2024-09-24,,,Market Experiment,0
3,avceru49,5fd66ce8aec66457ff73d743,0,367,368,payment,FinalResultsPage,2024-09-24 16:04:08.448584,1,,,765.92,3,,0.0,1,1,1,1,cja13rkr,2024-09-24,,,Market Experiment,0
4,ymc9j9vj,60e49d8302404edb1e133168,0,367,368,payment,FinalResultsPage,2024-09-24 16:04:09.243004,1,,,826.67,4,,0.0,1,1,1,1,cja13rkr,2024-09-24,,,Market Experiment,0
5,to2zab0i,601b9077694f034f0092dd8f,0,367,368,payment,FinalResultsPage,2024-09-24 16:04:09.271624,1,,,938.23,5,,0.0,1,1,1,1,cja13rkr,2024-09-24,,,Market Experiment,0
6,xffqjhaj,668d4819f7ea48371e78223f,0,367,368,payment,FinalResultsPage,2024-09-24 16:04:09.761504,1,,,374.65,6,,0.0,1,1,1,1,cja13rkr,2024-09-24,,,Market Experiment,0
7,kyd0c4ir,5c197abc9bce3100018a4de9,0,367,368,payment,FinalResultsPage,2024-09-24 16:04:10.055947,1,,,899.45,7,,0.0,1,1,1,1,cja13rkr,2024-09-24,,,Market Experiment,0
8,p9rwstcm,62fbdda6e4b5a034b71296f8,0,367,368,payment,FinalResultsPage,2024-09-24 16:04:10.198124,1,,,485.85,8,,0.0,1,1,1,1,cja13rkr,2024-09-24,,,Market Experiment,0
9,yxdim3bv,643bd8390dc7e4b22596d52b,0,367,368,payment,FinalResultsPage,2024-09-24 16:04:11.721231,1,,,735.25,9,,0.0,1,1,1,1,cja13rkr,2024-09-24,,,Market Experiment,0
10,y7ad4wdb,662692c1abc4830626fccb23,0,367,368,payment,FinalResultsPage,2024-09-24 16:04:11.880387,1,,,855.92,10,,0.0,1,1,1,1,cja13rkr,2024-09-24,,,Market Experiment,0
11,gvjjhq4h,66b9f33eefc44e2ab90ade5a,0,367,368,payment,FinalResultsPage,2024-09-24 16:04:14.646236,1,,,795.58,11,,0.0,1,1,1,1,cja13rkr,2024-09-24,,,Market Experiment,0
