session,participant,part_label,clicked_button,market_bonus,forecast_bonus,risk_bonus,quiz_bonus,total_bonus,showup,total_payment
nhrerg4w,otysd1u9,ao7syclg_72T,1,4.92,0.07,0.72,0.0,5.71,12.0,17.71
nhrerg4w,k3brcz0d,5e3adfc595ff562fbdd130fa,1,4.14,0.01,0.72,0.0,4.87,12.0,16.87
nhrerg4w,w77e0q0a,ao7syclg_49A,1,3.94,0.05,0.15,0.0,4.14,12.0,16.14
nhrerg4w,ethewc8n,5e050b28c76aa6f62aa71c50,1,1.97,0.01,0.13,0.0,2.11,12.0,14.11
nhrerg4w,iev0e570,627809c52874925390a423a6,1,3.15,0.0,0.7,0.0,3.85,12.0,15.85
nhrerg4w,he9jtles,1J8EOTj312ym959LDLq956SZ,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
nhrerg4w,0aky6l1l,6654b7668e8642303bbc2fa7,1,2.13,0.01,1.88,0.0,4.02,12.0,16.02
nhrerg4w,ibuv42ya,665f2bff5d2a93a43162960f,1,2.46,0.01,1.8,0.0,4.27,12.0,16.27
nhrerg4w,2gcv5hn5,ao7syclg_98A,1,3.48,0.06,0.18,0.0,3.72,12.0,15.72
nhrerg4w,f20i70ua,ao7syclg_07P,1,4.61,0.06,0.72,0.0,5.39,12.0,17.39
nhrerg4w,e93lgnb8,661b3eeea891251d71cf97d5,1,3.35,0.0,0.0,0.0,3.35,12.0,15.35
nhrerg4w,223mpdir,ao7syclg_05Z,1,3.21,0.03,0.8,0.0,4.04,12.0,16.04
nhrerg4w,29qqmefj,6685abbd83e060274844e7f2,1,3.43,0.01,0.15,0.0,3.59,12.0,15.59
nhrerg4w,7x5bqr5t,5f7529755aaa0e1a6e804640,1,3.28,0.05,0.9,0.0,4.23,12.0,16.23
nhrerg4w,8riz5dor,666303d485d352f6067b1f38,1,3.28,0.01,1.05,0.0,4.34,12.0,16.34
nhrerg4w,71mrtzkx,5ee5e3b02eebe932ee9559c5,1,3.13,0.01,2.0,0.0,5.14,12.0,17.14
nhrerg4w,4enawbta,ao7syclg_95Z,1,1.53,0.01,1.07,0.0,2.61,12.0,14.61
nhrerg4w,0xjpw2ny,664499169568969244950bf4,1,2.38,0.03,1.05,0.0,3.46,12.0,15.46
nhrerg4w,uay8d343,5e06ecd524f9390991997bb7,1,5.93,0.04,1.82,0.0,7.79,12.0,19.79
nhrerg4w,uyovu4ko,nhrerg4w_07Z,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
nhrerg4w,uewiv676,nhrerg4w_89Q,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
nhrerg4w,2wzehs0d,nhrerg4w_07Q,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
nhrerg4w,x95oxxb0,nhrerg4w_72Y,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
nhrerg4w,koq01hek,nhrerg4w_66L,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
nhrerg4w,43bko782,nhrerg4w_15O,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
nhrerg4w,bx1506e9,nhrerg4w_87U,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
nhrerg4w,dpfptc53,nhrerg4w_68H,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
nhrerg4w,g9w50pe1,nhrerg4w_99Q,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
nhrerg4w,mpfns4zj,nhrerg4w_24G,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
nhrerg4w,sonea13b,nhrerg4w_97O,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
