participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.cash,player.shares,player.periods_until_auto_buy,player.periods_until_auto_sell,player.shares_transacted,player.trans_cost,player.cash_after_trade,player.interest_earned,player.dividend_earned,player.cash_result,player.shares_result,player.f0,player.f1,player.f2,player.f3,player.fcast_rnd_0,player.fcast_rnd_1,player.fcast_rnd_2,player.fcast_rnd_3,player.forecast_error,player.forecast_reward,player.forecast_bonus_data,player.risk,player.risk_1,player.risk_2,player.risk_3,player.risk_4,player.risk_rh,player.risk_rl,player.risk_sh,player.risk_sl,player.risk_phi_1,player.risk_phi_2,player.risk_phi_3,player.risk_phi_4,player.risk_reward,player.dr,player.dmu,player.dose_r,player.dose_mu,group.id_in_subsession,group.price,group.volume,group.dividend,group.float,group.short,group.is_practice,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,otysd1u9,ao7syclg_72T,0,367,368,payment,FinalResultsPage,2024-07-08 20:35:24.282433,1,,,1144.26,1,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,1.6,106.6,4,14,15,17,20,1,3,6,11,1.0,2.5,,,0,1,0,1,19.25,0.5,10.0,8.0,35.0,57.0,46.0,60.0,,,,0.745893505205101,2.2803499913889307,1,15.0,12,0.4,72,0,1,1,nhrerg4w,2024-07-08,,,Market Experiment,0
2,k3brcz0d,5e3adfc595ff562fbdd130fa,0,367,368,payment,FinalResultsPage,2024-07-08 20:35:24.615189,1,,,975.7,2,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,1.6,106.6,4,15,17,19,22,1,3,6,11,0.0,2.5,,,0,,0,1,19.25,0.5,10.0,8.0,35.0,57.0,57.0,73.0,,,,1.0809865917837622,3.5022556229888924,1,15.0,12,0.4,72,0,1,1,nhrerg4w,2024-07-08,,,Market Experiment,0
3,w77e0q0a,ao7syclg_49A,0,367,368,payment,FinalResultsPage,2024-07-08 20:35:24.748820,1,,,828.42,3,,0.0,100.0,4,-99,-99,3,-45.0,55.0,2.75,2.8,60.55,7,14,14,15,20,1,3,6,11,1.0,2.5,,,,1,,1,19.25,0.5,10.0,8.0,35.0,35.0,21.0,21.0,,,,-0.41983219640351654,2.8150814238189867,1,15.0,12,0.4,72,0,1,1,nhrerg4w,2024-07-08,,,Market Experiment,0
4,ethewc8n,5e050b28c76aa6f62aa71c50,0,367,368,payment,FinalResultsPage,2024-07-08 20:35:25.036392,1,,,422.44,4,,0.0,100.0,4,-99,-99,-3,45.0,145.0,7.25,0.4,152.65,1,13,15,19,22,1,3,6,11,2.0,2.5,,,,0,0,0,19.25,0.5,10.0,8.0,35.0,35.0,57.0,73.0,,,,0.6970666428742626,3.1903756360130906,1,15.0,12,0.4,72,0,1,1,nhrerg4w,2024-07-08,,,Market Experiment,0
5,iev0e570,627809c52874925390a423a6,0,367,368,payment,FinalResultsPage,2024-07-08 20:35:25.824799,1,,,770.86,5,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,1.6,106.6,4,10,11,12,14,1,3,6,11,5.0,0.0,,,0,0,0,0,19.25,0.5,10.0,8.0,35.0,57.0,73.0,84.0,,,,0.9887234909914421,3.4685248251977425,1,15.0,12,0.4,72,0,1,1,nhrerg4w,2024-07-08,,,Market Experiment,0
6,he9jtles,1J8EOTj312ym959LDLq956SZ,0,368,368,payment,NonParticipantPage,2024-07-08 20:35:26.346618,1,,,0.0,6,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1,15.0,12,0.4,72,0,1,1,nhrerg4w,2024-07-08,,,Market Experiment,0
7,0aky6l1l,6654b7668e8642303bbc2fa7,0,367,368,payment,FinalResultsPage,2024-07-08 20:35:26.327194,1,,,803.96,7,,0.0,100.0,4,-99,-99,-2,30.0,130.0,6.5,0.8,137.3,2,15,16,22,28,1,3,6,11,0.0,2.5,,,,0,,0,19.25,0.5,10.0,8.0,35.0,35.0,57.0,57.0,,,,0.18166859633110588,2.9545557406274625,1,15.0,12,0.4,72,0,1,1,nhrerg4w,2024-07-08,,,Market Experiment,0
8,ibuv42ya,665f2bff5d2a93a43162960f,0,367,368,payment,FinalResultsPage,2024-07-08 20:35:26.448703,1,,,854.76,8,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,1.6,106.6,4,16,18,19,22,1,3,6,11,1.0,2.5,,,0,1,,0,19.25,0.5,10.0,8.0,35.0,57.0,46.0,46.0,,,,-0.04571610153507593,2.991074416235589,1,15.0,12,0.4,72,0,1,1,nhrerg4w,2024-07-08,,,Market Experiment,0
9,2gcv5hn5,ao7syclg_98A,0,367,368,payment,FinalResultsPage,2024-07-08 20:35:27.197281,1,,,743.21,9,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,1.6,106.6,4,14,13,19,22,1,3,6,11,1.0,2.5,,,,0,0,,19.25,0.5,10.0,8.0,35.0,35.0,57.0,73.0,,,,0.18166859633110588,2.9545557406274625,1,15.0,12,0.4,72,0,1,1,nhrerg4w,2024-07-08,,,Market Experiment,0
10,f20i70ua,ao7syclg_07P,0,367,368,payment,FinalResultsPage,2024-07-08 20:35:27.463759,1,,,1080.46,10,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,1.6,106.6,4,7,12,16,19,1,3,6,11,8.0,0.0,,,,1,,0,19.25,0.5,10.0,8.0,35.0,35.0,21.0,21.0,,,,-1.126563655156321,2.929797039559934,1,15.0,12,0.4,72,0,1,1,nhrerg4w,2024-07-08,,,Market Experiment,0
