participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.cash,player.shares,player.periods_until_auto_buy,player.periods_until_auto_sell,player.shares_transacted,player.trans_cost,player.cash_after_trade,player.interest_earned,player.dividend_earned,player.cash_result,player.shares_result,player.f0,player.f1,player.f2,player.f3,player.fcast_rnd_0,player.fcast_rnd_1,player.fcast_rnd_2,player.fcast_rnd_3,player.forecast_error,player.forecast_reward,player.forecast_bonus_data,player.risk,player.risk_1,player.risk_2,player.risk_3,player.risk_4,player.risk_rh,player.risk_rl,player.risk_sh,player.risk_sl,player.risk_phi_1,player.risk_phi_2,player.risk_phi_3,player.risk_phi_4,player.risk_reward,player.dr,player.dmu,player.dose_r,player.dose_mu,group.id_in_subsession,group.price,group.volume,group.dividend,group.float,group.short,group.is_practice,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,pgz35s3z,55b8d0bffdf99b0f2859fe73,0,367,368,payment,FinalResultsPage,2024-07-17 18:02:12.449569,1,,,1193.18,1,,0.0,100.0,4,-99,-99,2,-28.0,72.0,3.6,6.0,81.6,6,15,15,15,17,1,3,6,11,1.0,2.5,,,1,1,1,1,19.25,0.5,10.0,8.0,35.0,21.0,15.0,13.0,,,,-1.2750899033661411,2.900725158585953,1,14.0,15,1.0,64,0,1,1,mhuck8jp,2024-07-17,,,Market Experiment,0
2,eswz2moo,60085c96f16b701cbdced9a4,0,368,368,payment,NonParticipantPage,2024-07-17 18:02:12.941157,1,,,0.0,2,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1,14.0,15,1.0,64,0,1,1,mhuck8jp,2024-07-17,,,Market Experiment,0
3,mr0j4ers,58f7cdd4c31d4d00015aac83,0,367,368,payment,FinalResultsPage,2024-07-17 18:02:14.911192,1,,,1206.03,3,,0.0,100.0,4,-99,-99,1,-14.0,86.0,4.3,5.0,95.3,5,15,18,17,13,1,3,6,11,1.0,2.5,,,0,0,0,1,19.25,0.5,10.0,8.0,35.0,57.0,73.0,84.0,,,,1.1968510138127109,3.5446149124240476,1,14.0,15,1.0,64,0,1,1,mhuck8jp,2024-07-17,,,Market Experiment,0
4,vc92yxuh,m8ohmvvj_45Z,0,365,368,rounds,FinalResultsPage,2024-07-17 18:02:15.561112,1,,,750.4,4,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,19,17,24,27,1,3,6,11,5.0,0.0,,,0,0,1,1,19.25,0.5,10.0,8.0,35.0,57.0,73.0,70.0,,,,0.9084545749430579,3.114831041577196,1,14.0,15,1.0,64,0,1,1,mhuck8jp,2024-07-17,,,Market Experiment,0
5,kci0jz6c,65c1512b51dc8b722a7fe306,0,367,368,payment,FinalResultsPage,2024-07-17 18:02:16.003797,1,,,725.98,5,,0.0,100.0,4,-99,-99,-1,14.0,114.0,5.7,3.0,122.7,3,10,15,24,19,1,3,6,11,4.0,0.0,,,0,,0,1,19.25,0.5,10.0,8.0,35.0,57.0,57.0,73.0,,,,1.0809865917837622,3.5022556229888924,1,14.0,15,1.0,64,0,1,1,mhuck8jp,2024-07-17,,,Market Experiment,0
6,crv1u0t0,6681e42776233b2b8b2510e0,0,367,368,payment,FinalResultsPage,2024-07-17 18:02:16.189460,1,,,670.41,6,,0.0,100.0,4,-99,-99,-4,56.0,156.0,7.8,0.0,163.8,0,15,22,20,27,1,3,6,11,1.0,2.5,,,0,0,0,1,19.25,0.5,10.0,8.0,35.0,57.0,73.0,84.0,,,,1.1968510138127109,3.5446149124240476,1,14.0,15,1.0,64,0,1,1,mhuck8jp,2024-07-17,,,Market Experiment,0
7,8iqj2nwl,66339acafe4ef32493f133ee,0,367,368,payment,FinalResultsPage,2024-07-17 18:02:16.231676,1,,,664.67,7,,0.0,100.0,4,-99,-99,-2,28.0,128.0,6.4,2.0,136.4,2,11,11,12,13,1,3,6,11,3.0,0.0,,,,0,1,1,19.25,0.5,10.0,8.0,35.0,35.0,57.0,46.0,,,,0.4017730218869266,2.9192062989446423,1,14.0,15,1.0,64,0,1,1,mhuck8jp,2024-07-17,,,Market Experiment,0
8,w5n9smov,63d8475556cf3cad39dd8417,0,367,368,payment,FinalResultsPage,2024-07-17 18:02:16.316981,1,,,1109.41,8,,0.0,100.0,4,-99,-99,5,-70.0,30.0,1.5,9.0,40.5,9,15,17,18,16,1,3,6,11,1.0,2.5,,,0,0,1,1,19.25,0.5,10.0,8.0,35.0,57.0,73.0,70.0,,,,0.9084545749430579,3.114831041577196,1,14.0,15,1.0,64,0,1,1,mhuck8jp,2024-07-17,,,Market Experiment,0
9,gpxr1ein,m8ohmvvj_95R,0,367,368,payment,FinalResultsPage,2024-07-17 18:02:17.320623,1,,,1362.47,9,,0.0,100.0,4,-99,-99,5,-70.0,30.0,1.5,9.0,40.5,9,15,17,18,24,1,3,6,11,1.0,2.5,,,,,1,,19.25,0.5,10.0,8.0,35.0,35.0,35.0,21.0,,,,0.5982414062388054,3.187141062745199,1,14.0,15,1.0,64,0,1,1,mhuck8jp,2024-07-17,,,Market Experiment,0
10,fhwsf1tb,m8ohmvvj_25I,0,367,368,payment,FinalResultsPage,2024-07-17 18:02:17.452091,1,,,611.77,10,,0.0,100.0,4,-99,-99,-2,28.0,128.0,6.4,2.0,136.4,2,5,10,11,15,1,3,6,11,9.0,0.0,,,1,,0,0,19.25,0.5,10.0,8.0,35.0,21.0,21.0,28.0,,,,-0.6425453596574012,2.9364105807873395,1,14.0,15,1.0,64,0,1,1,mhuck8jp,2024-07-17,,,Market Experiment,0
